dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.75,0.724456,0.80342,-10.219,21.3708,-3.2314,0,-9.67682,12.0135,0,17.5093,-8.99727,4.83419,-0.145983,15.1141,-15.0052,3.89387,
0.75,0.724454,0.80342,-10.3274,21.3198,-3.26591,0,-9.77933,11.9851,0,17.4674,-9.0927,4.88545,-0.147529,15.078,-14.9694,3.88457,
0.75,0.724453,0.803419,-10.3152,21.335,-3.2623,0,-9.76771,11.9939,0,17.4798,-9.08202,4.87968,-0.147352,15.0886,-14.9801,3.88734,
0.75,0.724452,0.803419,-10.2821,21.3546,-3.25195,0,-9.73629,12.0051,0,17.4959,-9.05287,4.86401,-0.146878,15.1025,-14.9939,3.89093,
0.75,0.724451,0.803418,-10.276,21.3443,-3.25016,0,-9.7305,11.9996,0,17.4873,-9.04755,4.86114,-0.146789,15.0951,-14.9868,3.88906,
0.75,0.72445,0.803417,-10.3342,21.3484,-3.26883,0,-9.78548,12.0021,0,17.4907,-9.0988,4.88865,-0.147614,15.098,-14.9897,3.88981,
0.75,0.72445,0.803415,-10.2517,21.2195,-3.24287,0,-9.70728,11.9298,0,17.385,-9.02616,4.8496,-0.146433,15.0067,-14.8993,3.86634,
0.75,0.72445,0.803413,-10.21,21.2707,-3.22996,0,-9.66766,11.9588,0,17.4269,-8.98947,4.82986,-0.145832,15.0429,-14.9353,3.87567,
0.75,0.724451,0.803411,-10.186,21.2282,-3.22252,0,-9.64484,11.935,0,17.392,-8.96832,4.81848,-0.145486,15.0128,-14.9055,3.86793,
0.75,0.724452,0.803406,-10.1613,21.0521,-3.21487,0,-9.62141,11.8363,0,17.2477,-8.94661,4.8068,-0.14513,14.8882,-14.782,3.83586,
0.75,0.724456,0.803402,-9.95288,21.1576,-3.14924,0,-9.42386,11.8957,0,17.334,-8.76308,4.70815,-0.142146,14.9627,-14.8561,3.85508,
0.75,0.724459,0.803393,-10.0712,20.8385,-3.18686,0,-9.53581,11.7167,0,17.0724,-8.86728,4.76411,-0.143832,14.737,-14.632,3.79694,
0.75,0.724464,0.803388,-9.82489,21.029,-3.10928,0,-9.30243,11.824,0,17.2284,-8.65043,4.64756,-0.140308,14.8717,-14.7658,3.83164,
0.75,0.724467,0.803379,-10.047,20.6677,-3.17973,0,-9.51266,11.6213,0,16.9322,-8.846,4.75262,-0.143476,14.6162,-14.5121,3.76583,
0.75,0.724471,0.803375,-9.95207,21.1326,-3.15002,0,-9.42261,11.8829,0,17.313,-8.76243,4.70768,-0.142115,14.945,-14.8386,3.85053,
0.75,0.724473,0.803371,-10.0724,21.1073,-3.18829,0,-9.53645,11.8688,0,17.2922,-8.86838,4.76459,-0.143831,14.9271,-14.8208,3.84592,
0.75,0.724476,0.803362,-10.0446,20.732,-3.17967,0,-9.51004,11.6581,0,16.9846,-8.8439,4.75142,-0.143431,14.6617,-14.5573,3.77754,
0.75,0.724482,0.803357,-9.81128,21.0677,-3.10623,0,-9.28896,11.8471,0,17.2595,-8.6385,4.64103,-0.140093,14.8991,-14.793,3.83871,
0.75,0.724486,0.803345,-9.98581,20.5884,-3.1617,0,-9.4541,11.578,0,16.8666,-8.79217,4.72359,-0.142583,14.5602,-14.4564,3.75137,
0.75,0.724495,0.803339,-9.55071,20.9717,-3.02441,0,-9.04195,11.7937,0,17.1805,-8.4091,4.51774,-0.136365,14.8313,-14.7255,3.8212,
0.75,0.724501,0.803333,-9.85642,20.9575,-3.12146,0,-9.33127,11.786,0,17.1688,-8.67828,4.66234,-0.140727,14.8213,-14.7155,3.81862,
0.75,0.724506,0.80332,-9.85647,20.4166,-3.12172,0,-9.33121,11.4822,0,16.7255,-8.67833,4.66236,-0.140727,14.4388,-14.3357,3.72005,
