pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
3.0777,3.16833,3.11039,3.01679,17.333,0,0,-1,1,1,-1,-1,1,-1,1,1.08692e-07,-1.14492e-08,-1.2932e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3345,0,0,-1,1,1,-1,-1,1,-1,1,1.63075e-07,-1.71778e-08,-1.94025e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.336,0,0,-1,1,1,-1,-1,1,-1,1,2.17459e-07,-2.29064e-08,-2.5873e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3374,0,0,-1,1,1,-1,-1,1,-1,1,2.71869e-07,-2.86377e-08,-3.23466e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3389,0,0,-1,1,1,-1,-1,1,-1,1,3.2623e-07,-3.43639e-08,-3.88144e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3403,0,0,-1,1,1,-1,-1,1,-1,1,3.80659e-07,-4.00973e-08,-4.52903e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3418,0,0,-1,1,1,-1,-1,1,-1,1,4.35065e-07,-4.58283e-08,-5.17635e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3433,0,0,-1,1,1,-1,-1,1,-1,1,4.89452e-07,-5.15573e-08,-5.82344e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3447,0,0,-1,1,1,-1,-1,1,-1,1,5.43828e-07,-5.72851e-08,-6.4704e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3462,0,0,-1,1,1,-1,-1,1,-1,1,5.98189e-07,-6.30113e-08,-7.11718e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3476,0,0,-1,1,1,-1,-1,1,-1,1,6.5255e-07,-6.87375e-08,-7.76395e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3491,0,0,-1,1,1,-1,-1,1,-1,1,7.06907e-07,-7.44633e-08,-8.41068e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.3506,0,0,-1,1,1,-1,-1,1,-1,1,7.6126e-07,-8.01887e-08,-9.05737e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
3.0777,3.16833,3.11039,3.01679,17.352,0,0,-1,1,1,-1,-1,1,-1,1,8.15636e-07,-8.59165e-08,-9.70433e-07,5.43459e-05,-5.7246e-06,-6.46601e-05,
