dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.775,0.666692,0.657156,-32.4934,-35.3544,-6.28091,-5.18295,0,6.46157,-2.08838,0,-32.4757,-0.995844,2.77435,-34.1491,9.10028,-4.35866,
0.775,0.666359,0.657068,-33.8914,-35.7355,-6.57115,-5.40435,0,6.53691,-2.13251,0,-33.8739,-1.00066,2.88699,-34.521,9.18357,-4.4033,
0.775,0.66612,0.657011,-33.7529,-35.6804,-6.5588,-5.38061,0,6.53077,-2.14541,0,-33.7362,-0.96805,2.87014,-34.4705,9.15857,-4.39479,
0.775,0.665968,0.656964,-33.5165,-35.6935,-6.52217,-5.34211,0,6.54313,-2.16287,0,-33.5005,-0.936555,2.84567,-34.4861,9.14989,-4.39449,
0.775,0.665922,0.656964,-33.0022,-35.4688,-6.42133,-5.2598,0,6.50403,-2.16458,0,-32.987,-0.905605,2.79908,-34.2712,9.0832,-4.36537,
0.775,0.665961,0.657009,-32.5846,-35.2449,-6.33296,-5.19229,0,6.46236,-2.16159,0,-32.5699,-0.882627,2.76162,-34.0565,9.01856,-4.33664,
0.775,0.666065,0.657079,-32.2426,-35.1114,-6.2554,-5.13646,0,6.43548,-2.16392,0,-32.2283,-0.865469,2.73124,-33.9292,8.97674,-4.31898,
0.775,0.666227,0.65716,-31.9253,-35.0487,-6.179,-5.08329,0,6.42099,-2.17116,0,-31.9114,-0.84957,2.70307,-33.8709,8.95186,-4.30986,
0.775,0.666408,0.65726,-31.7906,-34.9422,-6.13778,-5.05881,0,6.39703,-2.17704,0,-31.7769,-0.84071,2.69073,-33.7701,8.91599,-4.29538,
0.775,0.666631,0.657406,-31.4859,-34.6537,-6.06345,-5.0073,0,6.33666,-2.17014,0,-31.4725,-0.829089,2.66431,-33.4928,8.83508,-4.25874,
0.775,0.666884,0.657594,-31.3112,-34.4265,-6.01357,-4.97651,0,6.28319,-2.16632,0,-31.2981,-0.821894,2.64908,-33.2747,8.771,-4.22983,
0.775,0.667133,0.657809,-31.2482,-34.2293,-5.98661,-4.964,0,6.23415,-2.1617,0,-31.2352,-0.816755,2.64314,-33.085,8.71616,-4.20485,
0.775,0.667394,0.658024,-31.0945,-34.1516,-5.94388,-4.93719,0,6.20634,-2.16651,0,-31.0818,-0.808614,2.62942,-33.0108,8.69167,-4.19453,
0.775,0.667658,0.658229,-31.0619,-34.1939,-5.92526,-4.92901,0,6.20138,-2.18061,0,-31.0495,-0.801993,2.62565,-33.0533,8.69548,-4.19862,
0.775,0.667938,0.658421,-30.8454,-34.1685,-5.87016,-4.89145,0,6.18729,-2.19215,0,-30.8333,-0.791894,2.60655,-33.031,8.67997,-4.19406,
0.775,0.668239,0.658621,-30.7312,-34.1261,-5.83491,-4.87009,0,6.16979,-2.20257,0,-30.7194,-0.785092,2.59623,-32.9924,8.659,-4.18722,
0.775,0.66856,0.658868,-30.5442,-33.8311,-5.78568,-4.8372,0,6.10401,-2.19479,0,-30.5326,-0.777138,2.57988,-32.7095,8.57433,-4.14945,
0.775,0.668894,0.659104,-30.3993,-33.8327,-5.74473,-4.81194,0,6.09119,-2.20538,0,-30.3878,-0.771523,2.5673,-32.7133,8.56535,-4.14815,
0.775,0.66925,0.65932,-30.0917,-33.814,-5.6726,-4.76093,0,6.07445,-2.21278,0,-30.0804,-0.762499,2.54111,-32.697,8.55326,-4.14468,
0.775,0.66961,0.659534,-30.0008,-33.7867,-5.64021,-4.74447,0,6.0584,-2.22035,0,-29.9897,-0.758545,2.53315,-32.6726,8.53775,-4.13995,
0.775,0.669968,0.659803,-30.0746,-33.5605,-5.64011,-4.75349,0,6.00319,-2.21472,0,-30.0636,-0.757944,2.53895,-32.4563,8.47019,-4.11057,
0.775,0.670294,0.660053,-29.9654,-33.4531,-5.60991,-4.73389,0,5.96997,-2.21596,0,-29.9545,-0.752741,2.5293,-32.3548,8.43355,-4.0959,
0.775,0.67066,0.660281,-29.7153,-33.5435,-5.55096,-4.69145,0,5.97509,-2.22847,0,-29.7047,-0.74467,2.50788,-32.4443,8.44756,-4.10556,
0.775,0.67107,0.660583,-29.5267,-33.2056,-5.50441,-4.65948,0,5.89872,-2.21532,0,-29.5163,-0.737359,2.49151,-32.1195,8.35353,-4.06277,
0.775,0.671455,0.660859,-29.4024,-33.1529,-5.47039,-4.63812,0,5.87559,-2.22044,0,-29.3922,-0.732073,2.48064,-32.0703,8.33292,-4.05514,
0.775,0.671855,0.661153,-29.243,-33.0068,-5.43044,-4.61111,0,5.83434,-2.22179,0,-29.2329,-0.725849,2.4668,-31.931,8.28744,-4.03587,
