dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.820906,0.815819,12.5447,9.49224,-0.964751,-0.607551,12.4928,3.41551,-0.506358,8.84197,12.2719,-2.59035,-0.517399,6.83008,-6.54483,1.7174,
0.8,0.820906,0.815819,12.5458,9.49304,-0.964832,-0.607602,12.4939,3.4158,-0.506401,8.84272,12.273,-2.59057,-0.517442,6.83066,-6.54538,1.71754,
0.8,0.820906,0.815819,12.5468,9.49384,-0.964914,-0.607653,12.4949,3.41609,-0.506443,8.84346,12.274,-2.59079,-0.517486,6.83123,-6.54593,1.71769,
0.8,0.820906,0.815819,12.5479,9.49464,-0.964995,-0.607704,12.496,3.41638,-0.506486,8.84421,12.275,-2.59101,-0.517529,6.83181,-6.54648,1.71783,
0.8,0.820906,0.815819,12.549,9.49544,-0.965076,-0.607755,12.497,3.41666,-0.506529,8.84495,12.2761,-2.59122,-0.517573,6.83238,-6.54703,1.71798,
0.8,0.820906,0.815819,12.55,9.49624,-0.965157,-0.607807,12.4981,3.41695,-0.506571,8.8457,12.2771,-2.59144,-0.517617,6.83296,-6.54758,1.71812,
0.8,0.820906,0.815819,12.5511,9.49704,-0.965239,-0.607858,12.4991,3.41724,-0.506614,8.84644,12.2781,-2.59166,-0.51766,6.83353,-6.54813,1.71827,
0.8,0.820906,0.815819,12.5521,9.49784,-0.96532,-0.607909,12.5002,3.41753,-0.506657,8.84719,12.2792,-2.59188,-0.517704,6.83411,-6.54869,1.71841,
0.8,0.820906,0.815819,12.5532,9.49863,-0.965401,-0.60796,12.5012,3.41781,-0.506699,8.84793,12.2802,-2.5921,-0.517747,6.83468,-6.54924,1.71856,
0.8,0.820906,0.815819,12.5542,9.49943,-0.965482,-0.608011,12.5023,3.4181,-0.506742,8.84867,12.2812,-2.59232,-0.517791,6.83526,-6.54979,1.7187,
0.8,0.820906,0.815819,12.5553,9.50023,-0.965564,-0.608062,12.5033,3.41839,-0.506784,8.84942,12.2823,-2.59253,-0.517834,6.83584,-6.55034,1.71885,
0.8,0.820906,0.815819,12.5563,9.50103,-0.965645,-0.608114,12.5044,3.41868,-0.506827,8.85016,12.2833,-2.59275,-0.517878,6.83641,-6.55089,1.71899,
0.8,0.820906,0.815819,12.5574,9.50183,-0.965726,-0.608165,12.5054,3.41897,-0.50687,8.85091,12.2843,-2.59297,-0.517922,6.83699,-6.55144,1.71913,
0.8,0.820906,0.815819,12.5585,9.50263,-0.965807,-0.608216,12.5065,3.41925,-0.506912,8.85165,12.2854,-2.59319,-0.517965,6.83756,-6.55199,1.71928,
