pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
0.734789,6.1483,5.8102,1.36572,200,0,0,-0.272711,1.86046,-1.6557,1.19319,-1.97575,0.583613,1.67834,2.2638,0,-73.4789,0,13.4882,0,47.2981,0,-136.572,37.0986,-33.5215,49.5459,6.72368,44.5107,22.7771,10.182,-48.9523,-34.1527,-29.5741,-54.7823,9.83905,-44.787,28.5929,-0.37808,-87.2241,2.48457,6.95257e-310,-73.4789,8.48735e-315,24.4457,1.4822e-323,71.0409,6.85644e-310,-216.714,37.0986,-107,49.5459,31.1694,44.5107,93.8181,10.182,-265.666,-4.74281,32.3558,-28.7948,20.7511,-34.3609,10.1498,29.1885,39.3705,
0.734789,6.1483,5.8102,1.36572,200,0,0,-0.272711,1.86046,-1.6557,1.19319,-1.97575,0.583613,1.67834,2.2638,0,-73.4789,0,13.4882,0,47.2981,0,-136.572,37.0986,-33.5215,49.5459,6.72368,44.5107,22.7771,10.182,-48.9523,-34.1527,-29.5741,-54.7823,9.83905,-44.787,28.5929,-0.37808,-87.2241,2.48457,6.95257e-310,-73.4789,8.48735e-315,24.4457,1.4822e-323,71.0409,6.85644e-310,-216.714,37.0986,-107,49.5459,31.1694,44.5107,93.8181,10.182,-265.666,-4.74281,32.3558,-28.7948,20.7511,-34.3609,10.1498,29.1885,39.3705,
0.734789,6.1483,5.8102,1.36572,200,0,0,-0.272711,1.86046,-1.6557,1.19319,-1.97575,0.583613,1.67834,2.2638,0,-73.4789,0,13.4882,0,47.2981,0,-136.572,37.0986,-33.5215,49.5459,6.72368,44.5107,22.7771,10.182,-48.9523,-34.1527,-29.5741,-54.7823,9.83905,-44.787,28.5929,-0.37808,-87.2241,2.48457,6.95257e-310,-73.4789,8.48735e-315,24.4457,1.4822e-323,71.0409,6.85644e-310,-216.714,37.0986,-107,49.5459,31.1694,44.5107,93.8181,10.182,-265.666,-4.74281,32.3558,-28.7948,20.7511,-34.3609,10.1498,29.1885,39.3705,
0.734789,6.1483,5.8102,1.36572,200,0,0,-0.272711,1.86046,-1.6557,1.19319,-1.97575,0.583613,1.67834,2.2638,0,-73.4789,0,13.4882,0,47.2981,0,-136.572,37.0986,-33.5215,49.5459,6.72368,44.5107,22.7771,10.182,-48.9523,-34.1527,-29.5741,-54.7823,9.83905,-44.787,28.5929,-0.37808,-87.2241,2.48457,6.95257e-310,-73.4789,8.48735e-315,24.4457,1.4822e-323,71.0409,6.85644e-310,-216.714,37.0986,-107,49.5459,31.1694,44.5107,93.8181,10.182,-265.666,-4.74281,32.3558,-28.7948,20.7511,-34.3609,10.1498,29.1885,39.3705,
0.734765,6.1483,5.81019,1.36572,200,0,0,-0.272759,1.86046,-1.6557,1.19319,-1.97575,0.583599,1.67831,2.26377,0,-73.4765,0,13.4882,0,47.2993,0,-136.572,37.0994,-33.5206,49.5459,6.72368,44.5104,22.7776,10.182,-48.9523,-34.1536,-29.5738,-54.7814,9.83929,-44.7869,28.5937,-0.37889,-87.2242,2.48451,6.95257e-310,-73.4765,8.48735e-315,24.4458,1.4822e-323,71.0412,6.85644e-310,-216.71,37.0994,-106.997,49.5459,31.1695,44.5104,93.8189,10.182,-265.662,-4.74363,32.3558,-28.7948,20.7511,-34.3609,10.1496,29.188,39.3699,
0.734777,6.1483,5.81019,1.36572,200,0,0,-0.272735,1.86046,-1.6557,1.19319,-1.97575,0.583597,1.67832,2.26378,0,-73.4777,0,13.4882,0,47.2993,0,-136.572,37.099,-33.5211,49.5459,6.72368,44.5104,22.7776,10.182,-48.9523,-34.1533,-29.574,-54.7819,9.83907,-44.787,28.5935,-0.378633,-87.224,2.48454,6.95257e-310,-73.4777,8.48735e-315,24.4455,1.4822e-323,71.0415,6.85644e-310,-216.711,37.099,-106.999,49.5459,31.1692,44.5104,93.8192,10.182,-265.664,-4.74322,32.3558,-28.7948,20.7511,-34.3609,10.1495,29.1882,39.3702,
0.734777,6.1483,5.8102,1.36572,200,0,0,-0.272735,1.86046,-1.6557,1.19318,-1.97575,0.583616,1.67833,2.26379,0,-73.4777,0,13.4882,0,47.2981,0,-136.572,37.099,-33.5211,49.5459,6.72368,44.5107,22.7771,10.182,-48.9523,-34.153,-29.574,-54.7817,9.83927,-44.787,28.5931,-0.378338,-87.2243,2.48454,6.95257e-310,-73.4777,8.48735e-315,24.446,1.4822e-323,71.0407,6.85644e-310,-216.712,37.099,-106.999,49.5459,31.1697,44.5107,93.8178,10.182,-265.664,-4.74322,32.3558,-28.7948,20.751,-34.3609,10.1498,29.1883,39.3703,
0.734837,6.14829,5.81018,1.36582,200,0,0,-0.272616,1.86046,-1.65566,1.19322,-1.97564,0.583695,1.6784,2.26359,0,-73.4837,0,13.4894,0,47.3005,0,-136.582,37.097,-33.5233,49.5458,6.72427,44.5102,22.7782,10.1773,-48.9533,-34.1562,-29.5788,-54.7852,9.83786,-44.7922,28.5899,-0.379577,-87.2278,2.48433,6.95257e-310,-73.4837,8.48735e-315,24.4405,1.4822e-323,71.0267,6.85644e-310,-216.703,37.097,-107.007,49.5458,31.1648,44.5102,93.8049,10.1773,-265.656,-4.74115,32.3559,-28.7942,20.7516,-34.3589,10.1512,29.1896,39.3669,
0.734897,6.14825,5.81013,1.36603,200,0,0,-0.272498,1.86046,-1.65559,1.19327,-1.97537,0.5839,1.67849,2.26308,0,-73.4897,0,13.493,0,47.3053,0,-136.603,37.095,-33.5255,49.5455,6.72607,44.5091,22.7803,10.1667,-48.9555,-34.1653,-29.5886,-54.7894,9.83619,-44.8035,28.5833,-0.383917,-87.2371,2.48371,6.95257e-310,-73.4897,8.48735e-315,24.4303,1.4822e-323,70.9927,6.85644e-310,-216.672,37.095,-107.015,49.5455,31.1564,44.5091,93.773,10.1667,-265.627,-4.73909,32.3559,-28.7929,20.7526,-34.3543,10.1548,29.1911,39.3579,
0.734861,6.14822,5.81017,1.36613,200,0,0,-0.272569,1.86046,-1.6556,1.19326,-1.97522,0.584098,1.6785,2.26282,0,-73.4861,0,13.4966,0,47.3017,0,-136.613,37.0962,-33.5242,49.5453,6.72784,44.5099,22.7787,10.162,-48.9564,-34.1697,-29.5918,-54.7876,9.83761,-44.8078,28.5789,-0.385919,-87.2436,2.48333,6.95257e-310,-73.4861,8.48735e-315,24.43,1.4822e-323,70.9709,6.85644e-310,-216.654,37.0962,-107.01,49.5453,31.1578,44.5099,93.7496,10.162,-265.611,-4.74033,32.3559,-28.793,20.7523,-34.3517,10.1582,29.1913,39.3534,
