pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
3.13791,3.13861,3.13413,3.14135,0,-200,0,-1.47164,-1.48222,1.63756,1.62898,-6.21507,-6.23653,4.51163,4.51094,0,787.238,0,786.89,0,789.131,0,785.518,-0.183959,49.9997,-0.149198,49.9998,-0.373296,49.9986,-0.0119762,50,-0.228256,0.316605,-0.773726,-0.573753,3.34056,1.67607,-2.35012,-1.39765,470.822,6.95317e-310,149.065,6.73615e-310,-270.136,1.4822e-323,789.131,5.16849e-310,-658.043,-0.183959,199.064,-0.149198,-220.136,-0.373296,839.13,-0.0119762,-608.043,-25.5937,-25.7777,28.4792,28.33,-108.088,-108.461,78.4632,78.4512,
3.13791,3.13861,3.13413,3.14135,0,-200,0,-1.47164,-1.48222,1.63756,1.62898,-6.21507,-6.23653,4.51163,4.51094,0,787.238,0,786.89,0,789.131,0,785.518,-0.183959,49.9997,-0.149198,49.9998,-0.373296,49.9986,-0.0119762,50,-0.228256,0.316605,-0.773726,-0.573753,3.34056,1.67607,-2.35012,-1.39765,470.822,6.95317e-310,149.065,6.73615e-310,-270.136,1.4822e-323,789.131,5.16849e-310,-658.043,-0.183959,199.064,-0.149198,-220.136,-0.373296,839.13,-0.0119762,-608.043,-25.5937,-25.7777,28.4792,28.33,-108.088,-108.461,78.4632,78.4512,
3.13791,3.13861,3.13413,3.14135,0,-200,0,-1.47164,-1.48222,1.63756,1.62898,-6.21507,-6.23653,4.51163,4.51094,0,787.238,0,786.89,0,789.131,0,785.518,-0.183959,49.9997,-0.149198,49.9998,-0.373296,49.9986,-0.0119762,50,-0.228256,0.316605,-0.773726,-0.573753,3.34056,1.67607,-2.35012,-1.39765,470.822,6.95317e-310,149.065,6.73615e-310,-270.136,1.4822e-323,789.131,5.16849e-310,-658.043,-0.183959,199.064,-0.149198,-220.136,-0.373296,839.13,-0.0119762,-608.043,-25.5937,-25.7777,28.4792,28.33,-108.088,-108.461,78.4632,78.4512,
3.13791,3.13861,3.13413,3.14135,0,-200,0,-1.47164,-1.48222,1.63756,1.62898,-6.21507,-6.23653,4.51163,4.51094,0,787.238,0,786.89,0,789.131,0,785.518,-0.183959,49.9997,-0.149198,49.9998,-0.373296,49.9986,-0.0119762,50,-0.228256,0.316605,-0.773726,-0.573753,3.34056,1.67607,-2.35012,-1.39765,470.822,6.95317e-310,149.065,6.73615e-310,-270.136,1.4822e-323,789.131,5.16849e-310,-658.043,-0.183959,199.064,-0.149198,-220.136,-0.373296,839.13,-0.0119762,-608.043,-25.5937,-25.7777,28.4792,28.33,-108.088,-108.461,78.4632,78.4512,
3.13791,3.1386,3.13413,3.14134,0,-200,0,-1.46293,-1.47351,1.63077,1.62216,-6.21507,-6.23653,4.50987,4.50915,0,787.238,0,786.896,0,789.131,0,785.524,-0.183959,49.9997,-0.149794,49.9998,-0.373296,49.9986,-0.0125841,50,-0.232944,0.313549,-0.769029,-0.570782,3.33581,1.67307,-2.34533,-1.39464,471.667,6.95317e-310,147.891,6.73615e-310,-269.219,1.4822e-323,789.131,5.16849e-310,-657.804,-0.183959,197.89,-0.149794,-219.219,-0.373296,839.13,-0.0125841,-607.804,-25.4423,-25.6262,28.3613,28.2115,-108.088,-108.461,78.4326,78.42,
3.13791,3.1386,3.13414,3.14133,0,-200,0,-1.46118,-1.47175,1.63161,1.623,-6.21504,-6.23647,4.50752,4.50676,0,787.238,0,786.896,0,789.125,0,785.53,-0.183959,49.9997,-0.149794,49.9998,-0.3727,49.9986,-0.0131802,50,-0.231452,0.312177,-0.767546,-0.569434,3.32497,1.6684,-2.33739,-1.39008,472.983,6.95317e-310,147.654,6.73615e-310,-269.332,1.4822e-323,789.125,5.16849e-310,-657.485,-0.183959,197.654,-0.149794,-219.333,-0.3727,839.124,-0.0131802,-607.485,-25.4117,-25.5957,28.3759,28.2261,-108.088,-108.46,78.3917,78.3785,
3.1379,3.1386,3.13413,3.14134,0,-200,0,-1.48157,-1.49218,1.64007,1.63145,-6.21507,-6.23653,4.51915,4.51842,0,787.244,0,786.896,0,789.131,0,785.524,-0.184555,49.9997,-0.149794,49.9998,-0.373296,49.9986,-0.0125841,50,-0.226435,0.318501,-0.771898,-0.572759,3.334,1.67109,-2.34716,-1.39563,472.226,6.95317e-310,150.405,6.73615e-310,-270.472,1.4822e-323,789.131,5.16849e-310,-659.054,-0.184555,200.404,-0.149794,-220.472,-0.373296,839.13,-0.0125841,-609.054,-25.7664,-25.9509,28.5229,28.3731,-108.088,-108.461,78.5939,78.5813,
3.13787,3.13868,3.13387,3.14165,0,-200,0,-1.60114,-1.61185,1.69032,1.68195,-6.21564,-6.23783,4.58242,4.5826,0,787.262,0,786.854,0,789.257,0,785.368,-0.186355,49.9997,-0.14561,49.9998,-0.385884,49.9985,0.00299652,50,-0.206099,0.376735,-0.845605,-0.627245,3.58154,1.78553,-2.54318,-1.5104,442.03,6.95317e-310,166.528,6.73615e-310,-277.261,1.4822e-323,789.257,5.16849e-310,-667.643,-0.186355,216.528,-0.14561,-227.262,-0.385884,839.256,0.00299652,-617.643,-27.8459,-28.0322,29.3969,29.2513,-108.098,-108.484,79.6943,79.6973,
3.13775,3.13888,3.13348,3.14237,0,-200,0,-2.02177,-2.03283,1.85194,1.84415,-6.21654,-6.23986,4.82707,4.82931,0,787.322,0,786.752,0,789.455,0,785.009,-0.192339,49.9996,-0.135417,49.9998,-0.40566,49.9984,0.03895,50,-0.107048,0.556809,-1.00075,-0.745962,4.04626,1.96902,-2.95579,-1.74779,400.938,6.95317e-310,223.246,6.73615e-310,-299.084,1.4822e-323,789.455,5.16849e-310,-700.756,-0.192339,273.245,-0.135417,-249.085,-0.40566,839.453,0.03895,-650.756,-35.1613,-35.3536,32.2077,32.0722,-108.114,-108.519,83.9491,83.988,
3.13775,3.13894,3.13337,3.1429,0,-200,0,-2.35626,-2.36732,1.90983,1.90221,-6.21678,-6.24042,5.09251,5.09627,0,787.322,0,786.722,0,789.509,0,784.745,-0.192339,49.9996,-0.132425,49.9998,-0.411048,49.9983,0.0653191,50,-0.0872789,0.685375,-1.02759,-0.783892,4.29857,2.0166,-3.20316,-1.88155,391.505,6.95317e-310,268.328,6.73615e-310,-306.898,1.4822e-323,789.509,5.16849e-310,-736.635,-0.192339,318.328,-0.132425,-256.898,-0.411048,839.507,0.0653191,-686.635,-40.9784,-41.1707,33.2144,33.082,-108.118,-108.529,88.5654,88.6308,
3.13775,3.13894,3.13337,3.1429,0,-200,0,-2.35626,-2.36732,1.90983,1.90221,-6.21678,-6.24042,5.09251,5.09627,0,787.322,0,786.722,0,789.509,0,784.745,-0.192339,49.9996,-0.132425,49.9998,-0.411048,49.9983,0.0653191,50,-0.0872789,0.685375,-1.02759,-0.783892,4.29857,2.0166,-3.20316,-1.88155,391.505,6.95317e-310,268.328,6.73615e-310,-306.898,1.4822e-323,789.509,5.16849e-310,-736.635,-0.192339,318.328,-0.132425,-256.898,-0.411048,839.507,0.0653191,-686.635,-40.9784,-41.1707,33.2144,33.082,-108.118,-108.529,88.5654,88.6308,
3.13956,3.13608,3.14441,3.1326,0,-200,0,1.82231,1.81645,-3.32469,-3.34054,5.44169,5.44978,-5.53129,-5.55714,0,786.417,0,788.154,0,783.99,0,789.892,-0.10186,49.9999,-0.27563,49.9992,0.140814,49.9998,-0.449397,49.998,-0.730252,-1.03593,2.00264,1.40072,-5.30047,-2.75102,3.9929,2.4467,284.982,6.95317e-310,-295.221,6.73615e-310,399.179,1.4822e-323,-783.99,5.16849e-310,697.266,-0.10186,-245.221,-0.27563,449.178,0.140814,-733.99,-0.449397,747.264,31.6923,31.5905,-57.8207,-58.0963,94.638,94.7788,-96.1964,-96.6458,
3.1398,3.13584,3.14526,3.13161,0,-200,0,2.00952,2.00435,-3.37083,-3.38736,5.43731,5.44785,-5.69099,-5.71969,0,786.297,0,788.274,0,783.565,0,790.39,-0.0898794,49.9999,-0.28761,49.9992,0.18336,49.9997,-0.499129,49.9975,-0.848876,-1.26491,2.26056,1.60015,-6.10247,-3.09247,4.64442,2.83759,253.378,6.95317e-310,-320.5,6.73615e-310,405.444,1.4822e-323,-783.565,5.16849e-310,718.983,-0.0898794,-270.5,-0.28761,455.443,0.18336,-733.565,-0.499129,768.981,34.9482,34.8583,-58.6231,-58.9107,94.5619,94.7452,-98.9738,-99.4729,
3.14039,3.13505,3.14823,3.1286,0,-200,0,2.09847,2.09502,-3.36662,-3.38543,5.42201,5.4411,-5.83824,-5.87559,0,785.997,0,788.67,0,782.078,0,791.894,-0.0599221,50,-0.327163,49.9989,0.331964,49.9989,-0.649525,49.9958,-1.10416,-1.83626,3.09758,2.23611,-8.77152,-4.31774,6.6844,4.0822,181.132,6.95317e-310,-332.605,6.73615e-310,405.03,1.4822e-323,-782.078,5.16849e-310,739.415,-0.0599221,-282.605,-0.327163,455.029,0.331964,-732.08,-0.649525,789.411,36.4951,36.4352,-58.5499,-58.877,94.2959,94.6279,-101.535,-102.184,
3.1411,3.13416,3.1516,3.12575,0,-200,0,2.0047,2.00329,-3.35396,-3.37532,5.40469,5.43346,-5.80858,-5.85413,0,785.644,0,789.113,0,780.395,0,793.32,-0.0245647,50,-0.371508,49.9986,0.500341,49.9975,-0.79212,49.9937,-1.39109,-2.33894,4.06322,2.94826,-11.5927,-5.70219,8.7582,5.37759,136.859,6.95317e-310,-320.104,6.73615e-310,403.496,1.4822e-323,-780.395,5.16849e-310,735.971,-0.0245647,-270.104,-0.371508,453.495,0.500341,-730.397,-0.79212,785.965,34.8644,34.8398,-58.3297,-58.7012,93.9946,94.495,-101.019,-101.811,
3.14258,3.13276,3.15709,3.12128,0,-200,0,2.00403,2.00686,-3.41216,-3.43755,5.37647,5.42101,-5.83585,-5.89425,0,784.907,0,789.814,0,777.65,0,795.555,0.0491424,50,-0.441613,49.998,0.77475,49.994,-1.01559,49.9897,-2.01921,-3.23964,5.69471,4.16322,-16.0858,-7.86548,12.0972,7.4899,98.8688,6.95317e-310,-320.299,6.73615e-310,411.613,1.4822e-323,-777.65,5.16849e-310,740.517,0.0491424,-270.299,-0.441613,461.611,0.77475,-727.656,-1.01559,790.507,34.8527,34.9018,-59.3419,-59.7835,93.5038,94.2785,-101.493,-102.509,
