pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
1.42467,1.51277,1.71772,1.76057,200,0,0,-3.45052,-3.0319,-0.137507,0.029229,5.29753,4.87663,7.1666,6.62428,0,-712.336,0,-756.384,0,-858.862,0,-880.283,7.28021,-49.4671,2.89975,-49.9158,-7.31993,-49.4613,-9.43166,-49.1024,-175.703,31.8028,-50.789,3.74137,114.257,-41.6029,91.3514,-57.5652,15.2919,6.95294e-310,486.326,6.68183e-310,57.2128,1.4822e-323,-636.188,5.06782e-310,-880.283,7.28021,436.859,2.89975,7.29697,-7.31993,-685.65,-9.43166,-929.386,-60.009,-52.7288,-2.39142,0.508331,92.1309,84.811,124.637,115.205,
1.42467,1.51277,1.71772,1.76057,200,0,0,-3.45052,-3.0319,-0.137507,0.029229,5.29753,4.87663,7.1666,6.62428,0,-712.336,0,-756.384,0,-858.862,0,-880.283,7.28021,-49.4671,2.89975,-49.9158,-7.31993,-49.4613,-9.43166,-49.1024,-175.703,31.8028,-50.789,3.74137,114.257,-41.6029,91.3514,-57.5652,15.2919,6.95294e-310,486.326,6.68183e-310,57.2128,1.4822e-323,-636.188,5.06782e-310,-880.283,7.28021,436.859,2.89975,7.29697,-7.31993,-685.65,-9.43166,-929.386,-60.009,-52.7288,-2.39142,0.508331,92.1309,84.811,124.637,115.205,
1.42467,1.51277,1.71772,1.76057,200,0,0,-3.45052,-3.0319,-0.137507,0.029229,5.29753,4.87663,7.1666,6.62428,0,-712.336,0,-756.384,0,-858.862,0,-880.283,7.28021,-49.4671,2.89975,-49.9158,-7.31993,-49.4613,-9.43166,-49.1024,-175.703,31.8028,-50.789,3.74137,114.257,-41.6029,91.3514,-57.5652,15.2919,6.95294e-310,486.326,6.68183e-310,57.2128,1.4822e-323,-636.188,5.06782e-310,-880.283,7.28021,436.859,2.89975,7.29697,-7.31993,-685.65,-9.43166,-929.386,-60.009,-52.7288,-2.39142,0.508331,92.1309,84.811,124.637,115.205,
1.42467,1.51277,1.71772,1.76057,200,0,0,-3.45052,-3.0319,-0.137507,0.029229,5.29753,4.87663,7.1666,6.62428,0,-712.336,0,-756.384,0,-858.862,0,-880.283,7.28021,-49.4671,2.89975,-49.9158,-7.31993,-49.4613,-9.43166,-49.1024,-175.703,31.8028,-50.789,3.74137,114.257,-41.6029,91.3514,-57.5652,15.2919,6.95294e-310,486.326,6.68183e-310,57.2128,1.4822e-323,-636.188,5.06782e-310,-880.283,7.28021,436.859,2.89975,7.29697,-7.31993,-685.65,-9.43166,-929.386,-60.009,-52.7288,-2.39142,0.508331,92.1309,84.811,124.637,115.205,
1.42468,1.51276,1.71772,1.76055,200,0,0,-3.45036,-3.03178,-0.138103,0.0286668,5.29811,4.87721,7.16654,6.62425,0,-712.342,0,-756.378,0,-858.862,0,-880.277,7.27962,-49.4672,2.90035,-49.9158,-7.31993,-49.4613,-9.43107,-49.1025,-175.691,31.7986,-50.7949,3.74613,114.26,-41.6042,91.3445,-57.5595,15.2933,6.95294e-310,486.307,6.68183e-310,57.2909,1.4822e-323,-636.267,5.06782e-310,-880.277,7.27962,436.84,2.90035,7.37505,-7.31993,-685.728,-9.43107,-929.38,-60.0062,-52.7266,-2.40179,0.498553,92.141,84.8211,124.636,115.204,
1.42468,1.51277,1.71772,1.76055,200,0,0,-3.45074,-3.03216,-0.137854,0.0288816,5.29806,4.87716,7.16654,6.62425,0,-712.342,0,-756.384,0,-858.862,0,-880.277,7.27962,-49.4672,2.89975,-49.9158,-7.31993,-49.4613,-9.43107,-49.1025,-175.692,31.8021,-50.79,3.74411,114.256,-41.6039,91.344,-57.5598,15.2933,6.95294e-310,486.358,6.68183e-310,57.2596,1.4822e-323,-636.26,5.06782e-310,-880.277,7.27962,436.891,2.89975,7.34379,-7.31993,-685.721,-9.43107,-929.38,-60.0128,-52.7332,-2.39746,0.502289,92.1401,84.8202,124.636,115.204,
1.42466,1.51277,1.71775,1.76057,200,0,0,-3.45112,-3.03247,-0.13769,0.0290457,5.29921,4.87825,7.1666,6.62428,0,-712.33,0,-756.384,0,-858.873,0,-880.283,7.2808,-49.4671,2.89975,-49.9158,-7.32112,-49.4611,-9.43166,-49.1024,-175.714,31.8083,-50.7942,3.74304,114.271,-41.618,91.349,-57.5659,15.2917,6.95294e-310,486.404,6.68183e-310,57.2375,1.4822e-323,-636.412,5.06782e-310,-880.283,7.2808,436.937,2.89975,7.32168,-7.32112,-685.873,-9.43166,-929.386,-60.0194,-52.7386,-2.39461,0.505142,92.1603,84.8391,124.637,115.205,
1.4245,1.51277,1.71805,1.76085,200,0,0,-3.44976,-3.03067,-0.136536,0.0302,5.30626,4.88444,7.16806,6.62492,0,-712.252,0,-756.384,0,-859.023,0,-880.427,7.28851,-49.4659,2.89975,-49.9158,-7.33593,-49.4589,-9.44579,-49.0997,-175.968,31.8387,-50.8819,3.73806,114.437,-41.7345,91.4596,-57.6556,15.2705,6.95294e-310,486.191,6.68183e-310,57.0819,1.4822e-323,-637.306,5.06782e-310,-880.427,7.28851,436.725,2.89975,7.1661,-7.33593,-686.764,-9.44579,-929.527,-59.9959,-52.7074,-2.37453,0.525217,92.2827,84.9468,124.662,115.216,
1.42423,1.51277,1.71866,1.76168,200,0,0,-3.43903,-3.01916,-0.132122,0.0346139,5.30868,4.88512,7.17223,6.62676,0,-712.115,0,-756.384,0,-859.329,0,-880.841,7.30214,-49.4639,2.89975,-49.9158,-7.36616,-49.4544,-9.48638,-49.0918,-176.551,31.8588,-51.0883,3.71291,114.757,-41.9044,91.7962,-57.898,15.2137,6.95294e-310,484.69,6.68183e-310,56.487,1.4822e-323,-637.519,5.06782e-310,-880.841,7.30214,435.226,2.89975,6.57118,-7.36616,-686.973,-9.48638,-929.932,-59.8092,-52.5071,-2.29777,0.601981,92.3248,84.9586,124.734,115.248,
1.42431,1.51273,1.71871,1.76238,200,0,0,-3.41631,-2.99668,-0.127035,0.0398045,5.27787,4.85418,7.17574,6.62831,0,-712.157,0,-756.366,0,-859.353,0,-881.188,7.29799,-49.4645,2.90155,-49.9157,-7.36853,-49.4541,-9.5205,-49.0852,-176.771,31.7419,-51.1897,3.67702,114.748,-41.7403,92.1163,-58.073,15.1738,6.95294e-310,481.645,6.68183e-310,55.7943,1.4822e-323,-633.358,5.06782e-310,-881.188,7.29799,432.18,2.90155,5.87855,-7.36853,-682.812,-9.5205,-930.273,-59.4142,-52.1162,-2.2093,0.692252,91.7891,84.4205,124.796,115.275,
