pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
1.45152,1.44381,1.49907,1.50265,200,0,0,-0.236391,0.105724,-3.02771,-2.66361,1.82323,2.02926,3.28924,3.485,0,-435.455,0,-433.143,0,-449.721,0,-450.796,5.94982,-49.6447,6.33219,-49.5974,3.5832,-49.8714,3.40448,-49.884,-14.641,0.540696,-7.9736,4.00679,15.4028,-1.94032,6.92266,-3.76163,108.102,6.9533e-310,58.4505,6.19292e-310,433.143,1.4822e-323,-209.753,5.42384e-310,-406.641,5.94982,8.80581,6.33219,383.546,3.5832,-259.624,3.40448,-456.525,-4.11114,1.83867,-52.6559,-46.3237,31.7083,35.2915,57.2042,60.6087,
1.45152,1.44381,1.49907,1.50265,200,0,0,-0.236391,0.105724,-3.02771,-2.66361,1.82323,2.02926,3.28924,3.485,0,-435.455,0,-433.143,0,-449.721,0,-450.796,5.94982,-49.6447,6.33219,-49.5974,3.5832,-49.8714,3.40448,-49.884,-14.641,0.540696,-7.9736,4.00679,15.4028,-1.94032,6.92266,-3.76163,108.102,6.9533e-310,58.4505,6.19292e-310,433.143,1.4822e-323,-209.753,5.42384e-310,-406.641,5.94982,8.80581,6.33219,383.546,3.5832,-259.624,3.40448,-456.525,-4.11114,1.83867,-52.6559,-46.3237,31.7083,35.2915,57.2042,60.6087,
1.45152,1.44381,1.49907,1.50265,200,0,0,-0.236391,0.105724,-3.02771,-2.66361,1.82323,2.02926,3.28924,3.485,0,-435.455,0,-433.143,0,-449.721,0,-450.796,5.94982,-49.6447,6.33219,-49.5974,3.5832,-49.8714,3.40448,-49.884,-14.641,0.540696,-7.9736,4.00679,15.4028,-1.94032,6.92266,-3.76163,108.102,6.9533e-310,58.4505,6.19292e-310,433.143,1.4822e-323,-209.753,5.42384e-310,-406.641,5.94982,8.80581,6.33219,383.546,3.5832,-259.624,3.40448,-456.525,-4.11114,1.83867,-52.6559,-46.3237,31.7083,35.2915,57.2042,60.6087,
1.45152,1.44381,1.49907,1.50265,200,0,0,-0.236391,0.105724,-3.02771,-2.66361,1.82323,2.02926,3.28924,3.485,0,-435.455,0,-433.143,0,-449.721,0,-450.796,5.94982,-49.6447,6.33219,-49.5974,3.5832,-49.8714,3.40448,-49.884,-14.641,0.540696,-7.9736,4.00679,15.4028,-1.94032,6.92266,-3.76163,108.102,6.9533e-310,58.4505,6.19292e-310,433.143,1.4822e-323,-209.753,5.42384e-310,-406.641,5.94982,8.80581,6.33219,383.546,3.5832,-259.624,3.40448,-456.525,-4.11114,1.83867,-52.6559,-46.3237,31.7083,35.2915,57.2042,60.6087,
1.45152,1.4438,1.49907,1.50268,200,0,0,-0.233757,0.108357,-3.02771,-2.66357,1.81912,2.02515,3.29097,3.48666,0,-435.455,0,-433.14,0,-449.721,0,-450.803,5.94982,-49.6447,6.33279,-49.5973,3.5832,-49.8714,3.40328,-49.884,-14.6453,0.537576,-7.9767,4.00798,15.4043,-1.93578,6.92844,-3.76489,108.069,6.9533e-310,58.0956,6.19292e-310,433.14,1.4822e-323,-209.199,5.42384e-310,-406.87,5.94982,8.45087,6.33279,383.543,3.5832,-259.07,3.40328,-456.754,-4.06534,1.88447,-52.6557,-46.323,31.6368,35.22,57.2343,60.6376,
1.45152,1.44381,1.49907,1.50267,200,0,0,-0.236042,0.106072,-3.02771,-2.66361,1.8216,2.02763,3.29076,3.48648,0,-435.455,0,-433.143,0,-449.721,0,-450.8,5.94982,-49.6447,6.33219,-49.5974,3.5832,-49.8714,3.40388,-49.884,-14.6433,0.540234,-7.97378,4.00658,15.4024,-1.93819,6.92549,-3.7633,108.108,6.9533e-310,58.4036,6.19292e-310,433.143,1.4822e-323,-209.534,5.42384e-310,-406.843,5.94982,8.75882,6.33219,383.546,3.5832,-259.405,3.40388,-456.727,-4.10508,1.84474,-52.6559,-46.3237,31.68,35.2632,57.2306,60.6344,
1.45154,1.4438,1.49908,1.50268,200,0,0,-0.23011,0.111936,-3.02771,-2.66357,1.81893,2.02493,3.28675,3.48244,0,-435.462,0,-433.14,0,-449.725,0,-450.803,5.94863,-49.6449,6.33279,-49.5973,3.5826,-49.8715,3.40328,-49.884,-14.6388,0.533423,-7.98077,4.01062,15.4058,-1.9368,6.92462,-3.7621,107.998,6.9533e-310,57.6088,6.19292e-310,433.14,1.4822e-323,-209.171,5.42384e-310,-406.3,5.94863,7.96394,6.33279,383.543,3.5826,-259.043,3.40328,-456.184,-4.00192,1.94671,-52.6557,-46.323,31.6336,35.2162,57.1608,60.5641,
1.45163,1.44372,1.49932,1.50285,200,0,0,-0.210104,0.131702,-3.02764,-2.66327,1.82349,2.02881,3.26237,3.45758,0,-435.488,0,-433.115,0,-449.797,0,-450.854,5.94446,-49.6454,6.33694,-49.5968,3.57065,-49.8723,3.39491,-49.8846,-14.6677,0.512769,-8.04137,4.04318,15.4864,-1.95794,6.93126,-3.76189,107.122,6.9533e-310,54.929,6.19292e-310,433.115,1.4822e-323,-209.739,5.42384e-310,-402.982,5.94446,5.28361,6.33694,383.518,3.57065,-259.612,3.39491,-452.867,-3.65399,2.29048,-52.6547,-46.3177,31.7129,35.2836,56.7369,60.1319,
1.45158,1.44348,1.49955,1.50333,200,0,0,-0.179608,0.162335,-3.02746,-2.6624,1.78574,1.9904,3.27765,3.47148,0,-435.473,0,-433.043,0,-449.865,0,-450.998,5.94684,-49.6451,6.34883,-49.5953,3.5593,-49.8732,3.371,-49.8862,-14.7943,0.478784,-8.12649,4.08064,15.5965,-1.92804,7.02849,-3.81588,106.121,6.9533e-310,50.8092,6.19292e-310,433.043,1.4822e-323,-204.606,5.42384e-310,-404.946,5.94684,1.16409,6.34883,383.448,3.5593,-254.479,3.371,-454.832,-3.12362,2.82322,-52.6515,-46.3027,31.0564,34.6157,57.0025,60.3735,
1.45142,1.44333,1.49948,1.50358,200,0,0,-0.173311,0.169077,-3.02735,-2.66189,1.74441,1.94928,3.32004,3.51315,0,-435.426,0,-433,0,-449.843,0,-451.073,5.95458,-49.6442,6.35596,-49.5944,3.56288,-49.8729,3.35844,-49.8871,-14.8818,0.470315,-8.13726,4.07867,15.6083,-1.87496,7.11349,-3.86777,106.162,6.9533e-310,49.9295,6.19292e-310,433,1.4822e-323,-199.05,5.42384e-310,-410.61,5.95458,0.285371,6.35596,383.405,3.56288,-248.923,3.35844,-460.497,-3.01411,2.94047,-52.6496,-46.2937,30.3376,33.9005,57.7398,61.0982,
