dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.73923,1.04009,-3138.36,255.106,638.82,-8.23833,0,-169.906,34.3539,0,-2997.77,890.107,80.3304,195.197,-163.674,44.8987,
0.7,0.739188,1.04009,0,255.221,-0,0,0,-169.98,34.3731,0,0,-0,0,195.279,-163.755,44.9198,
0.7,0.739165,1.0401,0,255.227,-0,0,0,-169.982,34.376,0,0,-0,0,195.281,-163.762,44.9212,
0.7,0.739143,1.0401,0,255.297,-0,0,0,-170.026,34.3894,0,0,-0,0,195.329,-163.814,44.9343,
0.7,0.739122,1.0401,0,255.31,-0,0,0,-170.033,34.3927,0,0,-0,0,195.336,-163.825,44.9369,
0.7,0.739075,1.0401,0,255.366,-0,0,0,-170.069,34.4023,0,0,-0,0,195.377,-163.864,44.9471,
0.7,0.739053,1.0401,0,255.442,-0,0,0,-170.117,34.416,0,0,-0,0,195.43,-163.92,44.9613,
0.7,0.739015,1.0401,0,255.478,-0,0,0,-170.139,34.4225,0,0,-0,0,195.455,-163.946,44.968,
0.7,0.738996,1.0401,0,255.538,-0,0,0,-170.177,34.4344,0,0,-0,0,195.497,-163.989,44.979,
0.7,0.738965,1.0401,0,255.579,-0,0,0,-170.204,34.4419,0,0,-0,0,195.527,-164.017,44.9865,
0.7,0.738952,1.0401,0,255.631,-0,0,0,-170.236,34.4533,0,0,-0,0,195.563,-164.054,44.9959,
0.7,0.738939,1.0401,0,255.651,-0,0,0,-170.249,34.4584,0,0,-0,0,195.578,-164.068,44.9997,
0.7,0.738918,1.0401,0,255.709,-0,0,0,-170.287,34.4684,0,0,-0,0,195.622,-164.106,45.01,
