pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
1.4019,1.45451,1.74905,1.88895,0,200,0,-2.76161,0.0724807,-2.41985,0.435734,-0.870954,1.95849,0.618728,3.34944,0,185.783,0,127.911,0,-196.079,0,-349.973,49.2886,8.40459,49.6623,5.80105,49.2077,-8.86555,47.4907,-15.6408,-148.253,89.7669,74.7633,66.4404,97.5048,-33.4641,-98.6679,-130.781,1.9252,6.95319e-310,172.819,6.35589e-310,127.911,1.4822e-323,-64.4251,5.31397e-310,-251.779,49.2886,181.224,49.6623,133.712,49.2077,-73.2906,47.4907,-267.42,-48.028,1.26053,-42.0844,7.57798,-15.147,34.0607,10.7605,58.2512,
1.4019,1.45451,1.74905,1.88895,0,200,0,-2.76161,0.0724807,-2.41985,0.435734,-0.870954,1.95849,0.618728,3.34944,0,185.783,0,127.911,0,-196.079,0,-349.973,49.2886,8.40459,49.6623,5.80105,49.2077,-8.86555,47.4907,-15.6408,-148.253,89.7669,74.7633,66.4404,97.5048,-33.4641,-98.6679,-130.781,1.9252,6.95319e-310,172.819,6.35589e-310,127.911,1.4822e-323,-64.4251,5.31397e-310,-251.779,49.2886,181.224,49.6623,133.712,49.2077,-73.2906,47.4907,-267.42,-48.028,1.26053,-42.0844,7.57798,-15.147,34.0607,10.7605,58.2512,
1.4019,1.45451,1.74905,1.88895,0,200,0,-2.76161,0.0724807,-2.41985,0.435734,-0.870954,1.95849,0.618728,3.34944,0,185.783,0,127.911,0,-196.079,0,-349.973,49.2886,8.40459,49.6623,5.80105,49.2077,-8.86555,47.4907,-15.6408,-148.253,89.7669,74.7633,66.4404,97.5048,-33.4641,-98.6679,-130.781,1.9252,6.95319e-310,172.819,6.35589e-310,127.911,1.4822e-323,-64.4251,5.31397e-310,-251.779,49.2886,181.224,49.6623,133.712,49.2077,-73.2906,47.4907,-267.42,-48.028,1.26053,-42.0844,7.57798,-15.147,34.0607,10.7605,58.2512,
1.4019,1.45451,1.74905,1.88895,0,200,0,-2.76161,0.0724807,-2.41985,0.435734,-0.870954,1.95849,0.618728,3.34944,0,185.783,0,127.911,0,-196.079,0,-349.973,49.2886,8.40459,49.6623,5.80105,49.2077,-8.86555,47.4907,-15.6408,-148.253,89.7669,74.7633,66.4404,97.5048,-33.4641,-98.6679,-130.781,1.9252,6.95319e-310,172.819,6.35589e-310,127.911,1.4822e-323,-64.4251,5.31397e-310,-251.779,49.2886,181.224,49.6623,133.712,49.2077,-73.2906,47.4907,-267.42,-48.028,1.26053,-42.0844,7.57798,-15.147,34.0607,10.7605,58.2512,
1.40191,1.45455,1.74904,1.88894,0,200,0,-2.76182,0.0722743,-2.41955,0.436047,-0.871093,1.95836,0.618808,3.34953,0,185.77,0,127.872,0,-196.066,0,-349.96,49.2887,8.404,49.6625,5.79926,49.2079,-8.86496,47.4909,-15.6403,-148.241,89.7748,74.7565,66.4146,97.4998,-33.4521,-98.6565,-130.777,1.92535,6.95319e-310,172.848,6.35589e-310,127.872,1.4822e-323,-64.4072,5.31397e-310,-251.791,49.2887,181.252,49.6625,133.671,49.2079,-73.2722,47.4909,-267.432,-48.0317,1.25695,-42.0791,7.58342,-15.1495,34.0584,10.7619,58.2527,
1.40191,1.45456,1.74905,1.88893,0,200,0,-2.76194,0.0721555,-2.41945,0.43615,-0.870886,1.95856,0.618663,3.3494,0,185.77,0,127.858,0,-196.079,0,-349.947,49.2887,8.404,49.6626,5.79867,49.2077,-8.86555,47.491,-15.6397,-148.238,89.7817,74.7541,66.4067,97.5009,-33.4656,-98.6549,-130.765,1.92538,6.95319e-310,172.864,6.35589e-310,127.858,1.4822e-323,-64.4342,5.31397e-310,-251.773,49.2887,181.268,49.6626,133.657,49.2077,-73.2997,47.491,-267.413,-48.0338,1.25488,-42.0774,7.58523,-15.1458,34.0619,10.7594,58.2504,
1.40191,1.45454,1.74905,1.88894,0,200,0,-2.76169,0.0724125,-2.41965,0.435942,-0.870947,1.9585,0.618622,3.34935,0,185.77,0,127.885,0,-196.079,0,-349.96,49.2887,8.404,49.6625,5.79986,49.2077,-8.86555,47.4909,-15.6403,-148.245,89.7715,74.7579,66.4262,97.5025,-33.4643,-98.6597,-130.773,1.92522,6.95319e-310,172.83,6.35589e-310,127.885,1.4822e-323,-64.426,5.31397e-310,-251.766,49.2887,181.234,49.6625,133.685,49.2077,-73.2915,47.4909,-267.407,-48.0293,1.25935,-42.0809,7.5816,-15.1469,34.0608,10.7587,58.2495,
1.4019,1.45453,1.74915,1.88911,0,200,0,-2.76145,0.0726444,-2.41975,0.435838,-0.87085,1.95855,0.618844,3.34942,0,185.783,0,127.898,0,-196.184,0,-350.144,49.2886,8.40459,49.6624,5.80045,49.2069,-8.87026,47.4882,-15.6482,-148.328,89.779,74.7621,66.451,97.5414,-33.476,-98.6695,-130.814,1.9247,6.95319e-310,172.797,6.35589e-310,127.898,1.4822e-323,-64.4311,5.31397e-310,-251.778,49.2886,181.202,49.6624,133.698,49.2069,-73.3013,47.4882,-267.426,-48.0252,1.26338,-42.0826,7.5798,-15.1452,34.0617,10.7625,58.2507,
1.40177,1.45444,1.74919,1.88938,0,200,0,-2.76224,0.0717857,-2.42045,0.435109,-0.871413,1.95796,0.621377,3.3517,0,185.928,0,127.99,0,-196.237,0,-350.448,49.2875,8.41109,49.6619,5.80462,49.2065,-8.87262,47.4839,-15.6613,-148.459,89.8022,74.7968,66.4757,97.5903,-33.4228,-98.7231,-130.931,1.92537,6.95319e-310,172.902,6.35589e-310,127.99,1.4822e-323,-64.3512,5.31397e-310,-252.09,49.2875,181.313,49.6619,133.795,49.2065,-73.2238,47.4839,-267.751,-48.039,1.24845,-42.0948,7.56711,-15.155,34.0515,10.8066,58.2905,
1.40175,1.45442,1.7491,1.8895,0,200,0,-2.76236,0.0716586,-2.42065,0.4349,-0.873158,1.95626,0.623342,3.35356,0,185.954,0,128.017,0,-196.132,0,-350.579,49.2873,8.41227,49.6618,5.80581,49.2073,-8.86791,47.482,-15.667,-148.487,89.7859,74.8092,66.4715,97.5841,-33.2958,-98.7272,-131.026,1.92589,6.95319e-310,172.918,6.35589e-310,128.017,1.4822e-323,-64.1239,5.31397e-310,-252.342,49.2873,181.33,49.6618,133.822,49.2073,-72.9918,47.482,-268.009,-48.041,1.24624,-42.0983,7.56348,-15.1854,34.022,10.8407,58.3228,
