pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
0.334307,5.86043,6.01083,0.163777,-134.996,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-4.39923e-07,6.42191e-09,-4.30986e-07,-0.000219962,3.21093e-06,-0.000215493,
0.334307,5.86043,6.01083,0.163777,-140.163,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-7.53672e-07,1.1002e-08,-7.38361e-07,-0.000219962,3.21093e-06,-0.000215493,
0.334331,5.86043,6.01083,0.163765,-138.255,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-1.17196e-06,6.27456e-08,-1.16795e-06,-0.000352176,4.35648e-05,-0.000361691,
0.334342,5.86043,6.01083,0.163777,-139.61,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-1.63282e-06,1.38003e-07,-1.5149e-06,-0.000325069,5.30828e-05,-0.000244721,
0.334342,5.86045,6.01084,0.163765,-138.596,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-4.17201e-06,2.8794e-07,-4.02307e-07,-0.00188121,0.000111081,0.000824286,
0.334403,5.86057,6.01095,0.163777,-138.618,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-1.4532e-05,5.62e-07,1.47103e-06,-0.00946439,0.000250373,0.00171139,
0.334546,5.86058,6.01108,0.163921,-138.143,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-3.17299e-05,1.34722e-06,3.92093e-06,-0.0158282,0.000722725,0.0022548,
0.334798,5.86027,6.01097,0.164221,-139.696,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-5.09093e-05,2.60176e-06,6.5745e-06,-0.0183124,0.00119793,0.00253361,
0.335241,5.85966,6.01072,0.164808,-136.372,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-7.53569e-05,4.46646e-06,9.36113e-06,-0.0183249,0.00139785,0.00208874,
0.33602,5.85893,6.01037,0.165743,-134.839,0,0,2.5,-2.5,-2.5,2.5,-2.5,2.5,2.5,-2.5,-9.51073e-05,6.03513e-06,1.11526e-05,-0.0175601,0.00139488,0.00159277,
