dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.75,0.620171,0.613282,-51.9383,-54.6942,10.0342,5.69599,-50.6405,-2.6042,6.93591,-54.1901,-51.4435,-6.8658,5.34126,-54.2832,6.2955,-5.46619,
0.75,0.620168,0.61328,-52.1734,-54.831,10.0796,5.72171,-50.8697,-2.60988,6.95375,-54.3256,-51.6764,-6.897,5.36546,-54.4189,6.31123,-5.47986,
0.75,0.620166,0.613279,-52.08,-54.7838,10.0615,5.71143,-50.7786,-2.60724,6.94804,-54.2789,-51.5839,-6.88471,5.35587,-54.3721,6.30578,-5.47514,
0.75,0.620162,0.613277,-52.1903,-54.8485,10.0827,5.72337,-50.8862,-2.60967,6.95677,-54.3429,-51.6932,-6.8994,5.36723,-54.4363,6.31317,-5.48159,
0.75,0.62016,0.613276,-52.1482,-54.8245,10.0746,5.71865,-50.8452,-2.60825,6.95397,-54.3191,-51.6515,-6.89388,5.36291,-54.4125,6.31036,-5.47918,
0.75,0.620157,0.613275,-52.1886,-54.7945,10.0825,5.72289,-50.8846,-2.6061,6.95068,-54.2894,-51.6915,-6.89932,5.36708,-54.3827,6.30691,-5.47619,
0.75,0.620158,0.613277,-51.955,-54.6024,10.0372,5.69719,-50.6569,-2.59632,6.92651,-54.099,-51.4601,-6.86849,5.34307,-54.192,6.28488,-5.457,
0.75,0.620165,0.613289,-51.5551,-54.0143,9.95935,5.65309,-50.2671,-2.5666,6.85226,-53.5164,-51.064,-6.81568,5.30195,-53.6084,6.21744,-5.39827,
0.75,0.620171,0.613299,-51.5865,-54.091,9.9648,5.65636,-50.2979,-2.56895,6.8621,-53.5924,-51.0951,-6.81985,5.30519,-53.6844,6.22636,-5.40595,
0.75,0.62019,0.613326,-50.8082,-53.048,9.81222,5.57057,-49.5395,-2.51601,6.72987,-52.5592,-50.3242,-6.71694,5.22514,-52.6492,6.10648,-5.30174,
0.75,0.620201,0.613338,-51.1198,-53.8405,9.87093,5.6044,-49.8437,-2.55207,6.83045,-53.3445,-50.6329,-6.75815,5.25719,-53.4358,6.19747,-5.3809,
0.75,0.620228,0.613352,-50.0173,-53.6955,9.65479,5.48283,-48.7694,-2.5434,6.81211,-53.2009,-49.5408,-6.61238,5.1438,-53.2918,6.18091,-5.36643,
0.75,0.620244,0.613384,-50.8911,-52.4669,9.82152,5.57825,-49.6218,-2.48098,6.65619,-51.9838,-50.4063,-6.72788,5.23365,-52.0724,6.03948,-5.24364,
0.75,0.620259,0.613402,-50.8115,-53.3449,9.80444,5.56921,-49.5446,-2.52021,6.76759,-52.8539,-50.3274,-6.71732,5.22546,-52.9438,6.14048,-5.33138,
0.75,0.620292,0.61342,-49.674,-53.4893,9.58139,5.44418,-48.4362,-2.52488,6.78588,-52.997,-49.2008,-6.56687,5.10847,-53.0871,6.1569,-5.34577,
0.75,0.620309,0.613459,-50.7572,-51.9234,9.78874,5.56294,-49.4927,-2.44717,6.58738,-51.4456,-50.2736,-6.70997,5.21985,-51.5329,5.97615,-5.18918,
0.75,0.620328,0.613479,-50.5163,-53.1906,9.74055,5.53662,-49.2582,-2.50512,6.7483,-52.7013,-50.0351,-6.67805,5.19506,-52.7906,6.12176,-5.31578,
0.75,0.620369,0.613528,-49.6515,-51.9252,9.57026,5.44182,-48.4156,-2.4408,6.58799,-51.4478,-49.1785,-6.56357,5.1061,-51.5348,5.9756,-5.18922,
0.75,0.620392,0.613551,-50.43,-53.1416,9.71826,5.5271,-49.1751,-2.49611,6.74251,-52.6529,-49.9496,-6.66644,5.18615,-52.7419,6.11527,-5.31072,
0.75,0.620437,0.6136,-49.0324,-51.5751,9.4449,5.37364,-47.8131,-2.41858,6.5441,-51.101,-48.5652,-6.48174,5.04242,-51.1873,5.93437,-5.15406,
0.75,0.620465,0.613625,-49.8253,-52.7447,9.59507,5.46046,-48.5868,-2.4716,6.69273,-52.2599,-49.3505,-6.58663,5.12398,-52.3481,6.06851,-5.27087,
0.75,0.620492,0.613677,-50.0855,-51.0213,9.64283,5.48894,-48.841,-2.38747,6.4745,-50.5525,-49.6083,-6.62112,5.15075,-50.6377,5.86939,-5.0985,
0.75,0.620548,0.613705,-47.8502,-52.6998,9.20762,5.24382,-46.6622,-2.46395,6.68771,-52.2156,-47.3942,-6.32601,4.92094,-52.3035,6.06204,-5.26615,
0.75,0.620578,0.613731,-49.4685,-52.4979,9.51653,5.42118,-48.2408,-2.45285,6.66231,-52.0156,-48.997,-6.5402,5.0874,-52.1031,6.03836,-5.24589,
0.75,0.620641,0.613787,-48.5319,-51.6935,9.33151,5.31894,-47.3284,-2.41215,6.56071,-51.2187,-48.0692,-6.41681,4.99115,-51.3048,5.94491,-5.16535,
0.75,0.62067,0.613814,-49.3868,-52.3137,9.49386,5.4125,-48.1625,-2.43956,6.63963,-51.8333,-48.9159,-6.53013,5.07912,-51.9204,6.01576,-5.22724,
0.75,0.6207,0.613844,-49.6007,-52.3291,9.53306,5.43578,-48.3715,-2.4385,6.64178,-51.8486,-49.1277,-6.55865,5.10115,-51.9357,6.017,-5.22869,
0.75,0.620762,0.613903,-48.0162,-51.0352,9.22476,5.26178,-46.827,-2.37573,6.47799,-50.5666,-47.5582,-6.34953,4.93826,-50.6516,5.86719,-5.09922,
0.75,0.620793,0.613933,-49.3801,-52.1462,9.48502,5.41098,-48.1575,-2.4259,6.6192,-51.6675,-48.909,-6.53006,5.07856,-51.7543,5.99437,-5.21013,
