dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.65,0.9126,0.92212,26.2733,27.2257,3.06361,2.28205,0,-0.164098,1.75612,0,26.2304,1.23941,-2.3187,27.1776,-1.52206,2.445,
0.65,0.912564,0.922112,23.7335,26.7293,2.76899,2.06156,0,-0.161355,1.72557,0,23.6949,1.11754,-2.09419,26.6821,-1.49352,2.40029,
0.65,0.912531,0.922105,24.273,26.813,2.83337,2.10855,0,-0.162067,1.73249,0,24.2335,1.14107,-2.14146,26.7657,-1.49742,2.40767,
0.65,0.912511,0.922101,24.9268,26.9741,2.91049,2.16538,0,-0.162949,1.74354,0,24.8862,1.17056,-2.19892,26.9266,-1.50599,2.42206,
0.65,0.912474,0.922097,23.9457,27.046,2.79747,2.08026,0,-0.16347,1.74889,0,23.9069,1.12224,-2.11198,26.9983,-1.50957,2.42844,
0.65,0.912456,0.922088,24.8404,26.5768,2.90276,2.15802,0,-0.160756,1.72001,0,24.8002,1.16302,-2.19069,26.53,-1.48245,2.38614,
0.65,0.912439,0.922084,24.9989,27.0143,2.92204,2.17183,0,-0.163486,1.74903,0,24.9584,1.16937,-2.20447,26.9668,-1.50636,2.42534,
0.65,0.912402,0.92208,23.0037,27.043,2.6902,1.99855,0,-0.163754,1.75158,0,22.9665,1.07348,-2.02808,26.9954,-1.50748,2.42783,
0.65,0.912387,0.922077,25.4076,27.1813,2.97188,2.20746,0,-0.164694,1.76123,0,25.3665,1.18454,-2.23982,27.1335,-1.51472,2.44017,
0.65,0.912375,0.922074,25.5805,27.1782,2.99256,2.22259,0,-0.165074,1.76249,0,25.5392,1.1916,-2.25489,27.1305,-1.51366,2.43973,
0.65,0.912356,0.922075,25.1456,27.4232,2.9423,2.18506,0,-0.166758,1.77908,0,25.1051,1.16955,-2.21624,27.375,-1.52696,2.46167,
0.65,0.912348,0.922077,25.7436,27.6725,3.01251,2.23717,0,-0.168661,1.79668,0,25.7022,1.19654,-2.2688,27.624,-1.54025,2.48394,
0.65,0.91234,0.922081,25.8881,27.7048,3.02964,2.24985,0,-0.168974,1.79944,0,25.8465,1.20243,-2.28139,27.6562,-1.54184,2.48681,
0.65,0.912327,0.922084,25.572,27.7087,2.99301,2.22268,0,-0.169151,1.80035,0,25.5309,1.1862,-2.25326,27.6602,-1.5419,2.48713,
0.65,0.912321,0.92209,26.1656,27.8162,3.06262,2.27441,0,-0.170391,1.80882,0,26.1236,1.21307,-2.30544,27.7675,-1.54749,2.49671,
0.65,0.912318,0.922092,26.3096,27.6616,3.07949,2.28732,0,-0.169883,1.79953,0,26.2674,1.21916,-2.31803,27.6132,-1.53868,2.4828,
0.65,0.912313,0.922096,26.1971,27.8576,3.06644,2.27768,0,-0.171891,1.81371,0,26.1551,1.2133,-2.30801,27.8089,-1.54915,2.50032,
0.65,0.912302,0.922099,25.6008,27.8023,2.9969,2.22605,0,-0.171924,1.81084,0,25.5598,1.18421,-2.25521,27.7537,-1.54588,2.49532,
0.65,0.912296,0.922108,26.1849,28.1592,3.06541,2.27698,0,-0.174853,1.83517,0,26.143,1.21044,-2.30653,28.11,-1.56558,2.52733,
0.65,0.91229,0.922111,26.1531,27.7385,3.06182,2.27429,0,-0.17263,1.80836,0,26.1113,1.20814,-2.30358,27.6901,-1.54164,2.48948,
0.65,0.912277,0.922119,25.7851,28.167,3.01897,2.2424,0,-0.175863,1.83756,0,25.744,1.18933,-2.27085,28.1179,-1.56495,2.52785,
0.65,0.912271,0.922125,26.192,28.039,3.06674,2.27785,0,-0.175212,1.82972,0,26.1503,1.20718,-2.30652,27.9901,-1.55761,2.51632,
0.65,0.912259,0.92213,25.8416,28.0318,3.02587,2.24737,0,-0.175357,1.82979,0,25.8005,1.18919,-2.27534,27.983,-1.55694,2.51563,
0.65,0.912254,0.922142,26.2575,28.6701,3.07459,2.28352,0,-0.179648,1.8725,0,26.2158,1.20745,-2.31181,28.6201,-1.59178,2.5728,
0.65,0.91225,0.922147,26.3605,28.0099,3.08663,2.29249,0,-0.175681,1.8299,0,26.3187,1.21128,-2.32072,27.9612,-1.5547,2.51349,
0.65,0.91224,0.922151,25.8283,28.0844,3.02433,2.24618,0,-0.176326,1.83527,0,25.7874,1.18495,-2.27353,28.0356,-1.55841,2.5201,
0.65,0.912237,0.922155,26.505,27.9837,3.10349,2.30503,0,-0.175965,1.82926,0,26.463,1.21516,-2.33295,27.9351,-1.55233,2.51098,
0.65,0.912234,0.922162,26.4779,28.398,3.10022,2.30271,0,-0.178994,1.85735,0,26.436,1.21311,-2.33043,28.3487,-1.57428,2.54797,
0.65,0.912231,0.922166,26.4753,28.0598,3.09987,2.30246,0,-0.177127,1.83572,0,26.4334,1.2121,-2.33004,28.0112,-1.55499,2.51753,
0.65,0.912226,0.922171,26.4197,28.0819,3.09313,2.29762,0,-0.177561,1.83768,0,26.378,1.20787,-2.32485,28.0332,-1.55571,2.51943,
0.65,0.912223,0.922182,26.6096,28.5433,3.11521,2.31415,0,-0.181135,1.86838,0,26.5676,1.21567,-2.34141,28.494,-1.58034,2.56067,
0.65,0.91222,0.922187,26.5963,28.1563,3.11327,2.31291,0,-0.179039,1.84355,0,26.5545,1.21334,-2.33994,28.1077,-1.55842,2.52586,
0.65,0.912221,0.922196,26.8831,28.4946,3.14651,2.3378,0,-0.182154,1.86685,0,26.8408,1.22566,-2.36503,28.4455,-1.57615,2.55604,
0.65,0.912221,0.9222,26.8785,28.1573,3.14537,2.33736,0,-0.180503,1.84527,0,26.8364,1.22386,-2.36435,28.1088,-1.55691,2.52568,
0.65,0.91222,0.922205,26.7847,28.1977,3.13414,2.32915,0,-0.181213,1.8484,0,26.7427,1.21867,-2.35594,28.1491,-1.55861,2.52921,
0.65,0.91222,0.922213,26.8155,28.5352,3.13752,2.33183,0,-0.184439,1.87161,0,26.7736,1.21923,-2.35851,28.4861,-1.57606,2.55928,
0.65,0.912218,0.922219,26.7938,28.2713,3.13447,2.32992,0,-0.183152,1.85478,0,26.7519,1.21654,-2.35629,28.2228,-1.56094,2.53552,
0.65,0.912218,0.922232,26.9262,28.8968,3.14966,2.34143,0,-0.187925,1.89671,0,26.8842,1.2218,-2.36781,28.8472,-1.59436,2.59142,
0.65,0.91222,0.92224,27.0572,28.4698,3.16428,2.35283,0,-0.185457,1.86909,0,27.015,1.22621,-2.37906,28.4211,-1.57034,2.55305,
0.65,0.91222,0.922255,26.9389,29.0327,3.15011,2.34255,0,-0.189705,1.90687,0,26.8969,1.21995,-2.3685,28.983,-1.60051,2.60337,
0.65,0.912221,0.922265,27.0365,28.6991,3.16083,2.35107,0,-0.187793,1.88531,0,26.9944,1.22269,-2.37678,28.6501,-1.58178,2.5734,
0.65,0.912222,0.922287,27.0991,29.8107,3.16776,2.35658,0,-0.195451,1.959,0,27.057,1.22472,-2.38215,29.7598,-1.64243,2.67297,
0.65,0.912221,0.922298,26.9504,28.8436,3.15011,2.34368,0,-0.189311,1.89581,0,26.9086,1.21707,-2.36892,28.7945,-1.58882,2.58621,
0.65,0.912222,0.92231,27.1352,29.1508,3.171,2.3598,0,-0.191577,1.91635,0,27.0932,1.22372,-2.38486,29.1011,-1.60546,2.61369,
0.65,0.912223,0.922336,27.1149,29.8583,3.16821,2.35807,0,-0.196634,1.96362,0,27.073,1.22195,-2.38293,29.8075,-1.64447,2.67714,
0.65,0.912225,0.922341,27.1661,28.5094,3.17374,2.36257,0,-0.188101,1.8753,0,27.1242,1.22339,-2.38728,28.4609,-1.56909,2.55601,
