pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
1.09149,6.16217,5.96586,0.0764114,0,200,0,-1.93741,0.613613,-1.44993,-1.79701,-2.57039,-3.46748,-1.96234,-1.74287,0,47.9309,0,169.181,0,188.813,0,149.438,44.3657,23.0583,-6.03606,49.6343,-15.6016,47.5036,3.81685,49.8541,-113.354,10.3993,-1.77233,26.5949,50.0578,56.4964,-2.74588,31.4152,6.36141,6.95261e-310,66.1544,5.32375e-310,169.181,1.4822e-323,359.397,4.94066e-324,199.845,44.3657,89.2127,-6.03606,218.816,-15.6016,406.9,3.81685,249.699,-33.6942,10.6715,-25.2162,-31.2523,-44.7025,-60.304,-34.1277,-30.3108,
1.09149,6.16217,5.96586,0.0764114,0,200,0,-1.93741,0.613613,-1.44993,-1.79701,-2.57039,-3.46748,-1.96234,-1.74287,0,47.9309,0,169.181,0,188.813,0,149.438,44.3657,23.0583,-6.03606,49.6343,-15.6016,47.5036,3.81685,49.8541,-113.354,10.3993,-1.77233,26.5949,50.0578,56.4964,-2.74588,31.4152,6.36141,6.95261e-310,66.1544,5.32375e-310,169.181,1.4822e-323,359.397,4.94066e-324,199.845,44.3657,89.2127,-6.03606,218.816,-15.6016,406.9,3.81685,249.699,-33.6942,10.6715,-25.2162,-31.2523,-44.7025,-60.304,-34.1277,-30.3108,
1.09149,6.16217,5.96586,0.0764114,0,200,0,-1.93741,0.613613,-1.44993,-1.79701,-2.57039,-3.46748,-1.96234,-1.74287,0,47.9309,0,169.181,0,188.813,0,149.438,44.3657,23.0583,-6.03606,49.6343,-15.6016,47.5036,3.81685,49.8541,-113.354,10.3993,-1.77233,26.5949,50.0578,56.4964,-2.74588,31.4152,6.36141,6.95261e-310,66.1544,5.32375e-310,169.181,1.4822e-323,359.397,4.94066e-324,199.845,44.3657,89.2127,-6.03606,218.816,-15.6016,406.9,3.81685,249.699,-33.6942,10.6715,-25.2162,-31.2523,-44.7025,-60.304,-34.1277,-30.3108,
1.09149,6.16217,5.96586,0.0764114,0,200,0,-1.93741,0.613613,-1.44993,-1.79701,-2.57039,-3.46748,-1.96234,-1.74287,0,47.9309,0,169.181,0,188.813,0,149.438,44.3657,23.0583,-6.03606,49.6343,-15.6016,47.5036,3.81685,49.8541,-113.354,10.3993,-1.77233,26.5949,50.0578,56.4964,-2.74588,31.4152,6.36141,6.95261e-310,66.1544,5.32375e-310,169.181,1.4822e-323,359.397,4.94066e-324,199.845,44.3657,89.2127,-6.03606,218.816,-15.6016,406.9,3.81685,249.699,-33.6942,10.6715,-25.2162,-31.2523,-44.7025,-60.304,-34.1277,-30.3108,
1.09146,6.16216,5.96586,0.0763994,0,200,0,-1.93736,0.613638,-1.44992,-1.79703,-2.57031,-3.4674,-1.96229,-1.74286,0,47.9333,0,169.183,0,188.813,0,149.44,44.3651,23.0594,-6.03667,49.6342,-15.6016,47.5036,3.81626,49.8541,-113.354,10.3984,-1.77061,26.5955,50.057,56.4954,-2.74561,31.415,6.36133,6.95261e-310,66.1478,5.32375e-310,169.183,1.4822e-323,359.386,4.94066e-324,199.841,44.3651,89.2072,-6.03667,218.817,-15.6016,406.89,3.81626,249.695,-33.6932,10.672,-25.2161,-31.2528,-44.7011,-60.3027,-34.1269,-30.3106,
1.09149,6.16217,5.96586,0.0763994,0,200,0,-1.9374,0.613627,-1.44993,-1.79701,-2.57038,-3.46747,-1.96235,-1.74291,0,47.9309,0,169.181,0,188.813,0,149.44,44.3657,23.0583,-6.03606,49.6343,-15.6016,47.5036,3.81626,49.8541,-113.354,10.399,-1.77236,26.595,50.057,56.4961,-2.74533,31.4158,6.3614,6.95261e-310,66.1524,5.32375e-310,169.181,1.4822e-323,359.395,4.94066e-324,199.848,44.3657,89.2108,-6.03606,218.816,-15.6016,406.898,3.81626,249.702,-33.6939,10.6718,-25.2162,-31.2523,-44.7022,-60.3038,-34.1278,-30.3115,
1.09146,6.16216,5.96584,0.0763994,0,200,0,-1.93736,0.613634,-1.44992,-1.79703,-2.57036,-3.46748,-1.96227,-1.74284,0,47.9333,0,169.183,0,188.814,0,149.44,44.3651,23.0594,-6.03667,49.6342,-15.6021,47.5034,3.81626,49.8541,-113.355,10.3986,-1.77097,26.5956,50.0577,56.497,-2.74655,31.4147,6.36131,6.95261e-310,66.1484,5.32375e-310,169.183,1.4822e-323,359.395,4.94066e-324,199.838,44.3651,89.2078,-6.03667,218.817,-15.6021,406.898,3.81626,249.692,-33.6932,10.6719,-25.2161,-31.2528,-44.702,-60.3041,-34.1265,-30.3102,
1.09139,6.16209,5.96568,0.0763036,0,200,0,-1.93729,0.613613,-1.44987,-1.79719,-2.57059,-3.46817,-1.96185,-1.74269,0,47.9405,0,169.19,0,188.831,0,149.449,44.3635,23.0626,-6.04022,49.6338,-15.6101,47.5008,3.81148,49.8545,-113.367,10.3988,-1.76864,26.6001,50.061,56.5145,-2.75655,31.4127,6.36048,6.95261e-310,66.1416,5.32375e-310,169.19,1.4822e-323,359.459,4.94066e-324,199.8,44.3635,89.2042,-6.04022,218.823,-15.6101,406.96,3.81148,249.654,-33.692,10.6715,-25.2152,-31.2554,-44.7059,-60.316,-34.1192,-30.3077,
1.09136,6.16192,5.96539,0.0761358,0,200,0,-1.9376,0.613257,-1.44975,-1.79754,-2.57079,-3.46915,-1.96128,-1.7426,0,47.9441,0,169.206,0,188.859,0,149.466,44.3626,23.0642,-6.04855,49.6328,-15.6238,47.4963,3.80311,49.8552,-113.391,10.4083,-1.76467,26.6097,50.0668,56.5423,-2.77341,31.4136,6.35884,6.95261e-310,66.1847,5.32375e-310,169.206,1.4822e-323,359.543,4.94066e-324,199.754,44.3626,89.2489,-6.04855,218.839,-15.6238,407.039,3.80311,249.609,-33.6973,10.6653,-25.213,-31.2616,-44.7093,-60.3331,-34.1091,-30.306,
1.09146,6.16188,5.96539,0.0761358,0,200,0,-1.93808,0.612919,-1.44972,-1.79762,-2.57065,-3.46902,-1.96146,-1.74278,0,47.9333,0,169.21,0,188.859,0,149.466,44.3651,23.0594,-6.05035,49.6326,-15.6238,47.4963,3.80311,49.8552,-113.394,10.418,-1.76609,26.6109,50.0672,56.5409,-2.77309,31.4184,6.35867,6.95261e-310,66.2448,5.32375e-310,169.21,1.4822e-323,359.525,4.94066e-324,199.779,44.3651,89.3041,-6.05035,218.843,-15.6238,407.021,3.80311,249.634,-33.7057,10.6595,-25.2126,-31.2629,-44.7069,-60.3307,-34.1124,-30.3093,
1.09158,6.16218,5.96594,0.0764234,0,200,0,-1.93769,0.613467,-1.44994,-1.79698,-2.57014,-3.467,-1.96267,-1.74317,0,47.9213,0,169.18,0,188.804,0,149.437,44.3679,23.0541,-6.03547,49.6344,-15.5976,47.5049,3.81745,49.8541,-113.351,10.404,-1.77412,26.5936,50.054,56.486,-2.7391,31.4205,6.36169,6.95261e-310,66.1868,5.32375e-310,169.18,1.4822e-323,359.346,4.94066e-324,199.888,44.3679,89.2409,-6.03547,218.814,-15.5976,406.851,3.81745,249.742,-33.6989,10.669,-25.2164,-31.2519,-44.6982,-60.2957,-34.1335,-30.316,
