ee_s_x,ee_s_y,ee_s_z,ee_s_qx,ee_s_qy,ee_s_qz,ee_s_qw,ee_twist_x,ee_twist_y,ee_twist_z,ee_twist_qx,ee_twist_qy,ee_twist_qz,elbow_s_x,elbow_s_y,elbow_s_z,elbow_s_qx,elbow_s_qy,elbow_s_qz,elbow_s_qw,arm_base_s_x,arm_base_s_y,arm_base_s_z,arm_base_s_qx,arm_base_s_qy,arm_base_s_qz,arm_base_s_qw,ee_f_e_x, ee_f_e_y, ee_f_e_z, ee_f_e_qx, ee_f_e_qy, ee_f_e_qz,ee_beta_x,ee_beta_y,ee_beta_z,ee_beta_qx,ee_beta_qy,ee_beta_qz,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,ee_f_c_x,ee_f_c_y,ee_f_c_z,ee_f_c_qx,ee_f_c_qy,ee_f_c_qz,elbow_f_c_x,elbow_f_c_y,elbow_f_c_z,elbow_f_c_qx,elbow_f_c_qy,elbow_f_c_qz
0.571548,-0.786057,0.684468,0.526059,0.495254,-0.524092,-0.450903,-0.0145629,-0.0159511,0.00442293,-0.0273806,-0.00260602,-0.0295992,0.175378,-0.67035,0.680419,-0.55548,0.831293,0.0186164,0.0068666,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.0149718,0,0,0,0,2.86628,-3.16432,-7.44606,1.91919,0.171296,0.0890034,-0.110183,0,0,-10,0,0,0,0,0,1.95805,0,0,0,
0.571518,-0.786089,0.684476,0.526086,0.495226,-0.524089,-0.450904,-0.0142839,-0.0156414,0.00433923,-0.024777,-0.00247019,-0.028933,0.175355,-0.670359,0.680425,-0.555457,0.831309,0.0186095,0.00686483,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.79704,-0.606363,2.82083,0.303659,0.650845,2.33699,0.799147,-6.35573,-1.52703,-0.19452,0.347343,-0.434536,0,0,-10,0,0,0,0,0,1.95747,0,0,0,
0.571505,-0.786104,0.684481,0.5261,0.495213,-0.524089,-0.450904,-0.0140481,-0.0153816,0.00426976,-0.0260101,-0.00250917,-0.0285252,0.175345,-0.670363,0.680428,-0.555445,0.831316,0.0186062,0.00686411,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.965558,-0.331374,1.62424,0.177554,0.405808,2.5873,-1.06007,-6.83915,0.0947999,-0.0287369,0.211703,-0.310713,0,0,-10,0,0,0,0,0,1.95719,0,0,0,
0.571475,-0.786136,0.68449,0.526128,0.495184,-0.524087,-0.450904,-0.0150936,-0.0165246,0.0045841,-0.0262346,-0.00259923,-0.0305703,0.175322,-0.670373,0.680434,-0.555422,0.831333,0.0185992,0.00686186,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.34203,-0.450427,2.22005,0.19421,0.569507,2.46468,-0.227413,-6.62523,-0.628723,-0.11154,0.257569,-0.373918,0,0,-10,0,0,0,0,0,1.95658,0,0,0,
0.571459,-0.786154,0.684495,0.526143,0.495169,-0.524086,-0.450905,-0.0157357,-0.0172282,0.00477595,-0.0276404,-0.00271245,-0.0318875,0.175309,-0.670378,0.680438,-0.555408,0.831342,0.0185953,0.00686071,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.927618,-0.303126,1.39162,0.134812,0.42307,2.60036,-1.16264,-6.90047,0.170477,-0.0118561,0.195349,-0.268078,0,0,-10,0,0,0,0,0,1.95624,0,0,0,
0.571427,-0.786189,0.684504,0.526173,0.495139,-0.524083,-0.450906,-0.0164201,-0.0179752,0.00498341,-0.027157,-0.00275231,-0.0331978,0.175284,-0.670388,0.680444,-0.555382,0.831359,0.0185878,0.00685863,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.75571,-0.535378,2.45318,0.247746,0.667502,2.41403,0.630397,-6.52623,-1.47058,-0.15483,0.331716,-0.379681,0,0,-10,0,0,0,0,0,1.95559,0,0,0,
0.571399,-0.786219,0.684513,0.5262,0.495112,-0.524082,-0.450906,-0.0121777,-0.013315,0.00370287,-0.0232446,-0.00220498,-0.0247159,0.175263,-0.670397,0.68045,-0.555359,0.831375,0.0185812,0.00685693,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.54751,-0.364784,1.80626,0.181378,0.0912018,2.60283,0.162841,-6.94086,-1.23057,-0.0727693,0.445133,-0.291117,0,0,-10,0,0,0,0,0,1.95503,0,0,0,
0.571389,-0.78623,0.684516,0.526209,0.495102,-0.524082,-0.450905,-0.00979084,-0.0106935,0.00298338,-0.0207421,-0.00188462,-0.0199303,0.175255,-0.6704,0.680452,-0.555352,0.83138,0.018579,0.00685651,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.9805,-0.189119,1.06919,0.112868,-1.01345,2.72891,-0.840669,-7.29893,-0.311318,0.00962955,0.616938,-0.183079,0,0,-10,0,0,0,0,0,1.95484,0,0,0,
0.571378,-0.78624,0.684519,0.526224,0.495088,-0.524086,-0.4509,-0.00474692,-0.00514398,0.00146504,-0.0184019,-0.00134314,-0.00991768,0.175247,-0.670404,0.680454,-0.555345,0.831385,0.0185763,0.00685578,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.893615,-0.190873,1.72052,0.130195,-0.586052,2.76714,-1.12656,-7.22515,-0.0424027,-0.00957939,0.482424,-0.344249,0,0,-10,0,0,0,0,0,1.95461,0,0,0,
0.571375,-0.786243,0.684521,0.526229,0.495082,-0.524089,-0.450896,-0.00317284,-0.00341217,0.000992977,-0.0177321,-0.00118509,-0.006796,0.175244,-0.670405,0.680455,-0.555343,0.831386,0.0185755,0.00685603,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.699703,-0.0943728,1.02674,0.11675,-0.971602,2.86374,-1.52343,-7.45307,0.250478,0.0598865,0.541985,-0.232773,0,0,-10,0,0,0,0,0,1.95455,0,0,0,
0.571374,-0.786243,0.684521,0.526238,0.495074,-0.524097,-0.450887,-0.000227219,-0.000156706,0.00010729,-0.0168723,-0.000888201,-0.000928411,0.175242,-0.670405,0.680455,-0.555343,0.831386,0.018575,0.00685595,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.695211,-0.0372501,1.40635,0.0789883,-1.62623,2.9296,-1.43234,-7.62121,0.0862914,0.0377529,0.731426,-0.301071,0,0,-10,0,0,0,0,0,1.95451,0,0,0,
0.571375,-0.786242,0.684521,0.526241,0.49507,-0.524101,-0.450881,0.000840793,0.00103165,-0.0002117,-0.0162513,-0.000768752,0.00122843,0.175243,-0.670405,0.680455,-0.555345,0.831385,0.0185752,0.00685603,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.931478,0.0132558,1.04724,0.0398783,-1.21679,3.0276,-1.16112,-7.79736,-0.374438,0.0758749,0.673555,-0.243317,0,0,-10,0,0,0,0,0,1.95453,0,0,0,
0.571377,-0.786238,0.684521,0.526243,0.495068,-0.524106,-0.450876,0.00146614,0.00175656,-0.000391533,-0.0150495,-0.000672677,0.00261599,0.175245,-0.670404,0.680454,-0.555348,0.831383,0.0185757,0.00685643,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.995353,0.0202795,0.723576,0.053305,-2.24694,3.00317,-0.776865,-7.90909,-0.728044,0.0704568,0.976971,-0.135779,0,0,-10,0,0,0,0,0,1.95457,0,0,0,
0.571382,-0.786232,0.684519,0.526247,0.495064,-0.524115,-0.450866,0.00201163,0.00250157,-0.000529092,-0.0138283,-0.000591226,0.00414753,0.175248,-0.670403,0.680453,-0.555353,0.831379,0.0185767,0.00685702,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.940558,0.0658947,1.3275,0.0474149,-1.13455,3.13981,-1.25116,-7.91943,-0.418346,0.0862776,0.659776,-0.328599,0,0,-10,0,0,0,0,0,1.95467,0,0,0,
0.571385,-0.786229,0.684519,0.526249,0.495061,-0.524119,-0.450861,0.00246574,0.0031461,-0.000638396,-0.0137339,-0.000573812,0.00544565,0.17525,-0.670402,0.680453,-0.555356,0.831377,0.0185772,0.00685744,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.29275,0.0303068,0.803623,0.0402343,-2.57418,3.04027,-0.143004,-8.03804,-1.45581,0.0522144,1.14411,-0.123996,0,0,-10,0,0,0,0,0,1.95472,0,0,0,
0.571389,-0.786224,0.684518,0.526255,0.495055,-0.524127,-0.450852,0.00217781,0.00284498,-0.000545298,-0.0147104,-0.000656345,0.00486688,0.175253,-0.670401,0.680452,-0.555359,0.831375,0.018578,0.00685833,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.50448,0.0338296,1.29484,0.0843099,-1.09734,3.1768,-0.168443,-8.00623,-1.63334,0.0710057,0.788803,-0.286838,0,0,-10,0,0,0,0,0,1.95479,0,0,0,
0.57139,-0.786223,0.684518,0.526258,0.495052,-0.524131,-0.450847,0.00181017,0.00238749,-0.000441706,-0.015539,-0.000722458,0.00395194,0.175254,-0.6704,0.680452,-0.555361,0.831374,0.0185782,0.0068589,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.78776,0.00205882,0.973691,0.0877516,-1.72398,3.1216,0.580616,-8.05841,-2.35923,0.052953,1.03016,-0.165769,0,0,-10,0,0,0,0,0,1.95482,0,0,0,
0.571392,-0.786221,0.684518,0.526267,0.495044,-0.524138,-0.450838,0.00100346,0.00137392,-0.000219026,-0.0160713,-0.000800676,0.00195948,0.175255,-0.6704,0.680451,-0.555362,0.831373,0.0185785,0.00685982,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.95836,-0.00313219,1.30671,0.0958942,-2.68943,3.1132,1.16301,-8.14727,-2.93458,0.00484523,1.34756,-0.185326,0,0,-10,0,0,0,0,0,1.95486,0,0,0,
0.571392,-0.78622,0.684518,0.52627,0.49504,-0.524142,-0.450833,0.000715034,0.00103962,-0.000132408,-0.015504,-0.000802893,0.00136936,0.175255,-0.6704,0.680451,-0.555363,0.831372,0.0185784,0.00686045,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.10469,-0.0199108,0.853166,0.0789919,-4.0675,3.02014,1.84312,-8.246,-3.51922,-0.0210432,1.76496,-0.0150608,0,0,-10,0,0,0,0,0,1.95487,0,0,0,
0.571395,-0.786216,0.684518,0.526276,0.495035,-0.52415,-0.450822,0.000875292,0.00132788,-0.000155802,-0.0158401,-0.000841426,0.00198303,0.175257,-0.670399,0.680451,-0.555367,0.831369,0.0185788,0.00686167,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.02809,-0.00611637,1.40884,0.147011,-2.11058,3.17437,1.12395,-8.12607,-2.97477,0.0228237,1.20523,-0.236598,0,0,-10,0,0,0,0,0,1.95492,0,0,0,
0.571396,-0.786213,0.684518,0.526279,0.495033,-0.524154,-0.450816,0.000873682,0.00143166,-0.000133455,-0.0153689,-0.000851284,0.00230349,0.175257,-0.670399,0.680451,-0.55537,0.831368,0.0185788,0.00686245,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.16128,-0.0240221,0.929097,0.125996,-2.52338,3.11234,1.5227,-8.15775,-3.33095,0.02304,1.34737,-0.100157,0,0,-10,0,0,0,0,0,1.95493,0,0,0,
0.571399,-0.786206,0.684519,0.526282,0.49503,-0.524163,-0.450805,0.00114451,0.00240942,-8.65843e-05,-0.0143471,-0.000919326,0.00481486,0.175258,-0.670399,0.68045,-0.555377,0.831363,0.018579,0.00686373,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.09603,-0.0178701,1.12197,0.131068,-3.4949,3.08665,1.64985,-8.2102,-3.39406,-0.00826772,1.60695,-0.107402,0,0,-10,0,0,0,0,0,1.95497,0,0,0,
0.571401,-0.7862,0.684519,0.526282,0.49503,-0.52417,-0.450797,0.00176279,0.00430236,-5.02309e-05,-0.0138604,-0.00106421,0.00951688,0.175259,-0.670399,0.68045,-0.555384,0.831358,0.0185791,0.0068647,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.08923,-0.0157583,0.865029,0.0887962,-2.93734,3.0761,1.50013,-8.1815,-3.25756,0.0126409,1.44412,-0.0690345,0,0,-10,0,0,0,0,0,1.955,0,0,0,
0.571405,-0.786192,0.684519,0.526282,0.495031,-0.524177,-0.450789,0.0029585,0.00830791,8.21015e-05,-0.0142498,-0.00146706,0.0195435,0.175259,-0.670398,0.68045,-0.555393,0.831352,0.0185792,0.00686517,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.06315,-0.010816,0.930305,0.0688689,-5.41616,2.97354,2.11815,-8.33821,-3.71019,-0.0585922,2.13483,0.0207053,0,0,-10,0,0,0,0,0,1.95502,0,0,0,
0.571413,-0.786169,0.684519,0.526279,0.495035,-0.524193,-0.450768,0.00407577,0.0118481,0.000170147,-0.0160095,-0.00187585,0.0282249,0.175261,-0.670397,0.680449,-0.555416,0.831337,0.0185798,0.00686683,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.53034,-0.00569489,1.45365,0.155915,-3.81616,3.05057,0.647849,-8.08866,-2.23098,-0.0119624,1.56156,-0.204845,0,0,-10,0,0,0,0,0,1.9551,0,0,0,
0.571418,-0.786158,0.684519,0.526278,0.495037,-0.524202,-0.450758,0.0041626,0.0119345,0.000142788,-0.0163743,-0.00187628,0.0282944,0.175263,-0.670397,0.680449,-0.555429,0.831328,0.0185801,0.00686747,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.93356,0.00525636,1.06661,0.0582653,-3.7523,3.04929,1.40567,-8.23113,-3.09532,-0.0142646,1.63668,-0.0881685,0,0,-10,0,0,0,0,0,1.95514,0,0,0,
0.571427,-0.786138,0.684518,0.526278,0.495036,-0.524214,-0.450745,0.00381543,0.0095695,-0.00010695,-0.0143045,-0.00135159,0.0214166,0.175266,-0.670396,0.680448,-0.555451,0.831313,0.0185809,0.00686941,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.75297,0.0290162,1.31366,0.00620271,-4.98993,2.99662,1.38103,-8.30356,-2.96511,-0.0578451,1.94162,-0.096898,0,0,-10,0,0,0,0,0,1.95524,0,0,0,
0.571432,-0.78613,0.684517,0.526279,0.495033,-0.524217,-0.450742,0.00399537,0.00880827,-0.000323123,-0.0126746,-0.000820933,0.0176512,0.175268,-0.670395,0.680447,-0.555461,0.831307,0.0185815,0.00686976,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.3553,0.0516084,0.620098,-0.105449,-2.37408,3.12219,1.81332,-8.38028,-3.74623,0.0221427,1.3458,-0.012996,0,0,-10,0,0,0,0,0,1.9553,0,0,0,
0.571436,-0.786124,0.684516,0.526282,0.495029,-0.52422,-0.450741,0.00413187,0.0076152,-0.000565826,-0.0117293,0.000348117,0.00939656,0.175269,-0.670394,0.680446,-0.555469,0.831301,0.018582,0.00687041,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.57452,0.0392522,0.592067,-0.0912289,-4.30014,3.05907,2.75715,-8.53677,-4.61588,-0.0346576,1.94142,0.0867305,0,0,-10,0,0,0,0,0,1.95535,0,0,0,
0.571448,-0.786111,0.684513,0.526288,0.495017,-0.524224,-0.450741,0.005052,0.00618571,-0.00118536,-0.0106391,0.00306921,-0.00724397,0.175275,-0.670392,0.680445,-0.555487,0.831289,0.0185836,0.00687096,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.31774,0.158887,1.17792,-0.365986,-0.672161,3.2365,1.20645,-8.48854,-3.36412,0.0274245,0.859733,-0.190024,0,0,-10,0,0,0,0,0,1.9555,0,0,0,
0.571454,-0.786103,0.684512,0.52629,0.495014,-0.524228,-0.450738,0.00580714,0.00765029,-0.00134102,-0.0108871,0.00210815,0.000893136,0.175279,-0.67039,0.680444,-0.555496,0.831283,0.0185846,0.00687139,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,2.65622,0.0982195,0.742461,-0.13612,-2.51814,3.22184,2.35457,-8.58751,-4.46668,0.0181146,1.46432,-0.0290331,0,0,-10,0,0,0,0,0,1.95559,0,0,0,
