pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
1.47495,0.882914,0.0107019,0.692844,150.021,-160.521,45.6898,4.01679,10,4.69133,0.684789,6.52372,2.33352,2.21918,3.37604,-3.8526e-07,-2.12186e-07,3.69134e-13,-0.00019263,-0.000106093,-0.000607564,
1.47495,0.882914,0.0107019,0.692844,134.6,-142.343,40.2599,4.03352,10,4.69539,0.697663,6.48273,2.30555,2.21391,3.36862,-6.26619e-07,-3.45116e-07,5.79511e-13,-0.00019263,-0.000106093,-0.000607564,
1.47495,0.882914,0.0107019,0.692844,143.464,-147.707,41.1639,4.07182,10,4.70481,0.727169,6.38871,2.24153,2.20176,3.35172,-8.42255e-07,-4.63879e-07,4.62568e-13,-0.00019263,-0.000106093,-0.000607564,
1.47495,0.882914,0.0106779,0.692844,150.659,-152.074,41.9016,4.10026,10,4.7118,0.749151,6.31867,2.19358,2.19264,3.33896,-1.09754e-06,-6.99126e-07,1.49222e-12,-0.000150384,-0.000138578,-0.000719592,
1.47495,0.882902,0.0106899,0.692844,156.491,-155.612,42.4993,4.12187,10,4.7169,0.765749,6.26531,2.15695,2.18561,3.32905,-1.14525e-06,-1.13713e-06,7.55523e-13,-3.33965e-05,-0.000306593,-0.000608427,
1.47528,0.883022,0.0108937,0.692988,161.221,-158.492,42.9866,4.1399,10,4.719,0.778139,6.22409,2.12927,2.18144,3.32085,7.6588e-06,-5.05473e-06,5.4621e-12,0.00560601,-0.00249455,0.00148816,
1.47561,0.883369,0.0110854,0.693419,165.069,-160.843,43.3861,4.15322,10,4.72003,0.787553,6.1942,2.10706,2.18027,3.31702,3.13764e-05,-1.86478e-05,9.07498e-11,0.0117306,-0.00672315,0.00471165,
1.47398,0.882494,0.0101746,0.692484,168.181,-162.737,43.7074,4.1572,10,4.73105,0.797035,6.1683,2.08752,2.16928,3.31248,4.66888e-05,-2.71864e-05,4.15377e-11,0.0112364,-0.00626571,0.0047293,
1.47187,0.881452,0.00897618,0.691358,170.708,-164.28,43.9702,4.1569,10,4.74419,0.805435,6.14815,2.07072,2.15726,3.30976,6.30419e-05,-3.67239e-05,3.65527e-11,0.0102215,-0.00596143,0.00377896,
1.46815,0.879918,0.00675576,0.689704,172.757,-165.528,44.1828,4.14746,10,4.76593,0.814463,6.13435,2.05339,2.14076,3.31196,7.33969e-05,-4.56988e-05,2.53485e-11,0.00844902,-0.00732298,0.00410799,
1.46486,0.877701,0.00479369,0.687655,174.433,-166.555,44.3594,4.14234,10,4.7852,0.821475,6.11611,2.03948,2.12307,3.30931,8.95819e-05,-6.24589e-05,4.20535e-11,0.00922591,-0.00955379,0.00369656,
1.46035,0.874765,0.00194144,0.685306,175.789,-167.383,44.5013,4.13229,10,4.81109,0.828353,6.09961,2.0235,2.10325,3.31228,0.000103758,-7.94021e-05,2.57335e-11,0.0120648,-0.0144195,-0.00431725,
1.45604,0.872344,6.28256,0.683161,176.897,-168.063,44.6189,4.12026,10,4.83568,0.835098,6.0882,2.00927,2.08433,3.31522,0.000123712,-0.000102452,1.12047e-10,0.0141159,-0.0163068,-0.00748853,
1.45178,0.869623,6.27959,0.680476,177.804,-168.62,44.7161,4.10922,10,4.86243,0.842525,6.07478,1.99798,2.06266,3.31449,0.00014611,-0.000128354,2.8628e-10,0.0150583,-0.0174137,-0.0113753,
1.44548,0.866208,6.27615,0.677276,178.544,-169.077,44.7959,4.08849,10,4.89773,0.85099,6.06494,1.98132,2.03429,3.3178,0.00016478,-0.000154948,4.19289e-10,0.01436,-0.0204542,-0.0157493,
1.44014,0.862876,6.27309,0.674616,179.159,-169.461,44.8642,4.07308,10,4.92786,0.857301,6.05341,1.96591,2.01139,3.3224,0.000187026,-0.000193165,1.35187e-09,0.013726,-0.0235811,-0.0226869,
1.43337,0.858226,6.26845,0.671105,179.655,-169.77,44.9189,4.05485,10,4.9693,0.865208,6.03707,1.94722,1.98333,3.33086,0.000205714,-0.000225349,1.28696e-09,0.0153229,-0.0263873,-0.0294147,
1.42763,0.854499,6.26461,0.668145,180.079,-170.041,44.9687,4.03838,10,5.00484,0.872542,6.02461,1.93125,1.95897,3.33743,0.000236665,-0.000276619,3.97227e-09,0.0170467,-0.0282385,-0.034714,
1.41969,0.848387,6.25899,0.663782,180.417,-170.256,45.008,4.01972,10,5.05486,0.881222,6.00081,1.9089,1.92519,3.34668,0.000263962,-0.000318083,3.03677e-09,0.0198942,-0.0302188,-0.0401649,
1.41358,0.844205,6.25473,0.660223,180.695,-170.436,45.0418,4.00288,10,5.095,0.890081,5.98544,1.89293,1.89633,3.35016,0.000298745,-0.000366646,4.19604e-09,0.0222342,-0.0310429,-0.041409,
1.40579,0.838536,6.24946,0.655957,180.918,-170.58,45.0689,3.98305,10,5.14511,0.899787,5.96415,1.87052,1.86186,3.35783,0.000328465,-0.000406117,2.58961e-09,0.0242875,-0.0322552,-0.0415889,
1.39971,0.834174,6.24486,0.652961,181.11,-170.709,45.0947,3.96759,10,5.18643,0.907576,5.94806,1.85103,1.83828,3.3696,0.000374691,-0.000466093,6.06442e-09,0.0255733,-0.0331805,-0.0430836,
1.39045,0.827391,6.23888,0.647927,181.254,-170.804,45.1134,3.94437,10,5.24648,0.919376,5.92192,1.82272,1.79661,3.37823,0.000408634,-0.000508455,3.00063e-09,0.0276103,-0.0344587,-0.0445632,
1.38407,0.822729,6.23428,0.6442,181.369,-170.882,45.1292,3.92855,10,5.29131,0.929336,5.9026,1.80357,1.76628,3.38281,0.000445037,-0.000552292,3.30806e-09,0.0291882,-0.0351489,-0.0461195,
1.37647,0.817564,6.22966,0.640401,181.432,-170.925,45.1397,3.9078,10,5.34108,0.939632,5.88416,1.77825,1.73308,3.39203,0.000490303,-0.000606248,5.28849e-09,0.0301411,-0.0359274,-0.0484251,
1.3692,0.812027,6.22512,0.63635,181.508,-170.976,45.151,3.89117,10,5.3896,0.949641,5.86032,1.75397,1.69882,3.39729,0.000526034,-0.000648485,3.32188e-09,0.0310043,-0.0366499,-0.0500156,
1.36216,0.807138,6.22052,0.632815,181.578,-171.024,45.1624,3.87297,10,5.43854,0.960248,5.84103,1.72871,1.66823,3.40716,0.000573588,-0.000704405,5.76559e-09,0.0317453,-0.03733,-0.0506918,
1.3529,0.800894,6.21513,0.628417,181.678,-171.094,45.1773,3.84831,10,5.50094,0.973783,5.81718,1.6936,1.62827,3.42045,0.00061767,-0.000757179,5.38999e-09,0.0321024,-0.0384327,-0.0534695,
1.34355,0.79495,6.21005,0.624222,181.775,-171.162,45.1921,3.82184,10,5.5639,0.98799,5.79585,1.65648,1.58835,3.43504,0.000663975,-0.000814991,6.6448e-09,0.0320458,-0.0400093,-0.0564175,
1.33479,0.788766,6.20499,0.620136,181.862,-171.222,45.2057,3.80062,10,5.62422,1.00094,5.76966,1.62004,1.5511,3.44939,0.0007109,-0.000875288,7.39698e-09,0.0322706,-0.0414666,-0.0591512,
1.32597,0.781228,6.19949,0.615678,181.934,-171.273,45.2172,3.7867,10,5.68505,1.01203,5.73105,1.58166,1.51396,3.46398,0.000750639,-0.000928412,6.01388e-09,0.0322682,-0.0431366,-0.0629762,
1.31834,0.775799,6.19509,0.612094,181.994,-171.317,45.2274,3.76903,10,5.73931,1.02422,5.70643,1.548,1.48097,3.47663,0.000790279,-0.000983435,6.77972e-09,0.0321203,-0.0445852,-0.0667244,
1.30918,0.768572,6.19021,0.608104,182.046,-171.353,45.2373,3.75212,10,5.80046,1.03531,5.67153,1.50452,1.44513,3.49647,0.000841608,-0.00105765,1.2531e-08,0.0318321,-0.0460224,-0.069425,
