dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.75,0.71784,0.923421,-11.2582,60.7085,5.11957,-0.339595,0,-44.9409,2.82508,0,-10.654,3.61693,0.204323,40.2393,-45.2148,11.3093,
0.75,0.717836,0.923418,-11.4381,60.6074,5.20178,-0.345916,0,-44.8662,2.82125,0,-10.8243,3.67445,0.207642,40.1714,-45.1403,11.2906,
0.75,0.717835,0.923417,-11.364,60.6578,5.16829,-0.344109,0,-44.9036,2.82408,0,-10.7542,3.65048,0.206328,40.2042,-45.1783,11.3,
0.75,0.717833,0.923416,-11.3898,60.6587,5.18023,-0.345343,0,-44.9044,2.82405,0,-10.7787,3.65863,0.206826,40.2043,-45.1794,11.3002,
0.75,0.71783,0.923415,-11.4833,60.6802,5.22312,-0.349138,0,-44.9204,2.82559,0,-10.8671,3.6883,0.208588,40.2181,-45.1958,11.3042,
0.75,0.717829,0.923414,-11.397,60.6824,5.18407,-0.346986,0,-44.9222,2.82616,0,-10.7855,3.66043,0.207051,40.2191,-45.198,11.3047,
0.75,0.717828,0.923411,-11.338,60.6607,5.15745,-0.345662,0,-44.9064,2.82593,0,-10.7297,3.64132,0.206011,40.2037,-45.1827,11.3007,
0.75,0.717827,0.92341,-11.3327,60.726,5.15524,-0.346018,0,-44.955,2.82943,0,-10.7247,3.63945,0.205946,40.2466,-45.2317,11.3129,
0.75,0.717827,0.923409,-11.2723,60.7438,5.12799,-0.344638,0,-44.9683,2.83071,0,-10.6676,3.61989,0.204881,40.2582,-45.2452,11.3163,
0.75,0.717828,0.923408,-11.2099,60.7643,5.09978,-0.343189,0,-44.9838,2.83211,0,-10.6085,3.59966,0.203778,40.2716,-45.2605,11.3201,
0.75,0.717831,0.923408,-11.0643,60.789,5.03395,-0.339609,0,-45.0023,2.83365,0,-10.4709,3.55264,0.201188,40.2879,-45.279,11.3247,
0.75,0.717833,0.923407,-11.1371,60.7987,5.06729,-0.342338,0,-45.0099,2.83459,0,-10.5398,3.5759,0.202537,40.2945,-45.2862,11.3265,
0.75,0.717836,0.923406,-11.1295,60.8001,5.06401,-0.342573,0,-45.0114,2.83543,0,-10.5326,3.5733,0.202424,40.2956,-45.287,11.3268,
0.75,0.717837,0.923405,-11.1958,60.8477,5.0944,-0.345086,0,-45.0469,2.83811,0,-10.5954,3.59451,0.203651,40.3273,-45.3223,11.3356,
0.75,0.717839,0.923405,-11.2006,60.8594,5.09677,-0.345715,0,-45.0558,2.83915,0,-10.6,3.59595,0.203758,40.3352,-45.3309,11.3378,
0.75,0.717839,0.923405,-11.2696,60.8724,5.12831,-0.348375,0,-45.0657,2.84008,0,-10.6652,3.618,0.205028,40.344,-45.3404,11.3402,
0.75,0.717839,0.923404,-11.3273,60.8881,5.15475,-0.350681,0,-45.0776,2.84124,0,-10.7199,3.63647,0.206091,40.3546,-45.352,11.3431,
0.75,0.717838,0.923404,-11.3391,60.9099,5.16024,-0.351576,0,-45.0939,2.84265,0,-10.731,3.64017,0.206319,40.3692,-45.3681,11.3472,
0.75,0.717838,0.923404,-11.3324,60.9259,5.15751,-0.352436,0,-45.106,2.84382,0,-10.7248,3.63788,0.20623,40.3799,-45.3799,11.3501,
0.75,0.717839,0.923404,-11.2343,60.9544,5.11301,-0.349922,0,-45.1272,2.84553,0,-10.632,3.60629,0.204465,40.3989,-45.401,11.3554,
0.75,0.71784,0.923404,-11.2185,60.9556,5.10595,-0.349952,0,-45.1283,2.84596,0,-10.617,3.60109,0.204198,40.3998,-45.4018,11.3556,
