pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
1.76622,3.13149,3.21192,3.24693,-200,0,0,-1.11166,-0.553379,-1.35872,1.51613,-1.29382,1.57408,-1.40534,1.45373,0,1512.91,0,11.1129,0,-77.3559,0,-115.876,9.70926,49.0482,49.9974,0.505124,49.8764,-3.51328,49.7228,-5.25734,-229.199,1005.91,-539.982,-176.986,-221.382,-244.848,-194.618,31.7909,0.06279,6.95251e-310,63.161,5.32375e-310,-11.1129,1.4822e-323,-15.374,4.94066e-324,1.99615,9.70926,112.209,49.9974,-10.6078,49.8764,-18.8873,49.7228,-3.26119,-19.3332,-9.62398,-23.63,26.3675,-22.5011,27.3753,-24.4406,25.2822,
1.76622,3.13149,3.21192,3.24693,-200,0,0,-1.11166,-0.553379,-1.35872,1.51613,-1.29382,1.57408,-1.40534,1.45373,0,1512.91,0,11.1129,0,-77.3559,0,-115.876,9.70926,49.0482,49.9974,0.505124,49.8764,-3.51328,49.7228,-5.25734,-229.199,1005.91,-539.982,-176.986,-221.382,-244.848,-194.618,31.7909,0.06279,6.95251e-310,63.161,5.32375e-310,-11.1129,1.4822e-323,-15.374,4.94066e-324,1.99615,9.70926,112.209,49.9974,-10.6078,49.8764,-18.8873,49.7228,-3.26119,-19.3332,-9.62398,-23.63,26.3675,-22.5011,27.3753,-24.4406,25.2822,
1.76622,3.13149,3.21192,3.24693,-200,0,0,-1.11166,-0.553379,-1.35872,1.51613,-1.29382,1.57408,-1.40534,1.45373,0,1512.91,0,11.1129,0,-77.3559,0,-115.876,9.70926,49.0482,49.9974,0.505124,49.8764,-3.51328,49.7228,-5.25734,-229.199,1005.91,-539.982,-176.986,-221.382,-244.848,-194.618,31.7909,0.06279,6.95251e-310,63.161,5.32375e-310,-11.1129,1.4822e-323,-15.374,4.94066e-324,1.99615,9.70926,112.209,49.9974,-10.6078,49.8764,-18.8873,49.7228,-3.26119,-19.3332,-9.62398,-23.63,26.3675,-22.5011,27.3753,-24.4406,25.2822,
1.76622,3.13149,3.21192,3.24693,-200,0,0,-1.11166,-0.553379,-1.35872,1.51613,-1.29382,1.57408,-1.40534,1.45373,0,1512.91,0,11.1129,0,-77.3559,0,-115.876,9.70926,49.0482,49.9974,0.505124,49.8764,-3.51328,49.7228,-5.25734,-229.199,1005.91,-539.982,-176.986,-221.382,-244.848,-194.618,31.7909,0.06279,6.95251e-310,63.161,5.32375e-310,-11.1129,1.4822e-323,-15.374,4.94066e-324,1.99615,9.70926,112.209,49.9974,-10.6078,49.8764,-18.8873,49.7228,-3.26119,-19.3332,-9.62398,-23.63,26.3675,-22.5011,27.3753,-24.4406,25.2822,
1.76624,3.13148,3.2119,3.24692,-200,0,0,-1.11221,-0.553897,-1.35863,1.51622,-1.29369,1.57421,-1.40536,1.45371,0,1512.89,0,11.126,0,-77.3428,0,-115.862,9.70985,49.0481,49.9974,0.50572,49.8765,-3.51269,49.7229,-5.25674,-229.189,1005.9,-539.972,-176.991,-221.377,-244.85,-194.618,31.7863,0.0628622,6.95251e-310,63.2332,5.32375e-310,-11.126,1.4822e-323,-15.3918,4.94066e-324,1.99816,9.70985,112.281,49.9974,-10.6203,49.8765,-18.9045,49.7229,-3.25858,-19.3428,-9.63299,-23.6284,26.3691,-22.4989,27.3775,-24.441,25.2819,
1.76624,3.13148,3.2119,3.24693,-200,0,0,-1.11222,-0.553902,-1.35863,1.51622,-1.29369,1.57421,-1.40535,1.45372,0,1512.89,0,11.126,0,-77.3428,0,-115.876,9.70985,49.0481,49.9974,0.50572,49.8765,-3.51269,49.7228,-5.25734,-229.193,1005.9,-539.974,-176.989,-221.376,-244.848,-194.615,31.7797,0.062863,6.95251e-310,63.2339,5.32375e-310,-11.126,1.4822e-323,-15.3919,4.94066e-324,1.99777,9.70985,112.282,49.9974,-10.6203,49.8765,-18.9045,49.7228,-3.25957,-19.3429,-9.63308,-23.6284,26.3691,-22.4989,27.3775,-24.4408,25.282,
1.76624,3.13147,3.21192,3.24692,-200,0,0,-1.11278,-0.554468,-1.35854,1.51632,-1.29354,1.57435,-1.40537,1.45369,0,1512.89,0,11.1392,0,-77.3559,0,-115.862,9.70985,49.0481,49.9974,0.506317,49.8764,-3.51328,49.7229,-5.25674,-229.189,1005.9,-539.97,-176.984,-221.38,-244.86,-194.618,31.7862,0.0629388,6.95251e-310,63.3102,5.32375e-310,-11.1392,1.4822e-323,-15.4112,4.94066e-324,2.00058,9.70985,112.358,49.9974,-10.6328,49.8764,-18.9245,49.7229,-3.25615,-19.3528,-9.64292,-23.6267,26.3707,-22.4963,27.3801,-24.4413,25.2816,
1.76626,3.1315,3.21201,3.24697,-200,0,0,-1.11128,-0.552892,-1.35882,1.51604,-1.29386,1.57401,-1.40529,1.45376,0,1512.87,0,11.0998,0,-77.4613,0,-115.915,9.71102,49.0479,49.9975,0.504528,49.8761,-3.51806,49.7226,-5.25912,-229.215,1005.91,-539.953,-176.941,-221.413,-244.88,-194.63,31.7647,0.0627318,6.95251e-310,63.1025,5.32375e-310,-11.0998,1.4822e-323,-15.3618,4.94066e-324,1.99265,9.71102,112.15,49.9975,-10.5953,49.8761,-18.8798,49.7226,-3.26646,-19.3265,-9.6155,-23.6316,26.3659,-22.5019,27.3741,-24.4398,25.2828,
1.76616,3.13154,3.21208,3.24704,-200,0,0,-1.10959,-0.551478,-1.3591,1.51576,-1.29421,1.57365,-1.40522,1.45381,0,1512.97,0,11.0602,0,-77.5405,0,-115.994,9.70632,49.0488,49.9975,0.502728,49.8758,-3.52165,49.7223,-5.2627,-229.279,1005.95,-540.024,-176.904,-221.436,-244.885,-194.625,31.8023,0.0625208,6.95251e-310,62.8928,5.32375e-310,-11.0602,1.4822e-323,-15.3104,4.94066e-324,1.98831,9.70632,111.942,49.9975,-10.5575,49.8758,-18.8321,49.7223,-3.27439,-19.2972,-9.59092,-23.6365,26.361,-22.508,27.3679,-24.4386,25.2836,
1.76609,3.13149,3.21193,3.24695,-200,0,0,-1.11152,-0.55361,-1.35872,1.51613,-1.2938,1.57409,-1.40537,1.45369,0,1513.05,0,11.1129,0,-77.369,0,-115.889,9.7028,49.0495,49.9974,0.505124,49.8764,-3.51387,49.7228,-5.25793,-229.238,1005.95,-540.073,-176.98,-221.385,-244.852,-194.608,31.8695,0.0627921,6.95251e-310,63.1658,5.32375e-310,-11.1129,1.4822e-323,-15.3748,4.94066e-324,2.00115,9.7028,112.215,49.9974,-10.6078,49.8764,-18.8886,49.7228,-3.25678,-19.3308,-9.628,-23.63,26.3675,-22.5009,27.3754,-24.4412,25.2816,
