ee_s_x,ee_s_y,ee_s_z,ee_s_qx,ee_s_qy,ee_s_qz,ee_s_qw,ee_twist_x,ee_twist_y,ee_twist_z,ee_twist_qx,ee_twist_qy,ee_twist_qz,elbow_s_x,elbow_s_y,elbow_s_z,elbow_s_qx,elbow_s_qy,elbow_s_qz,elbow_s_qw,arm_base_s_x,arm_base_s_y,arm_base_s_z,arm_base_s_qx,arm_base_s_qy,arm_base_s_qz,arm_base_s_qw,ee_f_e_x, ee_f_e_y, ee_f_e_z, ee_f_e_qx, ee_f_e_qy, ee_f_e_qz,ee_beta_x,ee_beta_y,ee_beta_z,ee_beta_qx,ee_beta_qy,ee_beta_qz,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,ee_f_c_x,ee_f_c_y,ee_f_c_z,ee_f_c_qx,ee_f_c_qy,ee_f_c_qz,elbow_f_c_x,elbow_f_c_y,elbow_f_c_z,elbow_f_c_qx,elbow_f_c_qy,elbow_f_c_qz
0.479247,-0.304338,0.809371,-0.470494,-0.499289,0.482258,0.544769,7.36679e-06,2.74919e-05,-4.35857e-05,3.98161e-06,0.000193649,4.86359e-05,0.326671,-0.563755,0.64929,-0.132236,-0.272924,0.946105,0.11363,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00495223,0.012417,0,0,0,-4.01761,7.34711,-2.05447,-5.25862,1.28787,3.82357,-0.431889,0,0,-12,0,0,0,0,0,15.2131,0,0,0,
0.479247,-0.304338,0.809371,-0.470494,-0.499288,0.482259,0.544769,7.28992e-06,2.67259e-05,-4.11889e-05,3.61342e-06,0.000176019,4.40924e-05,0.326671,-0.563755,0.64929,-0.132236,-0.272924,0.946105,0.11363,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00153625,0.00225146,0.00226534,-0.0110548,-0.00481402,-3.9979,7.35634,-2.02925,-5.25445,1.29163,3.82605,-0.439133,0,0,-12,0,0,0,0,0,15.2131,0,0,0,
0.479247,-0.304338,0.809371,-0.470494,-0.499288,0.482259,0.544769,7.39927e-06,2.80476e-05,-4.05411e-05,-1.00096e-06,0.000171152,4.59888e-05,0.326671,-0.563755,0.64929,-0.132236,-0.272924,0.946105,0.113629,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.000951279,0.00267248,0.00230778,-0.00876508,0.00460401,-4.00027,7.34821,-2.03112,-5.25247,1.29063,3.82686,-0.43808,0,0,-12,0,0,0,0,0,15.2131,0,0,0,
0.479247,-0.304338,0.80937,-0.470493,-0.499288,0.48226,0.544769,7.73427e-06,2.96868e-05,-3.85563e-05,-1.22855e-05,0.000149155,4.86486e-05,0.326672,-0.563754,0.649289,-0.132235,-0.272924,0.946105,0.113629,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00383946,0.0029042,0.00199488,-0.00549685,-0.00696832,-3.99893,7.36257,-2.03124,-5.2571,1.29065,3.82533,-0.438778,0,0,-12,0,0,0,0,0,15.2132,0,0,0,
0.479247,-0.304337,0.80937,-0.470492,-0.499288,0.48226,0.544769,8.13723e-06,3.20206e-05,-3.88264e-05,-1.44741e-06,0.000143825,5.45421e-05,0.326672,-0.563754,0.649289,-0.132235,-0.272924,0.946105,0.113629,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00414865,0.00357219,-0.00476814,-0.0101828,-0.0104413,-3.99935,7.36188,-2.03147,-5.25664,1.29163,3.82506,-0.43721,0,0,-12,0,0,0,0,0,15.2132,0,0,0,
0.479247,-0.304337,0.809369,-0.470492,-0.499287,0.482261,0.54477,7.84637e-06,2.98889e-05,-3.73061e-05,-2.01353e-07,0.000138072,3.92647e-05,0.326672,-0.563754,0.649289,-0.132234,-0.272923,0.946105,0.113629,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00296947,0.00311771,0.00323781,-0.00845652,0.00117542,-3.99882,7.36305,-2.03086,-5.25634,1.29028,3.82744,-0.439083,0,0,-12,0,0,0,0,0,15.2132,0,0,0,
0.479247,-0.304336,0.809369,-0.470492,-0.499287,0.482261,0.54477,7.50156e-06,2.94066e-05,-3.46273e-05,-1.01906e-05,0.000123512,5.23741e-05,0.326672,-0.563754,0.649289,-0.132234,-0.272923,0.946106,0.113628,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.000863966,0.00321818,0.0022122,-0.00976318,-0.00786233,-4.00078,7.34911,-2.03136,-5.25373,1.29179,3.82449,-0.438158,0,0,-12,0,0,0,0,0,15.2133,0,0,0,
0.479247,-0.304336,0.809369,-0.470492,-0.499287,0.482262,0.54477,7.155e-06,2.72556e-05,-3.29858e-05,-8.78947e-06,0.000117517,3.71638e-05,0.326672,-0.563754,0.649289,-0.132234,-0.272923,0.946106,0.113628,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,3.06463e-06,0.00209625,0.00124103,-0.00654263,0.00140716,-3.99921,7.35159,-2.02947,-5.25345,1.29059,3.82625,-0.438269,0,0,-12,0,0,0,0,0,15.2133,0,0,0,
0.479248,-0.304336,0.809369,-0.470491,-0.499287,0.482262,0.54477,7.03445e-06,2.71399e-05,-3.05037e-05,-7.75453e-06,0.000100727,3.96795e-05,0.326672,-0.563754,0.649289,-0.132233,-0.272923,0.946106,0.113628,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.0033347,0.00174789,0.00109794,-0.00349548,-0.00413455,-3.99726,7.36386,-2.02855,-5.25685,1.29028,3.82584,-0.439075,0,0,-12,0,0,0,0,0,15.2133,0,0,0,
0.479248,-0.304335,0.809368,-0.47049,-0.499287,0.482262,0.54477,6.63164e-06,2.86587e-05,-2.96131e-05,1.32096e-06,0.00010507,4.91515e-05,0.326673,-0.563753,0.649289,-0.132233,-0.272923,0.946106,0.113627,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00332712,0.00316703,-0.00766451,-0.00948517,-0.0137507,-3.99953,7.35721,-2.03029,-5.25564,1.2921,3.82386,-0.436481,0,0,-12,0,0,0,0,0,15.2134,0,0,0,
0.479248,-0.304335,0.809368,-0.47049,-0.499287,0.482263,0.54477,7.0971e-06,2.95266e-05,-3.04358e-05,-2.93894e-06,0.000101424,5.13626e-05,0.326673,-0.563753,0.649289,-0.132233,-0.272923,0.946106,0.113627,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00329562,0.00184619,0.000961527,-0.00368107,-0.00455306,-3.9975,7.36327,-2.02838,-5.25677,1.29035,3.82572,-0.438998,0,0,-12,0,0,0,0,0,15.2134,0,0,0,
0.479248,-0.304335,0.809368,-0.47049,-0.499286,0.482263,0.54477,6.45785e-06,2.6147e-05,-2.78576e-05,-4.79208e-06,9.14088e-05,5.02738e-05,0.326673,-0.563753,0.649289,-0.132232,-0.272923,0.946106,0.113627,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.00266479,0.00352918,0.00625721,-0.00707701,-0.00256251,-4.00041,7.35844,-2.03163,-5.2561,1.29047,3.82606,-0.439289,0,0,-12,0,0,0,0,0,15.2134,0,0,0,
