pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
6.27184,0.0455608,6.28193,6.21599,-191.406,5.21348,-0.643851,0,0,0,0,0,0,0,0,-8.199e-05,9.27245e-07,2.07142e-05,-0.0407709,0.000463444,0.0104296,
6.27247,0.0454769,6.2816,6.216,-215.601,5.68531,-0.598629,0,0,0,0,0,0,0,0,-0.000269372,3.41431e-06,6.6217e-05,-0.0407427,0.000542538,0.00989375,
6.27303,0.0454531,6.28133,6.21601,-202.842,5.44696,-0.635889,0,0,0,0,0,0,0,0,-0.000446221,5.69129e-06,0.000106205,-0.0406665,0.000527098,0.00919517,
6.2736,0.0454411,6.28112,6.21603,-200.584,5.58031,-0.769667,0,0,0,0,0,0,0,0,-0.000635829,8.25224e-06,0.000146272,-0.0408729,0.000557212,0.00863718,
6.27408,0.045465,6.28095,6.21603,-193.447,5.20407,-0.620593,0,0,0,0,0,0,0,0,-0.000816998,1.05996e-05,0.000184393,-0.0407015,0.000534088,0.00856426,
6.27449,0.045465,6.28081,6.21604,-187.821,4.96591,-0.541546,0,0,0,0,0,0,0,0,-0.00100274,1.33136e-05,0.000221924,-0.0408157,0.000604675,0.00824706,
6.27481,0.045465,6.28068,6.21604,-184.902,4.85598,-0.51224,0,0,0,0,0,0,0,0,-0.00117987,1.58007e-05,0.000257217,-0.0404991,0.000578343,0.0080695,
6.27507,0.045465,6.2806,6.21604,-180.4,4.44383,-0.293058,0,0,0,0,0,0,0,0,-0.00136202,1.80264e-05,0.00029053,-0.0402614,0.000502996,0.00736336,
6.27527,0.0454893,6.28054,6.21604,-176.966,4.86147,-0.648941,0,0,0,0,0,0,0,0,-0.00154116,2.00911e-05,0.000322312,-0.0395918,0.000468447,0.00702426,
6.2754,0.0455131,6.28053,6.216,-172.264,4.5586,-0.515237,0,0,0,0,0,0,0,0,-0.00172186,2.19248e-05,0.000352376,-0.0394358,0.000413498,0.00656106,
6.27547,0.0455251,6.28054,6.21598,-173.331,4.5551,-0.499174,0,0,0,0,0,0,0,0,-0.00190233,2.33632e-05,0.000380325,-0.0400253,0.000333677,0.00619868,
6.27549,0.0455012,6.28052,6.21597,-165.214,4.29315,-0.447528,0,0,0,0,0,0,0,0,-0.00208696,2.48168e-05,0.000406837,-0.0411354,0.000340049,0.00590681,
6.27545,0.0454893,6.28054,6.21597,-166.666,3.83948,-0.104314,0,0,0,0,0,0,0,0,-0.00228076,2.65256e-05,0.00043392,-0.0424235,0.000391895,0.00592868,
6.27541,0.0454893,6.28059,6.21594,-165.455,4.66098,-0.710935,0,0,0,0,0,0,0,0,-0.00247778,2.83438e-05,0.00046327,-0.043582,0.000421765,0.00649257,
6.27535,0.0454769,6.28062,6.21591,-165.698,4.15668,-0.349996,0,0,0,0,0,0,0,0,-0.00267437,2.98845e-05,0.000495108,-0.0450183,0.000374384,0.0072907,
6.27532,0.0454769,6.28068,6.21585,-158.699,3.98033,-0.33611,0,0,0,0,0,0,0,0,-0.00288044,3.14161e-05,0.000530256,-0.0457051,0.000363132,0.00779577,
6.27527,0.0455012,6.2807,6.21582,-161.245,4.08865,-0.372527,0,0,0,0,0,0,0,0,-0.00307549,3.28236e-05,0.00056443,-0.0464181,0.000360367,0.00813265,
6.27521,0.0455012,6.28075,6.21578,-159.34,3.89114,-0.263618,0,0,0,0,0,0,0,0,-0.00327096,3.43513e-05,0.000599134,-0.0469662,0.000394377,0.00833836,
6.27519,0.0455131,6.28076,6.21575,-154.258,3.86393,-0.325425,0,0,0,0,0,0,0,0,-0.003489,3.65995e-05,0.000635925,-0.0475884,0.000520068,0.00802978,
6.27513,0.0455251,6.2808,6.21575,-157.537,3.90593,-0.304281,0,0,0,0,0,0,0,0,-0.00368951,3.87015e-05,0.000668358,-0.0478294,0.000532621,0.00773687,
6.27508,0.0455251,6.28084,6.21576,-157.948,4.00623,-0.370541,0,0,0,0,0,0,0,0,-0.00389914,4.11454e-05,0.000700398,-0.047474,0.000585946,0.00725582,
6.27503,0.045537,6.28094,6.21576,-153.677,4.41932,-0.731298,0,0,0,0,0,0,0,0,-0.00411652,4.36591e-05,0.000732607,-0.0472264,0.000579964,0.00699771,
6.27499,0.0455608,6.28111,6.21575,-155.311,3.97092,-0.386785,0,0,0,0,0,0,0,0,-0.00432069,4.59311e-05,0.0007616,-0.046932,0.000557323,0.00666457,
6.27496,0.0455851,6.28136,6.21568,-147.805,3.80727,-0.388721,0,0,0,0,0,0,0,0,-0.00453566,4.82843e-05,0.000790717,-0.0463119,0.000542894,0.00627273,
6.27491,0.0456209,6.28162,6.21558,-148.763,3.07981,0.143017,0,0,0,0,0,0,0,0,-0.00474062,5.04449e-05,0.000815936,-0.0456723,0.000518169,0.00561993,
6.27487,0.0456209,6.28192,6.21545,-148.412,4.31673,-0.744587,0,0,0,0,0,0,0,0,-0.00494632,5.26348e-05,0.000840306,-0.0446313,0.000512116,0.00528756,
6.27485,0.0456567,6.28223,6.21532,-145.522,2.82264,0.273199,0,0,0,0,0,0,0,0,-0.00514244,5.48064e-05,0.000861754,-0.0441341,0.000526243,0.00482657,
6.27485,0.0457168,6.28252,6.2152,-145.451,4.37703,-0.836146,0,0,0,0,0,0,0,0,-0.00534153,5.70067e-05,0.000882281,-0.0435947,0.000519814,0.00449469,
6.27483,0.0458126,6.2828,6.21512,-142.509,3.52539,-0.276489,0,0,0,0,0,0,0,0,-0.00554877,5.93929e-05,0.000903197,-0.0433383,0.000537696,0.00437406,
6.27484,0.0459084,6.28296,6.21507,-145.844,3.70604,-0.354243,0,0,0,0,0,0,0,0,-0.00573181,6.11708e-05,0.000922996,-0.04314,0.000458429,0.00466652,
6.27481,0.0460524,6.28311,6.21502,-139.456,3.46575,-0.283951,0,0,0,0,0,0,0,0,-0.00593148,6.30743e-05,0.000946063,-0.0430305,0.000450432,0.0049712,
6.27479,0.046196,6.28314,6.21498,-148.477,3.17041,0.0650039,0,0,0,0,0,0,0,0,-0.00611672,6.44007e-05,0.000968978,-0.0428302,0.000347686,0.00529819,
6.27477,0.04634,6.28312,6.21495,-142.422,2.80843,0.226492,0,0,0,0,0,0,0,0,-0.00631732,6.58614e-05,0.000995151,-0.0428948,0.000354487,0.00559673,
6.27472,0.0464716,6.28306,6.21488,-137.692,4.06666,-0.745609,0,0,0,0,0,0,0,0,-0.00650059,6.70186e-05,0.00102031,-0.0428246,0.000313561,0.0058793,
6.27467,0.0466037,6.28295,6.21482,-137.874,2.62287,0.286386,0,0,0,0,0,0,0,0,-0.00668797,6.79902e-05,0.0010484,-0.0428493,0.000266493,0.00642306,
6.27461,0.0467596,6.28286,6.21472,-138.32,4.20172,-0.833012,0,0,0,0,0,0,0,0,-0.00688265,6.9291e-05,0.00107816,-0.0430859,0.000333705,0.00658631,
6.27456,0.0468793,6.28269,6.21465,-141.194,3.52136,-0.301298,0,0,0,0,0,0,0,0,-0.00707129,7.02907e-05,0.00110786,-0.0433082,0.000276872,0.00682017,
6.27458,0.046987,6.28252,6.21456,-132.397,3.01583,-0.074241,0,0,0,0,0,0,0,0,-0.00726841,7.12085e-05,0.00113996,-0.0444664,0.00025701,0.00723975,
6.27459,0.0471067,6.28232,6.21449,-140.021,3.48231,-0.287514,0,0,0,0,0,0,0,0,-0.00746403,7.21339e-05,0.00117314,-0.0449281,0.00026449,0.00762039,
6.27461,0.0471787,6.28214,6.21441,-133.432,2.42164,0.366512,0,0,0,0,0,0,0,0,-0.00766081,7.29824e-05,0.00120843,-0.0455968,0.000250924,0.00817878,
6.2747,0.0472388,6.28196,6.21436,-134.366,4.02031,-0.763108,0,0,0,0,0,0,0,0,-0.00786864,7.41628e-05,0.00124669,-0.0462066,0.00031914,0.00850536,
