dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.5363,0.541019,-98.2281,-95.3967,16.1285,16.964,-95.3984,-26.4023,7.45255,-91.3669,-97.5124,-11.6307,9.87686,-93.894,16.8442,-10.5207,
0.7,0.536006,0.54076,-111.234,-106.866,18.3194,19.1953,-108.023,-29.682,8.37883,-102.319,-110.421,-13.1996,11.1895,-105.18,18.8849,-11.7882,
0.7,0.535881,0.540646,-104.306,-100.894,17.1973,17.9936,-101.293,-28.0668,7.92305,-96.5868,-103.541,-12.3895,10.4946,-99.3006,17.8365,-11.1305,
0.7,0.535792,0.540539,-102.477,-100.446,16.905,17.672,-99.5163,-27.9873,7.90439,-96.144,-101.725,-12.1857,10.3129,-98.8588,17.7661,-11.0826,
0.7,0.535776,0.540528,-99.3987,-96.3016,16.3856,17.1332,-96.5301,-26.8516,7.59035,-92.1704,-98.6675,-11.8327,10.0053,-94.7791,17.0368,-10.6259,
0.7,0.53582,0.540588,-96.7954,-93.2131,15.9312,16.6791,-94.0072,-25.988,7.35503,-89.2144,-96.0827,-11.5284,9.74425,-91.7388,16.4944,-10.2858,
0.7,0.535892,0.540679,-95.386,-91.6688,15.6748,16.4318,-92.6433,-25.5467,7.24206,-87.7388,-94.683,-11.367,9.60347,-90.2186,16.223,-10.1157,
0.7,0.535997,0.540844,-94.0351,-88.4576,15.4207,16.1943,-91.3376,-24.6288,6.99731,-84.6712,-93.3415,-11.2116,9.46841,-87.058,15.6554,-9.76147,
0.7,0.536179,0.541006,-90.5348,-88.4997,14.7928,15.5847,-87.948,-24.6169,7.0069,-84.7179,-89.8663,-10.8012,9.11714,-87.0996,15.6626,-9.76608,
0.7,0.536405,0.541235,-88.6684,-85.6049,14.4258,15.257,-86.1464,-23.7779,6.78229,-81.9562,-88.0127,-10.5862,8.93049,-84.2516,15.1448,-9.44573,
