pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
0.903826,4.37943,5.11285,5.63635,118.574,-147.023,44.7845,2.88846,2.27342,-4.06227,0.590806,-4.82642,-0.354581,-3.73606,-2.78065,3.86228e-08,-1.29675e-07,1.08935e-13,1.93114e-05,-6.48376e-05,0.000330052,
0.903826,4.37943,5.11285,5.63635,89.9969,-113.204,34.7431,2.24865,1.7709,-3.0981,0.526834,-3.70612,-0.257607,-2.88006,-2.19672,6.1984e-08,-2.0811e-07,1.59415e-13,1.93114e-05,-6.48376e-05,0.000330052,
0.903826,4.37943,5.11285,5.63635,106.109,-124.116,36.602,2.33263,1.8406,-3.54887,0.183455,-4.11755,-0.363568,-3.14036,-2.08952,8.17374e-08,-2.74432e-07,1.13978e-13,1.93114e-05,-6.48376e-05,0.000330052,
0.90385,4.37943,5.11285,5.63637,119.17,-132.965,38.1103,2.41181,1.91992,-3.88791,-0.0698638,-4.44626,-0.439285,-3.3548,-2.00162,9.0814e-08,-1.88743e-07,3.31725e-14,7.58993e-06,7.16529e-05,-0.000152301,
0.903862,4.37944,5.11285,5.63637,129.733,-140.126,39.3312,2.48113,1.99511,-4.14878,-0.262231,-4.70965,-0.49531,-3.52998,-1.9298,7.92431e-08,-1.27336e-07,7.59082e-15,-9.24065e-06,4.90406e-05,6.95793e-05,
0.903862,4.37943,5.11283,5.63635,138.325,-145.952,40.3256,2.54004,2.06193,-4.35391,-0.412213,-4.92271,-0.538233,-3.67348,-1.87083,1.55277e-06,-1.96458e-06,4.03803e-11,0.00106225,-0.00132445,0.00458093,
0.904102,4.3792,5.11265,5.63601,145.282,-150.671,41.1309,2.58606,2.11678,-4.51534,-0.531339,-5.09413,-0.571131,-3.79033,-1.82031,1.10872e-05,-1.78119e-05,2.21612e-09,0.00826387,-0.0137363,0.0408041,
0.904054,4.37896,5.11271,5.63598,150.92,-154.497,41.7842,2.62611,2.16463,-4.64571,-0.626451,-5.23217,-0.596373,-3.88541,-1.78092,2.3367e-05,-3.96742e-05,4.02131e-09,0.0110154,-0.0196126,0.0568853,
0.903754,4.37908,5.11302,5.63649,155.506,-157.612,42.3171,2.66544,2.20976,-4.7523,-0.700162,-5.34481,-0.616939,-3.96247,-1.7538,3.94436e-05,-7.02657e-05,7.47324e-09,0.0119812,-0.0228009,0.0644282,
0.903251,4.37977,5.11352,5.63739,159.215,-160.134,42.7491,2.7037,2.25179,-4.83765,-0.754647,-5.43646,-0.633655,-4.02446,-1.73649,5.65278e-05,-0.000105365,9.51272e-09,0.0122812,-0.0252348,0.0701146,
