dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.707628,1.02622,-61.024,244.696,20.287,-1.11897,0,-177.868,22.7292,0,-56.2374,23.5636,0.278184,174.812,-170.587,44.5063,
0.7,0.707629,1.02621,-49.4597,189.779,16.4439,-0.90601,0,-137.951,17.6329,0,-45.5796,19.0995,0.225207,135.576,-132.304,34.5179,
0.7,0.707629,1.02621,-40.0802,200.234,13.3259,-0.733733,0,-145.552,18.6066,0,-36.9357,15.4779,0.182392,143.044,-139.594,36.4196,
0.7,0.707628,1.02621,-32.4813,208.716,10.7998,-0.594205,0,-151.719,19.3975,0,-29.9328,12.5439,0.147707,149.103,-145.509,37.9626,
0.7,0.707628,1.0262,-26.3381,215.581,8.75783,-0.480903,0,-156.711,20.041,0,-24.2713,10.1721,0.119632,154.004,-150.298,39.2116,
0.7,0.707628,1.0262,-21.3471,221.173,7.09844,-0.389364,0,-160.777,20.5632,0,-19.6718,8.24482,0.0969027,157.997,-154.197,40.2287,
0.7,0.707627,1.0262,-17.3064,225.7,5.75495,-0.315355,0,-164.069,20.9867,0,-15.9481,6.68441,0.0785123,161.23,-157.355,41.0524,
0.7,0.707627,1.02619,-14.0336,229.373,4.66679,-0.255479,0,-166.74,21.331,0,-12.9321,5.42051,0.0636253,163.852,-159.918,41.7206,
0.7,0.707629,1.02619,-11.378,232.369,3.78381,-0.206955,0,-168.919,21.6122,0,-10.4849,4.3949,0.05156,165.991,-162.007,42.2656,
0.7,0.707636,1.02619,-9.23394,234.796,3.07105,-0.167662,0,-170.685,21.8436,0,-8.50906,3.56685,0.0418183,167.724,-163.701,42.7073,
0.7,0.707641,1.02619,-7.4871,236.777,2.4902,-0.135831,0,-172.126,22.0306,0,-6.89934,2.89212,0.0339007,169.138,-165.082,43.0675,
0.7,0.707648,1.02619,-6.07257,238.386,2.01984,-0.11007,0,-173.296,22.1832,0,-5.59586,2.34572,0.0274947,170.288,-166.204,43.3602,
0.7,0.707655,1.02618,-4.92811,239.711,1.63927,-0.0892469,0,-174.262,22.3121,0,-4.54124,1.90363,0.0223138,171.235,-167.127,43.6012,
0.7,0.707675,1.02618,-3.99918,240.783,1.33045,-0.0722744,0,-175.041,22.4146,0,-3.68526,1.54475,0.0181189,172.001,-167.873,43.796,
0.7,0.707684,1.02618,-3.24806,241.656,1.08062,-0.0586417,0,-175.677,22.4987,0,-2.99311,1.25459,0.0147221,172.626,-168.481,43.9547,
0.7,0.707696,1.02618,-2.63984,242.369,0.878326,-0.047609,0,-176.197,22.5678,0,-2.43265,1.01963,0.011973,173.137,-168.977,44.0844,
0.7,0.707718,1.02618,-2.15769,242.955,0.717985,-0.0388262,0,-176.625,22.6288,0,-1.98837,0.83333,0.00980052,173.559,-169.382,44.1905,
0.7,0.707729,1.02617,-1.76326,243.431,0.586767,-0.0316934,0,-176.972,22.6763,0,-1.62491,0.68097,0.00801476,173.901,-169.712,44.2769,
0.7,0.70774,1.02617,-1.44419,243.824,0.480609,-0.0259301,0,-177.26,22.7164,0,-1.33088,0.557721,0.00656923,174.184,-169.984,44.3483,
0.7,0.707752,1.02617,-1.19039,244.142,0.396169,-0.0213489,0,-177.493,22.7496,0,-1.097,0.459691,0.00541881,174.412,-170.204,44.4059,
0.7,0.707776,1.02616,-0.999886,244.402,0.332794,-0.0178899,0,-177.687,22.7806,0,-0.921454,0.386092,0.00455823,174.602,-170.381,44.4528,
0.7,0.70779,1.02615,-0.839252,244.617,0.279339,-0.0149971,0,-177.846,22.8043,0,-0.773427,0.324051,0.00382904,174.758,-170.529,44.4917,
