pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
4.08892,5.28946,6.05368,3.69155,-43.2405,0,0,-1,1,-1,1,-1,1,-1,1,-8.50278e-07,-2.29666e-07,-2.34284e-06,-0.000425139,-0.000114833,-0.00117142,
4.08892,5.28946,6.05368,3.69155,-43.0561,0,0,-1,1,-1,1,-1,1,-1,1,-1.50497e-06,-4.06501e-07,-4.14675e-06,-0.000425139,-0.000114833,-0.00117142,
4.08892,5.28945,6.05371,3.69157,-43.1795,0,0,-1,1,-1,1,-1,1,-1,1,-2.06381e-06,-6.01314e-07,-5.79922e-06,-0.000377683,-0.000131662,-0.00111679,
4.08892,5.28945,6.05369,3.69157,-43.1213,0,0,-1,1,-1,1,-1,1,-1,1,-2.72091e-06,-8.02888e-07,-7.78361e-06,-0.00041006,-0.000125793,-0.00123835,
4.08892,5.28946,6.05372,3.6916,-43.1543,0,0,-1,1,-1,1,-1,1,-1,1,-4.98088e-06,-1.19597e-06,-1.07657e-05,-0.00151045,-0.000262729,-0.00199311,
4.08887,5.28947,6.05374,3.69154,-42.9642,0,0,-1,1,-1,1,-1,1,-1,1,-1.01607e-05,-1.8134e-06,-1.67061e-05,-0.00342864,-0.000408727,-0.00393206,
4.08871,5.28928,6.05367,3.69135,-42.8789,0,0,-1,1,-1,1,-1,1,-1,1,-1.68849e-05,-2.46618e-06,-2.46585e-05,-0.00471259,-0.000457572,-0.00557337,
4.08847,5.28902,6.05354,3.69106,-41.7919,0,0,-1,1,-1,1,-1,1,-1,1,-2.45375e-05,-3.20103e-06,-3.45321e-05,-0.00500366,-0.000480607,-0.00645587,
4.08804,5.28859,6.05337,3.69058,-42.1355,0,0,-1,1,-1,1,-1,1,-1,1,-3.22725e-05,-3.81822e-06,-4.58286e-05,-0.00540955,-0.000431828,-0.00790036,
4.08756,5.28808,6.05324,3.6901,-40.9262,0,0,-1,1,-1,1,-1,1,-1,1,-4.21713e-05,-4.20121e-06,-5.92733e-05,-0.00631352,-0.000244563,-0.00857511,
4.08702,5.28748,6.05305,3.68942,-42.0131,0,0,-1,1,-1,1,-1,1,-1,1,-5.36792e-05,-4.49537e-06,-7.38683e-05,-0.00788982,-0.000202143,-0.0100064,
4.08635,5.2868,6.05283,3.68869,-40.8963,0,0,-1,1,-1,1,-1,1,-1,1,-6.78257e-05,-4.99124e-06,-9.10598e-05,-0.0090651,-0.000318426,-0.0110164,
4.08554,5.28594,6.05256,3.68774,-42.0774,0,0,-1,1,-1,1,-1,1,-1,1,-8.61567e-05,-5.57529e-06,-0.00011281,-0.0100376,-0.000320727,-0.0119098,
4.08458,5.28488,6.05217,3.68662,-40.1594,0,0,-1,1,-1,1,-1,1,-1,1,-0.00010096,-5.68773e-06,-0.000129187,-0.0107984,-8.32455e-05,-0.0119468,
