dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.816162,0.817781,9.69827,10.6694,-1.06298,-0.317363,9.63461,3.93069,-0.498214,9.90647,9.30967,-2.71744,-0.257848,7.6678,-7.36138,1.93051,
0.8,0.816162,0.817781,9.69909,10.6703,-1.06307,-0.31739,9.63542,3.93102,-0.498256,9.9073,9.31045,-2.71767,-0.257869,7.66845,-7.362,1.93068,
0.8,0.816162,0.817781,9.6999,10.6712,-1.06316,-0.317417,9.63624,3.93135,-0.498298,9.90814,9.31123,-2.71789,-0.257891,7.66909,-7.36262,1.93084,
0.8,0.816162,0.817781,9.70072,10.6721,-1.06325,-0.317443,9.63705,3.93168,-0.49834,9.90897,9.31202,-2.71812,-0.257913,7.66974,-7.36324,1.931,
0.8,0.816162,0.817781,9.70154,10.673,-1.06334,-0.31747,9.63786,3.93201,-0.498382,9.90981,9.3128,-2.71835,-0.257935,7.67038,-7.36386,1.93116,
0.8,0.816162,0.817781,9.70235,10.6739,-1.06343,-0.317497,9.63867,3.93234,-0.498424,9.91064,9.31359,-2.71858,-0.257956,7.67103,-7.36448,1.93133,
0.8,0.816162,0.817781,9.70317,10.6748,-1.06352,-0.317523,9.63948,3.93267,-0.498465,9.91147,9.31437,-2.71881,-0.257978,7.67168,-7.3651,1.93149,
0.8,0.816162,0.817781,9.70399,10.6757,-1.0636,-0.31755,9.64029,3.93301,-0.498507,9.91231,9.31515,-2.71904,-0.258,7.67232,-7.36572,1.93165,
0.8,0.816162,0.817781,9.7048,10.6766,-1.06369,-0.317577,9.6411,3.93334,-0.498549,9.91314,9.31594,-2.71927,-0.258021,7.67297,-7.36634,1.93181,
0.8,0.816162,0.817781,9.70562,10.6775,-1.06378,-0.317604,9.64192,3.93367,-0.498591,9.91398,9.31672,-2.7195,-0.258043,7.67361,-7.36696,1.93198,
