dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.816161,0.817789,9.69766,10.6745,-1.06277,-0.317239,9.63402,3.93359,-0.497427,9.91079,9.30905,-2.71735,-0.257814,7.67139,-7.36489,1.93143,
0.8,0.816161,0.817789,9.69847,10.6754,-1.06286,-0.317266,9.63484,3.93393,-0.497468,9.91162,9.30984,-2.71758,-0.257836,7.67204,-7.36551,1.93159,
0.8,0.816161,0.817789,9.69929,10.6763,-1.06295,-0.317293,9.63565,3.93426,-0.49751,9.91246,9.31062,-2.71781,-0.257857,7.67268,-7.36613,1.93175,
0.8,0.816161,0.817789,9.70011,10.6772,-1.06304,-0.317319,9.63646,3.93459,-0.497552,9.91329,9.31141,-2.71804,-0.257879,7.67333,-7.36675,1.93192,
0.8,0.816161,0.817789,9.70092,10.6781,-1.06313,-0.317346,9.63727,3.93492,-0.497594,9.91413,9.31219,-2.71827,-0.257901,7.67398,-7.36737,1.93208,
0.8,0.816161,0.817789,9.70174,10.679,-1.06322,-0.317373,9.63808,3.93525,-0.497636,9.91496,9.31297,-2.7185,-0.257922,7.67462,-7.36799,1.93224,
0.8,0.816161,0.817789,9.70256,10.6799,-1.06331,-0.3174,9.63889,3.93558,-0.497678,9.9158,9.31376,-2.71873,-0.257944,7.67527,-7.36861,1.9324,
0.8,0.816161,0.817789,9.70337,10.6808,-1.0634,-0.317426,9.6397,3.93591,-0.49772,9.91663,9.31454,-2.71895,-0.257966,7.67591,-7.36923,1.93257,
0.8,0.816161,0.817789,9.70419,10.6817,-1.06349,-0.317453,9.64051,3.93624,-0.497762,9.91747,9.31532,-2.71918,-0.257988,7.67656,-7.36985,1.93273,
0.8,0.816161,0.817789,9.70501,10.6826,-1.06358,-0.31748,9.64132,3.93658,-0.497803,9.9183,9.31611,-2.71941,-0.258009,7.67721,-7.37047,1.93289,
