dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.585431,0.596941,-85.8385,-81.2337,10.0167,11.7901,-84.4329,-8.30148,16.3078,-79.1458,-85.1417,-5.91565,7.86504,-80.3596,7.2256,-7.71721,
0.8,0.585397,0.596934,-88.8866,-81.9039,10.3794,12.2078,-87.4304,-8.3709,16.4417,-79.7988,-88.1651,-6.12581,8.14435,-81.0224,7.28597,-7.78101,
0.8,0.585329,0.596918,-90.5739,-82.4035,10.5903,12.4372,-89.0887,-8.4241,16.5468,-80.2843,-89.8388,-6.24228,8.29899,-81.5166,7.33217,-7.82878,
0.8,0.585294,0.596909,-88.9365,-82.01,10.4061,12.2111,-87.4774,-8.38503,16.4701,-79.9004,-88.2147,-6.12969,8.14901,-81.1273,7.29809,-7.79156,
0.8,0.585259,0.596899,-89.0976,-82.1943,10.4322,12.2321,-87.6352,-8.40525,16.5093,-80.0793,-88.3746,-6.14086,8.16379,-81.3095,7.31553,-7.80925,
0.8,0.585225,0.59689,-89.4514,-82.2414,10.4811,12.2794,-87.9824,-8.41145,16.5212,-80.1245,-88.7255,-6.16515,8.19619,-81.3561,7.32064,-7.81389,
0.8,0.585192,0.596883,-89.1899,-82.0355,10.4576,12.2424,-87.7246,-8.39153,16.4821,-79.9233,-88.4663,-6.14714,8.17224,-81.1524,7.30345,-7.79452,
0.8,0.585162,0.596879,-88.8679,-81.7043,10.4261,12.1971,-87.4073,-8.35812,16.4177,-79.6002,-88.1469,-6.12501,8.14275,-80.8247,7.27519,-7.76327,
0.8,0.585136,0.59688,-88.0882,-81.2378,10.3392,12.0887,-86.6401,-8.31031,16.3261,-79.1453,-87.3735,-6.07177,8.0714,-80.3631,7.23508,-7.71919,
0.8,0.585104,0.5969,-88.3038,-80.0182,10.3733,12.1172,-86.8512,-8.18287,16.0851,-77.9565,-87.5874,-6.08647,8.09112,-79.1562,7.13026,-7.60396,
0.8,0.585096,0.596914,-86.8351,-79.9932,10.2023,11.9153,-85.4065,-8.17821,16.0819,-77.932,-86.1305,-5.98554,7.9566,-79.1313,7.13005,-7.60192,
0.8,0.585093,0.596931,-86.4639,-79.7474,10.1596,11.8642,-85.0414,-8.15065,16.0344,-77.6924,-85.7623,-5.96029,7.92264,-78.8879,7.11045,-7.57896,
0.8,0.585093,0.596948,-86.1474,-79.7256,10.1225,11.8206,-84.7301,-8.14585,16.032,-77.6711,-85.4484,-5.93874,7.89369,-78.8661,7.11076,-7.57727,
0.8,0.585095,0.596967,-85.9335,-79.4628,10.0969,11.7912,-84.5197,-8.11627,15.981,-77.415,-85.236,-5.9241,7.8741,-78.6058,7.08961,-7.55268,
0.8,0.585098,0.59699,-85.7901,-79.1151,10.0794,11.7716,-84.3788,-8.07768,15.9129,-77.0762,-85.0938,-5.91423,7.86096,-78.2616,7.06102,-7.52004,
0.8,0.585103,0.597016,-85.6948,-78.7763,10.0675,11.7586,-84.2851,-8.03983,15.8466,-76.746,-84.9992,-5.90758,7.85221,-77.926,7.03365,-7.48832,
0.8,0.58511,0.597044,-85.4655,-78.5366,10.0391,11.7272,-84.0597,-8.01185,15.8006,-76.5125,-84.7717,-5.89174,7.83118,-77.6886,7.01497,-7.466,
0.8,0.585118,0.597075,-85.381,-78.3513,10.0275,11.7157,-83.9768,-7.9893,15.7654,-76.3319,-84.6879,-5.8859,7.82344,-77.505,7.00106,-7.44883,
0.8,0.585127,0.597107,-85.2374,-78.1707,10.0087,11.6961,-83.8358,-7.96728,15.7311,-76.1558,-84.5454,-5.87602,7.81028,-77.326,6.98749,-7.43209,
0.8,0.585138,0.597129,-85.0585,-79.1551,9.98535,11.6717,-83.6601,-8.06538,15.9313,-77.1147,-84.3679,-5.86369,7.79389,-78.2998,7.07447,-7.52551,
0.8,0.585151,0.597165,-84.923,-77.792,9.96707,11.6532,-83.5271,-7.92239,15.6592,-75.7867,-84.2335,-5.85438,7.78148,-76.9512,6.95544,-7.39639,
0.8,0.585166,0.597201,-84.6792,-77.733,9.93548,11.62,-83.2876,-7.91233,15.6494,-75.7292,-83.9916,-5.8376,7.75913,-76.8925,6.95281,-7.39123,
0.8,0.585182,0.597239,-84.6283,-77.5129,9.92669,11.6133,-83.2379,-7.88599,15.6073,-75.5147,-83.9411,-5.83415,7.75448,-76.6745,6.93569,-7.37074,
0.8,0.585198,0.597281,-84.5637,-77.2047,9.91636,11.6047,-83.1747,-7.85011,15.5473,-75.2145,-83.877,-5.82965,7.74855,-76.3694,6.91062,-7.34186,
0.8,0.585216,0.597321,-84.3719,-77.3017,9.89073,11.5789,-82.9862,-7.8561,15.5688,-75.309,-83.6867,-5.81631,7.73095,-76.465,6.922,-7.35154,
0.8,0.585239,0.597362,-83.992,-77.3082,9.84218,11.5274,-82.613,-7.85299,15.5722,-75.3153,-83.3098,-5.78993,7.6961,-76.4712,6.92492,-7.35256,
