pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
5.9446,0.213223,5.593,5.59909,141.82,-166.71,45.3164,0.823831,1.18521,9.46658,9.91991,-2.10521,1.50022,-4.17184,-2.1593,-1.96215e-07,7.37708e-08,2.27081e-14,-9.81075e-05,3.68854e-05,0.000150692,
5.9446,0.213223,5.593,5.59909,141.847,-166.749,45.3262,0.82413,1.1855,9.46929,9.92283,-2.10561,1.50033,-4.1727,-2.15996,-3.44327e-07,1.29457e-07,5.17559e-14,-9.81075e-05,3.68854e-05,0.000150692,
5.9446,0.213223,5.593,5.59909,141.871,-166.779,45.3342,0.82432,1.18572,9.47121,9.92486,-2.10596,1.50052,-4.17342,-2.16041,-4.67978e-07,1.75945e-07,3.60721e-14,-9.81075e-05,3.68854e-05,0.000150692,
5.9446,0.213211,5.593,5.59909,141.896,-166.811,45.3427,0.824523,1.18598,9.47319,9.92703,-2.10633,1.50069,-4.17418,-2.1609,-5.49913e-07,1.39618e-07,2.78119e-13,-6.25745e-05,-2.77436e-05,0.00040276,
5.9446,0.213223,5.593,5.59909,141.921,-166.847,45.352,0.824802,1.18621,9.4758,9.92976,-2.10669,1.50082,-4.175,-2.16153,-6.78546e-07,8.5655e-08,4.03217e-13,-8.84963e-05,-3.71254e-05,0.000436859,
5.94461,0.213283,5.59299,5.59902,141.946,-166.878,45.3602,0.825039,1.1866,9.47507,9.92822,-2.10672,1.50253,-4.17581,-2.16133,3.67559e-06,-4.50085e-06,3.00573e-10,0.00343069,-0.00361384,0.0136602,
5.94467,0.213859,5.59297,5.59868,141.971,-166.911,45.3688,0.825552,1.18697,9.46642,9.91423,-2.10487,1.5103,-4.17673,-2.15898,1.70342e-05,-1.75506e-05,2.78685e-09,0.0101823,-0.00994748,0.0402394,
5.94455,0.21441,5.59297,5.59877,142,-166.945,45.3777,0.825512,1.1853,9.47682,9.92373,-2.10496,1.50854,-4.17688,-2.16077,3.33766e-05,-3.46914e-05,5.0745e-09,0.0117763,-0.0123525,0.0513322,
5.94425,0.212864,5.59304,5.59984,142.035,-166.983,45.387,0.824403,1.18409,9.51695,9.98084,-2.11224,1.48402,-4.17691,-2.17076,5.18865e-05,-5.55622e-05,6.62977e-09,0.0125635,-0.0141671,0.0552648,
5.94388,0.210323,5.59305,5.60109,142.062,-167.012,45.3944,0.818996,1.17867,9.51562,10,-2.11267,1.44726,-4.15816,-2.17193,6.59479e-05,-7.11348e-05,3.36122e-09,0.0122932,-0.0136152,0.0506816,
5.94346,0.207986,5.59301,5.60282,142.098,-167.047,45.4029,0.810133,1.16607,9.49372,10,-2.10664,1.39302,-4.12009,-2.168,8.1886e-05,-8.80603e-05,4.2644e-09,0.0118611,-0.0125968,0.048597,
5.94293,0.204631,5.59299,5.60502,142.129,-167.079,45.411,0.798718,1.15092,9.46469,10,-2.09979,1.32448,-4.0728,-2.16302,9.81196e-05,-0.000104257,4.57109e-09,0.0127393,-0.0127107,0.0530548,
5.9424,0.200268,5.59294,5.6073,142.16,-167.111,45.4189,0.786837,1.13775,9.43175,10,-2.09523,1.25398,-4.02649,-2.15776,0.000116103,-0.000121076,6.06794e-09,0.0146224,-0.0136771,0.0633353,
5.9418,0.195882,5.59293,5.60953,142.196,-167.146,45.4279,0.774589,1.12476,9.39938,10,-2.09103,1.1856,-3.98177,-2.15246,0.000139297,-0.000143487,1.14254e-08,0.0162893,-0.0157406,0.0750697,
