pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
4.24774,2.50503,0.144686,5.10173,0,200,0,10,10,7.06833,8.77734,-10,-10,-10,-10,0,-2944.63,0,-1027.65,0,1568.72,0,3027.47,-44.6989,-22.4056,29.7219,-40.2071,7.20906,49.4776,-46.2579,18.9791,1385.34,-1702.15,-767.59,-813.523,-849.144,1057.33,1369.91,1636.87,1.26321,6.95307e-310,-2150.18,8.48735e-315,-1027.65,1.4822e-323,1335.64,6.12819e-310,2067.71,-44.6989,-2172.59,29.7219,-1067.86,7.20906,1385.12,-46.2579,2086.69,302.684,257.985,122.927,152.649,-182.329,-175.12,-246.122,-292.38,
4.24774,2.50503,0.144686,5.10173,0,200,0,10,10,7.06833,8.77734,-10,-10,-10,-10,0,-2944.63,0,-1027.65,0,1568.72,0,3027.47,-44.6989,-22.4056,29.7219,-40.2071,7.20906,49.4776,-46.2579,18.9791,1385.34,-1702.15,-767.59,-813.523,-849.144,1057.33,1369.91,1636.87,1.26321,6.95307e-310,-2150.18,8.48735e-315,-1027.65,1.4822e-323,1335.64,6.12819e-310,2067.71,-44.6989,-2172.59,29.7219,-1067.86,7.20906,1385.12,-46.2579,2086.69,302.684,257.985,122.927,152.649,-182.329,-175.12,-246.122,-292.38,
4.24774,2.50503,0.144686,5.10173,0,200,0,10,10,7.06833,8.77734,-10,-10,-10,-10,0,-2944.63,0,-1027.65,0,1568.72,0,3027.47,-44.6989,-22.4056,29.7219,-40.2071,7.20906,49.4776,-46.2579,18.9791,1385.34,-1702.15,-767.59,-813.523,-849.144,1057.33,1369.91,1636.87,1.26321,6.95307e-310,-2150.18,8.48735e-315,-1027.65,1.4822e-323,1335.64,6.12819e-310,2067.71,-44.6989,-2172.59,29.7219,-1067.86,7.20906,1385.12,-46.2579,2086.69,302.684,257.985,122.927,152.649,-182.329,-175.12,-246.122,-292.38,
4.24774,2.50503,0.144686,5.10173,0,200,0,10,10,7.06833,8.77734,-10,-10,-10,-10,0,-2944.63,0,-1027.65,0,1568.72,0,3027.47,-44.6989,-22.4056,29.7219,-40.2071,7.20906,49.4776,-46.2579,18.9791,1385.34,-1702.15,-767.59,-813.523,-849.144,1057.33,1369.91,1636.87,1.26321,6.95307e-310,-2150.18,8.48735e-315,-1027.65,1.4822e-323,1335.64,6.12819e-310,2067.71,-44.6989,-2172.59,29.7219,-1067.86,7.20906,1385.12,-46.2579,2086.69,302.684,257.985,122.927,152.649,-182.329,-175.12,-246.122,-292.38,
4.24775,2.50504,0.144686,5.10172,0,200,0,10,10,7.06845,8.77743,-10,-10,-10,-10,0,-2944.65,0,-1027.67,0,1568.72,0,3027.49,-44.6991,-22.4051,29.7214,-40.2074,7.20906,49.4776,-46.2581,18.9785,1385.34,-1702.19,-767.582,-813.533,-849.141,1057.34,1369.91,1636.9,1.26321,6.95307e-310,-2150.23,8.48735e-315,-1027.67,1.4822e-323,1335.65,6.12819e-310,2067.76,-44.6991,-2172.64,29.7214,-1067.87,7.20906,1385.13,-46.2581,2086.74,302.69,257.991,122.93,152.651,-182.331,-175.121,-246.128,-292.386,
4.24775,2.50504,0.144686,5.10173,0,200,0,10,10,7.06845,8.77743,-10,-10,-10,-10,0,-2944.65,0,-1027.67,0,1568.72,0,3027.47,-44.6991,-22.4051,29.7214,-40.2074,7.20906,49.4776,-46.2579,18.9791,1385.34,-1702.18,-767.592,-813.531,-849.136,1057.33,1369.91,1636.88,1.26322,6.95307e-310,-2150.22,8.48735e-315,-1027.67,1.4822e-323,1335.64,6.12819e-310,2067.73,-44.6991,-2172.63,29.7214,-1067.87,7.20906,1385.12,-46.2579,2086.71,302.689,257.99,122.93,152.651,-182.33,-175.121,-246.124,-292.382,
4.24778,2.50504,0.144662,5.10171,0,200,0,10,10,7.06845,8.77743,-10,-10,-10,-10,0,-2944.69,0,-1027.67,0,1568.75,0,3027.5,-44.6999,-22.4035,29.7214,-40.2074,7.20788,49.4777,-46.2584,18.978,1385.37,-1702.28,-767.577,-813.554,-849.122,1057.37,1369.92,1636.94,1.26318,6.95307e-310,-2150.29,8.48735e-315,-1027.67,1.4822e-323,1335.65,6.12819e-310,2067.76,-44.6999,-2172.69,29.7214,-1067.87,7.20788,1385.12,-46.2584,2086.74,302.697,257.997,122.93,152.651,-182.33,-175.122,-246.127,-292.385,
4.24806,2.50523,0.14441,5.10145,0,200,0,10,10,7.07028,8.77881,-10,-10,-10,-10,0,-2944.99,0,-1027.88,0,1569.03,0,3027.79,-44.7061,-22.3911,29.7137,-40.2131,7.19543,49.4795,-46.2634,18.9658,1385.6,-1703.11,-767.391,-813.68,-849.021,1057.57,1370.11,1637.61,1.26325,6.95307e-310,-2151.44,8.48735e-315,-1027.88,1.4822e-323,1335.97,6.12819e-310,2068.71,-44.7061,-2173.84,29.7137,-1068.09,7.19543,1385.45,-46.2634,2087.67,302.848,258.142,122.961,152.675,-182.366,-175.17,-246.245,-292.509,
4.24862,2.50596,0.143907,5.10082,0,200,0,10,10,7.07725,8.78409,-10,-10,-10,-10,0,-2945.61,0,-1028.68,0,1569.58,0,3028.48,-44.7187,-22.366,29.6843,-40.2349,7.17052,49.4832,-46.2752,18.9369,1386.12,-1704.87,-766.947,-813.901,-848.811,1057.86,1370.66,1639.21,1.26389,6.95307e-310,-2154.77,8.48735e-315,-1028.68,1.4822e-323,1337.02,6.12819e-310,2071.78,-44.7187,-2177.13,29.6843,-1068.92,7.17052,1386.5,-46.2752,2090.72,303.28,258.561,123.083,152.767,-182.489,-175.318,-246.632,-292.907,
4.2486,2.50654,0.143919,5.10047,0,200,0,10,10,7.08273,8.78825,-10,-10,-10,-10,0,-2945.58,0,-1029.31,0,1569.57,0,3028.86,-44.7182,-22.367,29.6611,-40.2519,7.17111,49.4831,-46.2818,18.9208,1386.15,-1705.08,-766.669,-813.846,-848.906,1057.76,1371.05,1640.02,1.26475,6.95307e-310,-2156.51,8.48735e-315,-1029.31,1.4822e-323,1337.81,6.12819e-310,2074.23,-44.7182,-2178.88,29.6611,-1069.57,7.17111,1387.29,-46.2818,2093.15,303.505,258.786,123.178,152.839,-182.591,-175.42,-246.943,-293.224,
