p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,-0.071958,-7.1958e-05,-0.071958,1946.02
750,105.5,80,-0.071958,-0.000153238,-0.071958,-53.9831
750,105.5,80,-0.0719582,-0.000225277,-0.0719582,-54.0071
750,105.5,80,-0.0719581,-0.000301778,-0.0719581,-53.9947
750,105.5,80,-0.071958,-0.000379077,-0.071958,-54.0036
750,105.5,80,-0.0719582,-0.000451116,-0.0719582,-54.0268
750,105.5,80,-0.0719582,-0.000524194,-0.0719582,-54.0292
750,105.5,80,-0.0719582,-0.000596177,-0.0719582,-54.0263
750,105.5,80,-0.0719577,-0.000673226,-0.0719577,-54.0041
750,105.5,80,-0.0719568,-0.000751178,-0.0719568,-53.9825
750,105.5,80,-0.0719542,-0.000855942,-0.0719542,-53.9112
750,105.5,80,-0.0719528,-0.00094288,-0.0719528,-53.9711
750,105.5,80,-0.0719513,-0.001024,-0.0719513,-53.965
750,105.5,80,-0.0719501,-0.00109604,-0.0719501,-53.9799
750,105.5,80,-0.0719486,-0.00116806,-0.0719486,-53.9717
750,105.5,80,-0.0719469,-0.00124006,-0.0719469,-53.9527
750,105.5,80,-0.0719453,-0.00131349,-0.0719453,-53.9689
750,105.5,80,-0.0719432,-0.00138546,-0.0719432,-53.9356
750,105.5,80,-0.071941,-0.00145758,-0.071941,-53.9401
750,105.5,80,-0.0719393,-0.00152958,-0.0719393,-53.9754
750,105.5,80,-0.0719375,-0.00161147,-0.0719375,-54.0008
750,105.5,80,-0.0719363,-0.00170097,-0.0719363,-54.0503
750,105.5,80,-0.0719336,-0.00179954,-0.0719336,-53.9825
750,105.5,80,-0.0719321,-0.00187691,-0.0719321,-54.0402
750,105.5,80,-0.0719301,-0.00195809,-0.0719301,-54.0089
750,105.5,80,-0.0719272,-0.00203371,-0.0719272,-53.9417
750,105.5,80,-0.0719243,-0.0021174,-0.0719243,-53.9664
750,105.5,80,-0.0719212,-0.00220034,-0.0719212,-53.9587
750,105.5,80,-0.0719141,-0.00229667,-0.0719141,-53.7496
750,105.5,80,-0.0719102,-0.00237672,-0.0719102,-53.9031
750,105.5,80,-0.0719062,-0.00245896,-0.0719062,-53.9128
750,105.5,80,-0.0719022,-0.00253315,-0.0719022,-53.8858
750,105.5,80,-0.0718981,-0.00261477,-0.0718981,-53.9098
750,105.5,80,-0.0718939,-0.0026919,-0.0718939,-53.8875
750,105.5,80,-0.0718896,-0.00277241,-0.0718896,-53.9059
750,105.5,80,-0.0718802,-0.00285212,-0.0718802,-53.5336
750,105.5,80,-0.0718752,-0.00294993,-0.0718752,-53.9206
750,105.5,80,-0.0718701,-0.00302284,-0.0718701,-53.8251
750,105.5,80,-0.0718693,-0.00309772,-0.0718693,-54.1638
750,105.5,80,-0.0718638,-0.00317141,-0.0718638,-53.8038
750,105.5,80,-0.0718581,-0.00324726,-0.0718581,-53.8028
750,105.5,80,-0.0718528,-0.00332016,-0.0718528,-53.8212
750,105.5,80,-0.0718472,-0.00339445,-0.0718472,-53.8145
750,105.5,80,-0.0718417,-0.00346668,-0.0718417,-53.8055
