p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,0.250317,0.000250317,0.250317,-1812.24
750,105.5,80,0.250316,0.000533062,0.250316,187.69
750,105.5,80,0.250315,0.000783656,0.250315,187.75
750,105.5,80,0.250314,0.00104977,0.250314,187.785
750,105.5,80,0.250313,0.00131867,0.250313,187.811
750,105.5,80,0.250312,0.00156926,0.250312,187.829
750,105.5,80,0.250312,0.00182347,0.250312,187.855
750,105.5,80,0.250311,0.00207387,0.250311,187.875
750,105.5,80,0.25031,0.00234188,0.25031,187.923
750,105.5,80,0.250309,0.00261305,0.250309,187.958
750,105.5,80,0.250308,0.00297749,0.250308,187.995
750,105.5,80,0.250308,0.00327993,0.250308,188.065
750,105.5,80,0.250308,0.00356214,0.250308,188.094
750,105.5,80,0.250308,0.00381276,0.250308,188.123
750,105.5,80,0.250308,0.0040633,0.250308,188.168
750,105.5,80,0.250308,0.0043138,0.250308,188.161
750,105.5,80,0.250308,0.00456928,0.250308,188.213
750,105.5,80,0.250307,0.00481967,0.250307,188.23
750,105.5,80,0.250308,0.00507061,0.250308,188.268
750,105.5,80,0.250308,0.00532114,0.250308,188.314
750,105.5,80,0.250308,0.00560608,0.250308,188.33
750,105.5,80,0.250308,0.00591749,0.250308,188.367
750,105.5,80,0.250308,0.0062605,0.250308,188.394
750,105.5,80,0.250308,0.0065297,0.250308,188.394
750,105.5,80,0.250308,0.00681221,0.250308,188.432
750,105.5,80,0.250307,0.00707537,0.250307,188.438
750,105.5,80,0.250306,0.00736661,0.250306,188.463
750,105.5,80,0.250304,0.00765527,0.250304,188.387
750,105.5,80,0.250303,0.00799055,0.250303,188.471
750,105.5,80,0.2503,0.00826919,0.2503,188.432
750,105.5,80,0.250297,0.00855544,0.250297,188.422
750,105.5,80,0.250293,0.00881371,0.250293,188.295
750,105.5,80,0.250287,0.00909785,0.250287,188.234
750,105.5,80,0.250279,0.00936634,0.250279,188.13
750,105.5,80,0.250272,0.00964662,0.250272,188.22
750,105.5,80,0.250261,0.00992417,0.250261,187.958
750,105.5,80,0.250258,0.0102647,0.250258,188.578
750,105.5,80,0.250255,0.0105186,0.250255,188.565
750,105.5,80,0.250252,0.0107793,0.250252,188.59
750,105.5,80,0.250248,0.0110359,0.250248,188.587
750,105.5,80,0.250245,0.0113001,0.250245,188.611
750,105.5,80,0.250241,0.011554,0.250241,188.603
750,105.5,80,0.250237,0.0118127,0.250237,188.594
750,105.5,80,0.250232,0.0120643,0.250232,188.555
750,105.5,80,0.250227,0.0123503,0.250227,188.625
750,105.5,80,0.250222,0.0126367,0.250222,188.635
750,105.5,80,0.25021,0.0129741,0.25021,188.368
750,105.5,80,0.250204,0.0132747,0.250204,188.607
750,105.5,80,0.250197,0.0135734,0.250197,188.657
750,105.5,80,0.250191,0.0138303,0.250191,188.597
750,105.5,80,0.250184,0.014106,0.250184,188.623
750,105.5,80,0.250177,0.0143728,0.250177,188.645
750,105.5,80,0.250161,0.0146548,0.250161,188.023
750,105.5,80,0.250151,0.0149993,0.250151,188.631
750,105.5,80,0.25014,0.015271,0.25014,188.354
750,105.5,80,0.250129,0.0155313,0.250129,188.398
750,105.5,80,0.250118,0.0157999,0.250118,188.462
750,105.5,80,0.250108,0.0160595,0.250108,188.485
750,105.5,80,0.250097,0.0163306,0.250097,188.45
750,105.5,80,0.250086,0.016593,0.250086,188.484
750,105.5,80,0.250075,0.0168809,0.250075,188.577
750,105.5,80,0.250052,0.0171477,0.250052,187.672
750,105.5,80,0.250042,0.0174901,0.250042,188.764
750,105.5,80,0.250031,0.0177662,0.250031,188.598
