pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
6.19716,0.904701,1.90757,3.62947,300,300,-300,-0.112776,7.86032,1.23314,10,-2.46354,3.68888,2.91828,8.66322,-1.48856e-07,-1.62949e-07,1.82982e-13,-7.44278e-05,-8.14747e-05,0.000427764,
6.19716,0.904701,1.90757,3.62947,60.7624,-131.766,36.5407,4.60479,0.464266,4.42583,2.17627,8.71276,10,-3.27146,-1.2383,-2.32926e-07,-2.54979e-07,2.33464e-13,-7.44278e-05,-8.14747e-05,0.000427764,
6.19716,0.904701,1.90757,3.62947,60.7733,-131.809,36.5529,4.60501,0.464419,4.42594,2.1763,8.71279,10,-3.27116,-1.23795,-3.07436e-07,-3.36545e-07,1.8339e-13,-7.44278e-05,-8.14747e-05,0.000427764,
6.19714,0.904713,1.90759,3.62947,60.8029,-131.843,36.5595,4.60481,0.46434,4.42588,2.17635,8.71277,10,-3.27176,-1.2386,-3.22547e-07,-3.43858e-07,1.5501e-14,-1.42138e-05,-6.87908e-06,-0.00011711,
6.19714,0.904713,1.90759,3.62949,60.8078,-131.864,36.565,4.605,0.464501,4.42596,2.1764,8.71275,10,-3.2715,-1.23829,-3.52684e-07,-3.53996e-07,3.59951e-14,-2.80536e-05,-9.43773e-06,0.000176613,
6.19715,0.904713,1.90761,3.62948,60.7936,-131.872,36.5688,4.60539,0.464741,4.42621,2.17637,8.71292,10,-3.27092,-1.23771,1.23513e-07,-7.78046e-07,1.05908e-12,0.000475667,-0.000423579,0.00102797,
6.19732,0.904809,1.90789,3.62934,60.8046,-131.895,36.5742,4.60481,0.463998,4.42658,2.17568,8.71399,10,-3.27154,-1.23903,4.88481e-06,-5.48943e-06,2.13384e-10,0.00468826,-0.00463918,0.0143837,
6.19759,0.905181,1.90837,3.62918,60.8161,-131.914,36.5782,4.60448,0.462662,4.42739,2.17469,8.71598,10,-3.2722,-1.24077,1.31518e-05,-1.50076e-05,9.47949e-10,0.00826401,-0.00951505,0.030778,
6.19747,0.905456,1.90824,3.62939,60.8634,-131.963,36.5873,4.60534,0.462711,4.42726,2.17542,8.7155,10,-3.27222,-1.24021,2.33466e-05,-2.63359e-05,1.49057e-09,0.00952103,-0.01058,0.0360561,
6.19713,0.905157,1.90743,3.62988,60.9024,-131.999,36.5938,4.60634,0.464416,4.42585,2.17729,8.71207,10,-3.27067,-1.23672,3.27668e-05,-3.81765e-05,1.66841e-09,0.00869542,-0.0109301,0.0377033,
