dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.702643,0.939132,-211.42,83.7119,77.383,-10.7484,0,-56.521,-7.894,0,-189.345,93.6833,-1.63128,61.7847,-56.2324,15.0036,
0.7,0.702642,0.939132,0,83.7152,-0,0,0,-56.523,-7.89135,0,0,-0,0,61.785,-56.2371,15.0045,
0.7,0.702644,0.939132,0,83.7441,-0,0,0,-56.5424,-7.89256,0,0,-0,0,61.8052,-56.2579,15.0098,
0.7,0.702645,0.939131,0,83.7546,-0,0,0,-56.5494,-7.8922,0,0,-0,0,61.8119,-56.266,15.0118,
0.7,0.702648,0.939131,0,83.7725,-0,0,0,-56.5615,-7.89254,0,0,-0,0,61.8242,-56.2792,15.0152,
0.7,0.702651,0.939131,0,83.7874,-0,0,0,-56.5715,-7.89256,0,0,-0,0,61.8343,-56.2903,15.0179,
0.7,0.702654,0.939131,0,83.796,-0,0,0,-56.5773,-7.89202,0,0,-0,0,61.8397,-56.2971,15.0196,
0.7,0.702656,0.939131,0,83.8551,-0,0,0,-56.6169,-7.89626,0,0,-0,0,61.8822,-56.3381,15.0303,
0.7,0.70266,0.939131,0,83.8566,-0,0,0,-56.6178,-7.89416,0,0,-0,0,61.8818,-56.3408,15.0308,
0.7,0.702675,0.939131,0,83.873,-0,0,0,-56.6289,-7.89472,0,0,-0,0,61.8934,-56.3525,15.0338,
0.7,0.702684,0.939131,0,83.8907,-0,0,0,-56.6409,-7.89541,0,0,-0,0,61.906,-56.3648,15.037,
0.7,0.702695,0.93913,0,83.8919,-0,0,0,-56.6419,-7.89385,0,0,-0,0,61.9065,-56.3662,15.0373,
0.7,0.702718,0.93913,0,83.936,-0,0,0,-56.6719,-7.89724,0,0,-0,0,61.939,-56.3959,15.0452,
0.7,0.702729,0.93913,0,83.9397,-0,0,0,-56.6746,-7.89694,0,0,-0,0,61.9418,-56.3983,15.0459,
0.7,0.702741,0.93913,0,83.9662,-0,0,0,-56.6928,-7.89875,0,0,-0,0,61.9616,-56.416,15.0506,
0.7,0.702753,0.939129,0,83.9803,-0,0,0,-56.7025,-7.89935,0,0,-0,0,61.9722,-56.4252,15.0531,
