pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
4.7144,4.76801,4.51997,4.537,92.3011,-48.8031,15.5136,-0.299356,0.155126,-0.0840711,0.140708,-0.575458,-0.0623408,-0.691429,-0.0272871,-1.94982e-08,-2.01113e-07,3.11588e-14,-9.74911e-06,-0.000100557,0.000176518,
4.7144,4.76801,4.51997,4.537,92.2847,-48.8302,15.5265,-0.299373,0.15541,-0.0836567,0.140759,-0.575657,-0.0621978,-0.692088,-0.0271267,-3.3443e-08,-3.44945e-07,6.37486e-14,-9.74911e-06,-0.000100557,0.000176518,
4.71438,4.768,4.51996,4.537,92.3382,-48.8773,15.531,-0.299797,0.155532,-0.0833124,0.140683,-0.576099,-0.0620186,-0.693036,-0.02679,-6.9637e-08,-2.74772e-07,3.26323e-14,-1.82752e-05,3.5432e-05,9.12113e-05,
4.71437,4.768,4.51996,4.537,92.5063,-48.3008,15.5349,-0.295023,0.150857,-0.079638,0.13549,-0.57273,-0.0656585,-0.689089,-0.030974,-1.02918e-06,-3.42339e-06,9.28547e-12,-0.000877771,-0.00288028,0.00278751,
4.71435,4.76816,4.51995,4.53698,93.6511,-44.6556,15.5363,-0.265371,0.120948,-0.0581698,0.103373,-0.551504,-0.0889281,-0.662627,-0.0577427,-9.75952e-06,-3.26911e-05,6.89864e-10,-0.00631446,-0.0211676,0.0189962,
4.71434,4.76857,4.51991,4.53695,93.8265,-43.4919,15.544,-0.255976,0.111635,-0.0501447,0.0936264,-0.544365,-0.0959737,-0.654322,-0.0659237,-1.75511e-05,-6.2891e-05,5.21222e-10,-0.00699643,-0.0271168,0.0204989,
4.71434,4.76808,4.51991,4.53699,93.2702,-44.9093,15.5443,-0.266846,0.123954,-0.0586138,0.105832,-0.552484,-0.0865787,-0.664828,-0.0551185,-2.22975e-05,-8.60745e-05,1.67224e-10,-0.00410345,-0.0200424,0.011179,
4.71433,4.76595,4.51999,4.53705,92.8162,-46.5804,15.5446,-0.277965,0.139388,-0.0718033,0.11892,-0.562634,-0.0758212,-0.676961,-0.0428695,-2.44806e-05,-0.000100693,2.61076e-11,-0.00174616,-0.0116924,0.00408674,
4.71437,4.76438,4.52014,4.53714,92.5408,-47.6357,15.5466,-0.284632,0.149465,-0.0806427,0.126958,-0.569126,-0.0689628,-0.684713,-0.0351346,-2.47805e-05,-0.000107952,3.32765e-13,-0.000266517,-0.00644919,-0.000512526,
4.71439,4.76387,4.52023,4.53725,92.3436,-47.7516,15.5468,-0.284773,0.151435,-0.0816708,0.127784,-0.569631,-0.0676766,-0.685744,-0.0337079,-2.33274e-05,-0.000118749,7.15272e-11,0.000789089,-0.00586306,-0.00459261,
