pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
4.76143,4.72562,4.9256,4.89013,0,100,0,-0.874655,-2.31043,-3.32512,-4.7625,2.39847,0.993518,-0.424862,-1.83972,0,154.628,0,156.418,0,146.419,0,148.193,-24.9699,1.22549,-24.9978,0.330761,-24.4339,5.29,-24.6062,4.4201,6.55741,1.32293,17.3285,3.37644,-12.2138,-1.44974,-12.1658,0.918597,161.325,6.95286e-310,213.421,8.48735e-315,544.705,1.4822e-323,-233.88,6.09426e-310,148.193,-24.9699,214.647,-24.9978,545.035,-24.4339,-228.59,-24.6062,152.613,-15.2114,-40.1813,-57.8282,-82.826,41.7125,17.2786,-7.3889,-31.9951,
4.76143,4.72562,4.9256,4.89013,0,100,0,-0.874655,-2.31043,-3.32512,-4.7625,2.39847,0.993518,-0.424862,-1.83972,0,154.628,0,156.418,0,146.419,0,148.193,-24.9699,1.22549,-24.9978,0.330761,-24.4339,5.29,-24.6062,4.4201,6.55741,1.32293,17.3285,3.37644,-12.2138,-1.44974,-12.1658,0.918597,161.325,6.95286e-310,213.421,8.48735e-315,544.705,1.4822e-323,-233.88,6.09426e-310,148.193,-24.9699,214.647,-24.9978,545.035,-24.4339,-228.59,-24.6062,152.613,-15.2114,-40.1813,-57.8282,-82.826,41.7125,17.2786,-7.3889,-31.9951,
4.76143,4.72562,4.9256,4.89013,0,100,0,-0.874655,-2.31043,-3.32512,-4.7625,2.39847,0.993518,-0.424862,-1.83972,0,154.628,0,156.418,0,146.419,0,148.193,-24.9699,1.22549,-24.9978,0.330761,-24.4339,5.29,-24.6062,4.4201,6.55741,1.32293,17.3285,3.37644,-12.2138,-1.44974,-12.1658,0.918597,161.325,6.95286e-310,213.421,8.48735e-315,544.705,1.4822e-323,-233.88,6.09426e-310,148.193,-24.9699,214.647,-24.9978,545.035,-24.4339,-228.59,-24.6062,152.613,-15.2114,-40.1813,-57.8282,-82.826,41.7125,17.2786,-7.3889,-31.9951,
4.76143,4.72562,4.9256,4.89013,0,100,0,-0.874655,-2.31043,-3.32512,-4.7625,2.39847,0.993518,-0.424862,-1.83972,0,154.628,0,156.418,0,146.419,0,148.193,-24.9699,1.22549,-24.9978,0.330761,-24.4339,5.29,-24.6062,4.4201,6.55741,1.32293,17.3285,3.37644,-12.2138,-1.44974,-12.1658,0.918597,161.325,6.95286e-310,213.421,8.48735e-315,544.705,1.4822e-323,-233.88,6.09426e-310,148.193,-24.9699,214.647,-24.9978,545.035,-24.4339,-228.59,-24.6062,152.613,-15.2114,-40.1813,-57.8282,-82.826,41.7125,17.2786,-7.3889,-31.9951,
4.7614,4.72561,4.9256,4.89014,0,100,0,-0.875672,-2.31145,-3.32564,-4.76301,2.39832,0.993369,-0.424861,-1.83971,0,154.629,0,156.419,0,146.419,0,148.192,-24.97,1.2249,-24.9978,0.330463,-24.4339,5.29,-24.6061,4.42039,6.55969,1.32366,17.3297,3.37657,-12.2143,-1.44949,-12.1689,0.918512,161.339,6.95286e-310,213.559,8.48735e-315,544.774,1.4822e-323,-233.86,6.09426e-310,148.192,-24.97,214.784,-24.9978,545.105,-24.4339,-228.57,-24.6061,152.613,-15.2291,-40.199,-57.8372,-82.835,41.7099,17.276,-7.38889,-31.995,
4.76139,4.72561,4.9256,4.89014,0,100,0,-0.875458,-2.31123,-3.32384,-4.76121,2.39759,0.992636,-0.424861,-1.83971,0,154.629,0,156.419,0,146.419,0,148.192,-24.97,1.2246,-24.9978,0.330463,-24.4339,5.29,-24.6061,4.42039,6.56075,1.32389,17.3296,3.37608,-12.2144,-1.44932,-12.1696,0.918788,161.291,6.95286e-310,213.531,8.48735e-315,544.532,1.4822e-323,-233.761,6.09426e-310,148.192,-24.97,214.755,-24.9978,544.862,-24.4339,-228.471,-24.6061,152.613,-15.2254,-40.1953,-57.8059,-82.8037,41.6971,17.2632,-7.38889,-31.995,
4.7614,4.72561,4.92561,4.89013,0,100,0,-0.87362,-2.30939,-3.32107,-4.75844,2.3967,0.991751,-0.424862,-1.83972,0,154.629,0,156.419,0,146.418,0,148.193,-24.97,1.2249,-24.9978,0.330463,-24.4338,5.29029,-24.6062,4.4201,6.55928,1.32329,17.3301,3.37617,-12.2156,-1.44961,-12.1674,0.919446,161.176,6.95286e-310,213.282,8.48735e-315,544.158,1.4822e-323,-233.642,6.09426e-310,148.193,-24.97,214.507,-24.9978,544.489,-24.4338,-228.352,-24.6062,152.613,-15.1934,-40.1634,-57.7577,-82.7555,41.6817,17.2478,-7.3889,-31.9951,
4.76138,4.72551,4.92573,4.89012,0,100,0,-0.865256,-2.30103,-3.30682,-4.7442,2.39024,0.985331,-0.424863,-1.83972,0,154.63,0,156.423,0,146.412,0,148.193,-24.97,1.2243,-24.9978,0.328067,-24.4332,5.29321,-24.6062,4.4198,6.55916,1.32261,17.3463,3.38039,-12.2311,-1.45116,-12.1687,0.923855,160.407,6.95286e-310,212.156,8.48735e-315,542.24,1.4822e-323,-232.777,6.09426e-310,148.193,-24.97,213.38,-24.9978,542.568,-24.4332,-227.484,-24.6062,152.613,-15.0479,-40.0179,-57.5099,-82.5078,41.5694,17.1362,-7.38891,-31.9951,
4.76125,4.72518,4.92589,4.89006,0,100,0,-0.856372,-2.29216,-3.30094,-4.73832,2.3848,0.979939,-0.424866,-1.83974,0,154.637,0,156.44,0,146.405,0,148.196,-24.9702,1.221,-24.998,0.319675,-24.4324,5.29702,-24.6065,4.41832,6.56032,1.3227,17.3863,3.39486,-12.2653,-1.45493,-12.1783,0.92917,159.493,6.95286e-310,210.962,8.48735e-315,541.457,1.4822e-323,-232.051,6.09426e-310,148.196,-24.9702,212.183,-24.998,541.776,-24.4324,-226.754,-24.6065,152.615,-14.8934,-39.8636,-57.4077,-82.4056,41.4748,17.0424,-7.38898,-31.9954,
4.76119,4.72497,4.92574,4.88991,0,100,0,-0.86271,-2.2985,-3.33086,-4.76824,2.39588,0.990972,-0.424875,-1.83978,0,154.64,0,156.45,0,146.412,0,148.203,-24.9702,1.21952,-24.998,0.314585,-24.4332,5.2935,-24.6071,4.41479,6.55293,1.32166,17.3939,3.40366,-12.2696,-1.45718,-12.1755,0.924729,160.267,6.95286e-310,211.819,8.48735e-315,545.494,1.4822e-323,-233.538,6.09426e-310,148.203,-24.9702,213.038,-24.998,545.809,-24.4332,-228.244,-24.6071,152.618,-15.0037,-39.9739,-57.9279,-82.9259,41.6674,17.2343,-7.38913,-31.9962,
