pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,tau_c_scaled_1,tau_c_scaled_2,tau_c_scaled_3,tau_c_scaled_4,tau_c_scaled_5,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
3.28428,1.23415,1.94232,3.48167,300,300,-300,4.0932,-11.4361,17.8274,33.0805,-8.01593,5.08628,-3.18608,12.8527,1.23734,-3.45706,5.3891,10,-2.42316,1.53755,-0.963131,3.88529,0,-503.36,0,-174.869,0,-164.699,0,-489.967,-249.411,139.971,327.001,-168.206,278.211,16.9358,144.477,58.2253,-35.6707,-156.205,-106.563,-301.872,-86.9124,4.84653,232.114,-212.971,0.57928,-20.6634,-90.4862,-61.7299,-174.869,-50.3467,2.8075,134.459,-123.37,-270.075,49.4848,265.271,-343.075,227.865,19.7433,278.936,-65.1448,71.186,-198.889,310.042,575.313,-139.408,88.4571,-55.4101,223.526,
3.28428,1.23415,1.94232,3.48167,40.1817,-148.403,42.1176,-0.143185,4.33952,13.292,10.6556,-14.1016,-17.065,4.79777,-5.005,-0.0839058,2.54293,7.78904,6.24414,-8.26344,-10,2.81146,-2.9329,0,126.357,0,-184.112,0,221.938,0,103.424,18.4281,9.57621,-64.1916,-4.5823,-71.2865,-11.9024,-30.8167,23.7381,42.4766,-27.0104,13.087,-111.881,14.0905,158.355,-99.6529,-15.9409,1.40153,59.532,-37.8559,18.3418,-156.804,19.7482,221.938,-139.666,-22.3416,77.9601,-28.2797,-45.8498,-161.386,-51.5382,210.036,-170.483,1.39652,-2.49018,75.4699,231.165,185.316,-245.245,-296.783,83.4395,-87.0435,
3.28428,1.23415,1.94232,3.48167,40.2323,-148.49,42.1393,-0.143462,4.34145,13.2997,10.6625,-14.1115,-17.0765,4.80053,-5.00969,-0.0840113,2.54236,7.78833,6.24397,-8.26368,-10,2.81119,-2.93368,0,126.451,0,-184.218,0,222.094,0,103.504,18.4306,9.58496,-64.2249,-4.59263,-71.3286,-11.9146,-30.8388,23.7555,42.5009,-27.0239,13.0997,-111.94,14.1006,158.461,-99.7268,-15.9435,1.40157,59.5678,-37.8757,18.3601,-156.892,19.763,222.094,-139.774,-22.3459,77.9984,-28.2908,-45.8648,-161.484,-51.5656,210.179,-170.612,1.40954,-2.49499,75.5034,231.299,185.435,-245.417,-296.982,83.4875,-87.125,
3.28427,1.23412,1.94231,3.48168,40.1447,-148.385,42.1152,-0.143184,4.33949,13.2907,10.6539,-14.0982,-17.0614,4.79723,-5.00254,-0.0839231,2.54346,7.78996,6.24446,-8.26325,-10,2.81175,-2.93209,0,126.321,0,-184.093,0,221.884,0,103.388,18.4352,9.57238,-64.1886,-4.57463,-71.277,-11.8954,-30.8073,23.7321,42.4723,-27.0084,13.0794,-111.875,14.0881,158.321,-99.6253,-15.9462,1.40149,59.5243,-37.8518,18.3306,-156.792,19.7443,221.884,-139.623,-22.3484,77.9595,-28.2794,-45.858,-161.366,-51.5327,209.989,-170.431,1.38364,-2.49016,75.4694,231.143,185.285,-245.187,-296.719,83.43,-87.0007,
3.28427,1.23412,1.94231,3.48168,40.2065,-148.482,42.1375,-0.143555,4.34141,13.2992,10.6616,-14.1095,-17.0743,4.80019,-5.00811,-0.0840768,2.54266,7.78903,6.24426,-8.2636,-10,2.81136,-2.93313,0,126.428,0,-184.208,0,222.061,0,103.481,18.4355,9.58335,-64.2234,-4.58811,-71.3226,-11.9095,-30.8316,23.7522,42.499,-27.0227,13.0945,-111.939,14.0997,158.441,-99.7101,-15.9475,1.40154,59.5639,-37.8733,18.3524,-156.887,19.7612,222.061,-139.747,-22.351,77.9995,-28.2899,-45.871,-161.475,-51.5613,210.152,-170.579,1.4012,-2.49661,75.5028,231.291,185.42,-245.383,-296.944,83.4815,-87.0975,
3.28429,1.2342,1.9422,3.48168,40.2667,-148.533,42.1458,-0.143773,4.34216,13.3042,10.666,-14.1168,-17.083,4.8015,-5.01353,-0.0841616,2.5418,7.78796,6.24364,-8.26365,-10,2.81069,-2.93481,0,126.503,0,-184.273,0,222.189,0,103.55,18.4272,9.59215,-64.2373,-4.59858,-71.3453,-11.9297,-30.8482,23.7665,42.5152,-27.0304,13.0967,-111.972,14.0977,158.527,-99.7781,-15.9374,1.40159,59.5889,-37.8856,18.3562,-156.94,19.7592,222.189,-139.848,-22.3377,78.0162,-28.2935,-45.8811,-161.538,-51.5861,210.26,-170.696,1.42886,-2.50041,75.5158,231.377,185.496,-245.51,-297.096,83.5044,-87.1918,
3.28447,1.23482,1.94148,3.48168,40.298,-148.516,42.1351,-0.142808,4.34386,13.3064,10.6631,-14.115,-17.0863,4.79946,-5.01989,-0.0835805,2.5423,7.78771,6.24072,-8.26098,-10,2.80894,-2.93796,0,126.5,0,-184.299,0,222.256,0,103.565,18.4147,9.59307,-64.2254,-4.56892,-71.3272,-11.9857,-30.8484,23.7689,42.5356,-27.0454,13.0257,-111.996,14.0216,158.582,-99.8369,-15.8995,1.40151,59.6142,-37.9045,18.2558,-156.964,19.6515,222.256,-139.923,-22.2833,78.0289,-28.3114,-45.9696,-161.533,-51.6757,210.27,-170.771,1.48556,-2.48363,75.5453,231.415,185.445,-245.478,-297.154,83.4688,-87.3025,
3.28444,1.23523,1.9415,3.48173,40.4641,-148.664,42.1609,-0.145441,4.34585,13.3186,10.6755,-14.1352,-17.1107,4.80305,-5.03332,-0.0849999,2.53984,7.78376,6.23905,-8.261,-10,2.80704,-2.94162,0,126.718,0,-184.5,0,222.589,0,103.753,18.3928,9.61833,-64.2683,-4.58354,-71.3971,-12.0192,-30.8948,23.81,42.606,-27.0587,13.0571,-112.097,14.0185,158.811,-100.009,-15.8805,1.4016,59.7166,-37.9254,18.3009,-157.116,19.6484,222.589,-140.173,-22.2582,78.1094,-28.3071,-45.9674,-161.699,-51.7487,210.57,-171.067,1.5518,-2.52941,75.58,231.628,185.66,-245.829,-297.578,83.5314,-87.536,
3.28425,1.23386,1.94337,3.48186,41.077,-148.892,42.158,-0.149591,4.333,13.3249,10.7074,-14.194,-17.1569,4.80976,-5.06567,-0.0871896,2.52551,7.76648,6.24087,-8.27303,-10,2.8034,-2.95255,0,127.323,0,-184.61,0,223.284,0,104.295,18.2458,9.70221,-64.2629,-4.83603,-71.5262,-12.0065,-31.0147,23.9201,42.5741,-27.0185,13.3624,-112.025,14.2573,159.199,-100.34,-15.8251,1.40255,59.7122,-37.8947,18.7414,-157.121,19.9965,223.284,-140.732,-22.1955,77.958,-28.1925,-45.5216,-161.957,-51.5296,211.278,-171.747,1.72458,-2.60158,75.3565,231.737,186.216,-246.852,-298.381,83.6481,-88.0986,
3.28389,1.2309,1.94577,3.48197,40.5895,-148.767,42.1773,-0.145007,4.32811,13.3025,10.6976,-14.1663,-17.1058,4.81084,-5.01773,-0.0847706,2.5302,7.77662,6.25379,-8.28154,-10,2.8124,-2.93335,0,126.921,0,-184.266,0,222.487,0,103.876,18.3692,9.64745,-64.2745,-4.89308,-71.4963,-11.7404,-30.9231,23.8466,42.373,-26.9807,13.5279,-111.841,14.5275,158.646,-99.8344,-16.0098,1.40241,59.4242,-37.8379,18.9716,-156.847,20.3734,222.487,-140.009,-22.4523,77.7934,-28.1905,-45.3029,-161.74,-51.1229,210.747,-170.932,1.39429,-2.52186,75.2715,231.349,186.046,-246.37,-297.492,83.6667,-87.2649,
