p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,0.278413,0.000278413,0.278413,-1791.16
750,105.5,80,0.278412,0.000657527,0.278412,208.805
750,105.5,80,0.278412,0.000966679,0.278412,208.917
750,105.5,80,0.27841,0.00128007,0.27841,208.79
750,105.5,80,0.278408,0.00167584,0.278408,208.906
750,105.5,80,0.278407,0.00206726,0.278407,208.956
750,105.5,80,0.278405,0.00240695,0.278405,208.908
750,105.5,80,0.278404,0.00278951,0.278404,209.054
750,105.5,80,0.278404,0.00317941,0.278404,209.114
750,105.5,80,0.278403,0.00357679,0.278403,209.149
750,105.5,80,0.278403,0.00391024,0.278403,209.217
750,105.5,80,0.278403,0.00428483,0.278403,209.253
750,105.5,80,0.278404,0.0046176,0.278404,209.357
750,105.5,80,0.278405,0.00500037,0.278405,209.364
750,105.5,80,0.278405,0.00539601,0.278405,209.416
750,105.5,80,0.278407,0.00573088,0.278407,209.536
750,105.5,80,0.278408,0.00611044,0.278408,209.508
750,105.5,80,0.278409,0.00648117,0.278409,209.549
750,105.5,80,0.278412,0.00683813,0.278412,209.683
750,105.5,80,0.278413,0.00721157,0.278413,209.631
750,105.5,80,0.278414,0.00763353,0.278414,209.661
750,105.5,80,0.278415,0.00803335,0.278415,209.733
750,105.5,80,0.278415,0.00835754,0.278415,209.719
750,105.5,80,0.278416,0.00874691,0.278416,209.758
750,105.5,80,0.278417,0.00915883,0.278417,209.855
750,105.5,80,0.278418,0.00956322,0.278418,209.876
750,105.5,80,0.278419,0.00989235,0.278419,209.925
750,105.5,80,0.278422,0.0102,0.278422,210.087
750,105.5,80,0.278423,0.0105637,0.278423,210.034
750,105.5,80,0.278425,0.010926,0.278425,210.067
750,105.5,80,0.278426,0.0112701,0.278426,210.102
750,105.5,80,0.278429,0.0115692,0.278429,210.225
750,105.5,80,0.27843,0.0119553,0.27843,210.153
750,105.5,80,0.278431,0.0122554,0.278431,210.183
750,105.5,80,0.278432,0.0126335,0.278432,210.229
750,105.5,80,0.278434,0.0129609,0.278434,210.307
750,105.5,80,0.278434,0.0133469,0.278434,210.252
750,105.5,80,0.278434,0.0137351,0.278434,210.261
750,105.5,80,0.27843,0.0141626,0.27843,210.13
750,105.5,80,0.278426,0.0144777,0.278426,210.017
750,105.5,80,0.278419,0.0148575,0.278419,210.004
750,105.5,80,0.278408,0.0151785,0.278408,209.601
750,105.5,80,0.278402,0.0155784,0.278402,210.105
750,105.5,80,0.278395,0.015988,0.278395,210.113
750,105.5,80,0.278381,0.0163722,0.278381,209.727
750,105.5,80,0.278372,0.0166925,0.278372,209.907
750,105.5,80,0.278363,0.017077,0.278363,210.032
750,105.5,80,0.278352,0.0173904,0.278352,209.843
750,105.5,80,0.27833,0.0177824,0.27833,209.375
750,105.5,80,0.278316,0.0180934,0.278316,209.664
750,105.5,80,0.278303,0.0184682,0.278303,209.896
750,105.5,80,0.278273,0.0187907,0.278273,208.628
750,105.5,80,0.278258,0.0191736,0.278258,209.834
750,105.5,80,0.278242,0.0195613,0.278242,209.82
750,105.5,80,0.278225,0.0198886,0.278225,209.617
750,105.5,80,0.278187,0.0201857,0.278187,207.899
750,105.5,80,0.278168,0.0205756,0.278168,209.715
750,105.5,80,0.278148,0.0209857,0.278148,209.757
750,105.5,80,0.278107,0.0213843,0.278107,208.515
750,105.5,80,0.278086,0.0217977,0.278086,209.756
750,105.5,80,0.278037,0.0221291,0.278037,207.59
750,105.5,80,0.278013,0.0225051,0.278013,209.426
750,105.5,80,0.27799,0.0228238,0.27799,209.289
750,105.5,80,0.277967,0.0232127,0.277967,209.605
750,105.5,80,0.277918,0.0235381,0.277918,207.578
750,105.5,80,0.27789,0.0239153,0.27789,209.3
750,105.5,80,0.277864,0.0243094,0.277864,209.519
750,105.5,80,0.277812,0.0247397,0.277812,208.292
750,105.5,80,0.277783,0.0251472,0.277783,209.411
750,105.5,80,0.277756,0.0254396,0.277756,208.93
750,105.5,80,0.277706,0.0258199,0.277706,208.072
750,105.5,80,0.27768,0.0261277,0.27768,209.151
750,105.5,80,0.277657,0.0264215,0.277657,209.276
750,105.5,80,0.27763,0.0267047,0.27763,208.912
750,105.5,80,0.2776,0.0270554,0.2776,209.163
750,105.5,80,0.277565,0.02737,0.277565,208.619
750,105.5,80,0.277502,0.0276821,0.277502,206.558
750,105.5,80,0.277473,0.0279715,0.277473,208.777
750,105.5,80,0.277447,0.0283437,0.277447,209.574
750,105.5,80,0.277421,0.0286334,0.277421,209.057
750,105.5,80,0.277393,0.0289205,0.277393,208.975
750,105.5,80,0.277362,0.0293025,0.277362,209.313
750,105.5,80,0.277333,0.0296041,0.277333,208.988
750,105.5,80,0.27728,0.029984,0.27728,208.004
750,105.5,80,0.277254,0.0303692,0.277254,209.655
750,105.5,80,0.277224,0.0306876,0.277224,209.094
750,105.5,80,0.27716,0.030992,0.27716,206.413
750,105.5,80,0.277122,0.031277,0.277122,208.198
750,105.5,80,0.277087,0.0315542,0.277087,208.323
750,105.5,80,0.277052,0.0319211,0.277052,209.045
750,105.5,80,0.277016,0.032301,0.277016,209.092
750,105.5,80,0.276982,0.0326197,0.276982,208.803
750,105.5,80,0.276912,0.032944,0.276912,206.419
750,105.5,80,0.276879,0.0333324,0.276879,209.274
750,105.5,80,0.276844,0.0337229,0.276844,209.224
750,105.5,80,0.276766,0.0340351,0.276766,205.631
750,105.5,80,0.276728,0.0344418,0.276728,209.097
750,105.5,80,0.276691,0.034806,0.276691,208.943
750,105.5,80,0.276614,0.0351471,0.276614,206.148
750,105.5,80,0.276577,0.0355345,0.276577,209.062
750,105.5,80,0.276538,0.0359527,0.276538,209.182
750,105.5,80,0.276451,0.036372,0.276451,206.58
750,105.5,80,0.276408,0.0367668,0.276408,208.743
750,105.5,80,0.276318,0.0370945,0.276318,205.067
750,105.5,80,0.276268,0.0374848,0.276268,208.344
750,105.5,80,0.276221,0.0378796,0.276221,208.518
750,105.5,80,0.276127,0.0382098,0.276127,204.827
750,105.5,80,0.276074,0.0385812,0.276074,207.98
750,105.5,80,0.276025,0.0389762,0.276025,208.394
750,105.5,80,0.275969,0.0392854,0.275969,207.169
750,105.5,80,0.275875,0.0396605,0.275875,205.523
750,105.5,80,0.275815,0.0400406,0.275815,207.596
750,105.5,80,0.275764,0.0403803,0.275764,207.801
750,105.5,80,0.275658,0.040686,0.275658,203.361
750,105.5,80,0.275603,0.0410575,0.275603,207.78
750,105.5,80,0.275549,0.0413522,0.275549,207.01
750,105.5,80,0.275494,0.0417344,0.275494,207.855
750,105.5,80,0.275378,0.0421354,0.275378,204.581
750,105.5,80,0.275321,0.0425486,0.275321,207.957
750,105.5,80,0.275202,0.0428609,0.275202,202.516
750,105.5,80,0.275189,0.0432701,0.275189,210.268
750,105.5,80,0.275129,0.0436526,0.275129,207.48
750,105.5,80,0.274999,0.0439874,0.274999,202.354
750,105.5,80,0.274933,0.0443661,0.274933,207.036
750,105.5,80,0.274869,0.0447578,0.274869,207.306
750,105.5,80,0.274729,0.0450714,0.274729,200.974
750,105.5,80,0.274661,0.0454483,0.274661,206.863
750,105.5,80,0.274594,0.0458105,0.274594,206.669
750,105.5,80,0.274521,0.046145,0.274521,206.018
750,105.5,80,0.274385,0.046535,0.274385,203.036
750,105.5,80,0.27432,0.0468515,0.27432,206.13
750,105.5,80,0.274252,0.0472073,0.274252,206.506
750,105.5,80,0.274121,0.0475379,0.274121,201.936
750,105.5,80,0.274058,0.0478995,0.274058,206.731
750,105.5,80,0.273991,0.0482995,0.273991,206.911
750,105.5,80,0.273862,0.0486391,0.273862,202.231
750,105.5,80,0.273799,0.0490109,0.273799,206.83
750,105.5,80,0.273733,0.0493089,0.273733,205.637
750,105.5,80,0.273669,0.0496779,0.273669,206.688
750,105.5,80,0.27356,0.0500039,0.27356,203.136
750,105.5,80,0.273494,0.0503891,0.273494,206.653
750,105.5,80,0.273424,0.0507797,0.273424,206.519
750,105.5,80,0.273288,0.0510924,0.273288,200.866
750,105.5,80,0.27322,0.0514486,0.27322,206.186
750,105.5,80,0.273148,0.0518388,0.273148,206.257
750,105.5,80,0.273077,0.0521468,0.273077,205.309
750,105.5,80,0.272926,0.0524584,0.272926,199.634
750,105.5,80,0.272854,0.0528239,0.272854,205.89
750,105.5,80,0.272778,0.0531992,0.272778,205.824
750,105.5,80,0.272705,0.0535059,0.272705,204.925
750,105.5,80,0.272551,0.053826,0.272551,199.601
750,105.5,80,0.272473,0.0541825,0.272473,205.338
750,105.5,80,0.272397,0.0545854,0.272397,205.938
750,105.5,80,0.272238,0.0549853,0.272238,201.313
750,105.5,80,0.27216,0.0553691,0.27216,205.538
750,105.5,80,0.272081,0.0557085,0.272081,204.895
750,105.5,80,0.271917,0.0561015,0.271917,200.762
750,105.5,80,0.271835,0.0564738,0.271835,205.077
750,105.5,80,0.271677,0.0568073,0.271677,199.396
750,105.5,80,0.271593,0.0571572,0.271593,204.505
750,105.5,80,0.271513,0.057488,0.271513,204.491
750,105.5,80,0.271432,0.057845,0.271432,204.745
750,105.5,80,0.271267,0.058169,0.271267,198.56
750,105.5,80,0.271187,0.0584615,0.271187,203.588
750,105.5,80,0.271105,0.0588954,0.271105,205.449
750,105.5,80,0.271018,0.0592069,0.271018,203.416
750,105.5,80,0.270858,0.0596064,0.270858,200.785
750,105.5,80,0.270777,0.059902,0.270777,203.462
750,105.5,80,0.270688,0.0602813,0.270688,204.283
750,105.5,80,0.270526,0.0605919,0.270526,197.995
750,105.5,80,0.270443,0.0609803,0.270443,204.639
750,105.5,80,0.270358,0.0613245,0.270358,203.88
750,105.5,80,0.270268,0.0616572,0.270268,203.386
750,105.5,80,0.270099,0.0619487,0.270099,196.554
750,105.5,80,0.270005,0.0623274,0.270005,203.766
750,105.5,80,0.269925,0.0627135,0.269925,204.556
750,105.5,80,0.26975,0.0630325,0.26975,197.106
750,105.5,80,0.269662,0.0634042,0.269662,203.857
750,105.5,80,0.269574,0.0637686,0.269574,203.694
750,105.5,80,0.269488,0.0640786,0.269488,202.873
750,105.5,80,0.26931,0.0644715,0.26931,199.017
750,105.5,80,0.269222,0.0648728,0.269222,204.043
750,105.5,80,0.269048,0.0652788,0.269048,199.477
750,105.5,80,0.268961,0.0655808,0.268961,202.395
750,105.5,80,0.268866,0.065935,0.268866,202.852
750,105.5,80,0.268778,0.0662338,0.268778,202.248
750,105.5,80,0.268601,0.0666155,0.268601,198.53
750,105.5,80,0.268513,0.0669155,0.268513,202.115
750,105.5,80,0.268417,0.0672758,0.268417,202.705
750,105.5,80,0.268241,0.0675984,0.268241,196.568
750,105.5,80,0.268143,0.0679686,0.268143,202.644
750,105.5,80,0.268057,0.0683178,0.268057,202.917
750,105.5,80,0.267968,0.0686427,0.267968,202.38
750,105.5,80,0.267789,0.0689394,0.267789,195.198
750,105.5,80,0.267693,0.069304,0.267693,202.416
750,105.5,80,0.267605,0.069658,0.267605,202.771
750,105.5,80,0.267417,0.0700024,0.267417,196.235
750,105.5,80,0.267303,0.0703812,0.267303,201.499
750,105.5,80,0.267215,0.070773,0.267215,203.033
750,105.5,80,0.267033,0.0710819,0.267033,195.201
750,105.5,80,0.266948,0.0714489,0.266948,202.788
750,105.5,80,0.266865,0.071813,0.266865,202.874
750,105.5,80,0.266691,0.0722163,0.266691,198.452
750,105.5,80,0.266611,0.0725165,0.266611,201.88
750,105.5,80,0.266533,0.0728943,0.266533,203.225
750,105.5,80,0.266378,0.0732025,0.266378,196.784
750,105.5,80,0.266299,0.0735745,0.266299,202.955
750,105.5,80,0.266228,0.0739359,0.266228,203.303
750,105.5,80,0.266112,0.0742535,0.266112,199.618
750,105.5,80,0.266011,0.0745264,0.266011,199.518
750,105.5,80,0.265944,0.0749019,0.265944,203.575
750,105.5,80,0.265874,0.0751867,0.265874,202.101
750,105.5,80,0.265803,0.0755551,0.265803,203.203
750,105.5,80,0.265673,0.0758553,0.265673,198.03
750,105.5,80,0.265609,0.0762294,0.265609,203.655
750,105.5,80,0.265548,0.0765936,0.265548,203.689
750,105.5,80,0.265426,0.0769377,0.265426,199.608
750,105.5,80,0.265368,0.0773019,0.265368,203.808
750,105.5,80,0.265307,0.0776853,0.265307,203.823
750,105.5,80,0.26519,0.0780903,0.26519,200.982
750,105.5,80,0.265132,0.0784866,0.265132,204.015
750,105.5,80,0.265021,0.0787787,0.265021,199.041
750,105.5,80,0.264965,0.0791458,0.264965,203.824
750,105.5,80,0.26491,0.0794358,0.26491,203.059
750,105.5,80,0.264858,0.079782,0.264858,203.857
750,105.5,80,0.264752,0.0800836,0.264752,199.612
750,105.5,80,0.264702,0.0804574,0.264702,204.179
750,105.5,80,0.264651,0.0807477,0.264651,203.251
750,105.5,80,0.2646,0.0811113,0.2646,204.066
750,105.5,80,0.264498,0.0814081,0.264498,199.685
750,105.5,80,0.264446,0.0817834,0.264446,204.013
750,105.5,80,0.264396,0.0821562,0.264396,204.121
750,105.5,80,0.264292,0.0824795,0.264292,200.118
750,105.5,80,0.264239,0.0828292,0.264239,203.728
750,105.5,80,0.264188,0.083128,0.264188,203.314
750,105.5,80,0.264134,0.0834725,0.264134,203.602
750,105.5,80,0.264027,0.0838119,0.264027,200.205
750,105.5,80,0.263974,0.0841754,0.263974,203.752
750,105.5,80,0.263916,0.0845445,0.263916,203.561
750,105.5,80,0.263793,0.0849279,0.263793,200.055
750,105.5,80,0.26374,0.0853369,0.26374,204.079
750,105.5,80,0.263673,0.08563,0.263673,201.963
750,105.5,80,0.263554,0.0859074,0.263554,197.629
750,105.5,80,0.263494,0.0862736,0.263494,203.293
750,105.5,80,0.263431,0.0866469,0.263431,203.177
750,105.5,80,0.26337,0.0869459,0.26337,202.349
750,105.5,80,0.263249,0.0873183,0.263249,199.811
750,105.5,80,0.263186,0.0876584,0.263186,202.723
750,105.5,80,0.263122,0.0879782,0.263122,202.469
750,105.5,80,0.263,0.0882897,0.263,198.321
750,105.5,80,0.262935,0.0886419,0.262935,202.651
750,105.5,80,0.262872,0.0889879,0.262872,202.743
750,105.5,80,0.262745,0.0893303,0.262745,198.627
750,105.5,80,0.262677,0.0896662,0.262677,202.213
750,105.5,80,0.262609,0.0900463,0.262609,202.717
750,105.5,80,0.262591,0.0903661,0.262591,205.316
750,105.5,80,0.262458,0.0907329,0.262458,198.814
750,105.5,80,0.262384,0.0910319,0.262384,201.194
750,105.5,80,0.262315,0.0913774,0.262315,202.169
750,105.5,80,0.262244,0.0916627,0.262244,201.127
750,105.5,80,0.26209,0.0920487,0.26209,197.905
750,105.5,80,0.262018,0.092421,0.262018,202.198
750,105.5,80,0.261869,0.0927349,0.261869,196.264
750,105.5,80,0.261787,0.0930848,0.261787,201.266
750,105.5,80,0.261712,0.0934664,0.261712,202.028
750,105.5,80,0.261558,0.0937665,0.261558,195.327
750,105.5,80,0.261474,0.0941231,0.261474,201.077
750,105.5,80,0.261397,0.0944182,0.261397,200.543
750,105.5,80,0.261318,0.0947733,0.261318,201.345
750,105.5,80,0.261151,0.0950701,0.261151,194.168
750,105.5,80,0.261071,0.095446,0.261071,201.417
750,105.5,80,0.260992,0.0958088,0.260992,201.31
750,105.5,80,0.26085,0.0962076,0.26085,198.336
750,105.5,80,0.260761,0.0965034,0.260761,199.505
750,105.5,80,0.260678,0.0968502,0.260678,200.712
750,105.5,80,0.260509,0.0972385,0.260509,196.596
750,105.5,80,0.260418,0.0975315,0.260418,199.115
750,105.5,80,0.260333,0.0978656,0.260333,200.257
750,105.5,80,0.260247,0.0981599,0.260247,199.485
750,105.5,80,0.260068,0.0984534,0.260068,192.741
750,105.5,80,0.259982,0.0988304,0.259982,200.681
750,105.5,80,0.259894,0.100512,0.259894,204.435
750,105.5,80,0.259234,0.100823,0.259234,161.091
750,105.5,80,0.25914,0.101165,0.25914,199.296
750,105.5,80,0.258939,0.101649,0.258939,196.348
750,105.5,80,0.258745,0.102089,0.258745,195.676
750,105.5,80,0.258637,0.1025,0.258637,199.367
750,105.5,80,0.25854,0.102831,0.25854,198.691
750,105.5,80,0.25835,0.103135,0.25835,191.742
750,105.5,80,0.258255,0.103465,0.258255,198.625
750,105.5,80,0.258151,0.103758,0.258151,197.264
750,105.5,80,0.258054,0.10412,0.258054,199.001
750,105.5,80,0.257852,0.104505,0.257852,193.568
750,105.5,80,0.257755,0.104789,0.257755,197.394
750,105.5,80,0.257658,0.10516,0.257658,198.921
750,105.5,80,0.257465,0.105445,0.257465,190.251
750,105.5,80,0.257359,0.105816,0.257359,198.302
750,105.5,80,0.257261,0.106159,0.257261,198.265
750,105.5,80,0.257062,0.106483,0.257062,191.38
750,105.5,80,0.256953,0.106829,0.256953,197.508
750,105.5,80,0.256854,0.107195,0.256854,198.399
750,105.5,80,0.256754,0.107471,0.256754,196.479
750,105.5,80,0.256548,0.107751,0.256548,188.637
750,105.5,80,0.25645,0.108087,0.25645,197.793
750,105.5,80,0.256352,0.10839,0.256352,197.037
750,105.5,80,0.256253,0.108734,0.256253,197.781
750,105.5,80,0.256046,0.109045,0.256046,189.889
750,105.5,80,0.255948,0.109389,0.255948,197.644
750,105.5,80,0.255851,0.109791,0.255851,198.562
750,105.5,80,0.255658,0.110083,0.255658,189.833
750,105.5,80,0.255565,0.110424,0.255565,197.753
750,105.5,80,0.255472,0.11069,0.255472,196.116
750,105.5,80,0.25537,0.111037,0.25537,197.23
750,105.5,80,0.255281,0.111299,0.255281,196.243
750,105.5,80,0.255186,0.11156,0.255186,195.732
750,105.5,80,0.255,0.111838,0.255,189.418
750,105.5,80,0.254898,0.112191,0.254898,197.153
750,105.5,80,0.254805,0.112463,0.254805,195.969
750,105.5,80,0.254712,0.112818,0.254712,197.592
750,105.5,80,0.25462,0.1131,0.25462,196.3
750,105.5,80,0.254425,0.113378,0.254425,188.49
750,105.5,80,0.254333,0.113726,0.254333,197.38
750,105.5,80,0.254235,0.114009,0.254235,195.662
750,105.5,80,0.254147,0.114344,0.254147,197.336
750,105.5,80,0.253968,0.114649,0.253968,190.657
750,105.5,80,0.253871,0.114997,0.253871,196.827
750,105.5,80,0.253758,0.115366,0.253758,196.268
750,105.5,80,0.253604,0.11566,0.253604,191.818
750,105.5,80,0.253486,0.116018,0.253486,195.694
750,105.5,80,0.253422,0.116355,0.253422,198.435
750,105.5,80,0.253223,0.11668,0.253223,189.834
750,105.5,80,0.253135,0.117007,0.253135,196.772
750,105.5,80,0.253042,0.117394,0.253042,197.271
750,105.5,80,0.252867,0.117681,0.252867,189.746
750,105.5,80,0.252774,0.11803,0.252774,196.677
750,105.5,80,0.252692,0.118382,0.252692,197.269
750,105.5,80,0.252609,0.118669,0.252609,196.124
750,105.5,80,0.252439,0.118942,0.252439,189.249
750,105.5,80,0.252357,0.119282,0.252357,197.025
750,105.5,80,0.252277,0.119564,0.252277,196.107
750,105.5,80,0.252197,0.119874,0.252197,196.578
750,105.5,80,0.252111,0.120148,0.252111,195.419
750,105.5,80,0.252034,0.120418,0.252034,195.999
750,105.5,80,0.251956,0.120672,0.251956,195.515
750,105.5,80,0.251805,0.121031,0.251805,193.111
750,105.5,80,0.251726,0.121319,0.251726,196.072
750,105.5,80,0.25165,0.121578,0.25165,195.701
750,105.5,80,0.251575,0.12183,0.251575,195.494
750,105.5,80,0.251499,0.122169,0.251499,197.002
750,105.5,80,0.251416,0.122456,0.251416,195.65
750,105.5,80,0.251265,0.122788,0.251265,192.267
750,105.5,80,0.251189,0.123068,0.251189,195.958
750,105.5,80,0.251113,0.123334,0.251113,195.587
750,105.5,80,0.251032,0.123586,0.251032,194.9
750,105.5,80,0.250955,0.123915,0.250955,196.573
750,105.5,80,0.250879,0.12421,0.250879,196.063
750,105.5,80,0.250721,0.124579,0.250721,192.587
750,105.5,80,0.250644,0.124852,0.250644,195.512
750,105.5,80,0.250568,0.12518,0.250568,196.498
750,105.5,80,0.250492,0.125465,0.250492,195.763
750,105.5,80,0.250334,0.125822,0.250334,192.184
750,105.5,80,0.250257,0.126145,0.250257,196.233
750,105.5,80,0.250179,0.126429,0.250179,195.478
750,105.5,80,0.250014,0.12672,0.250014,189.475
750,105.5,80,0.249932,0.127071,0.249932,196.222
750,105.5,80,0.249852,0.127394,0.249852,195.851
750,105.5,80,0.249774,0.127684,0.249774,195.424
750,105.5,80,0.24961,0.127972,0.24961,189.346
750,105.5,80,0.249531,0.128316,0.249531,196.093
750,105.5,80,0.249451,0.128602,0.249451,195.083
750,105.5,80,0.249366,0.128934,0.249366,195.548
750,105.5,80,0.249207,0.129223,0.249207,189.561
750,105.5,80,0.24913,0.129563,0.24913,195.975
750,105.5,80,0.249049,0.129903,0.249049,195.765
750,105.5,80,0.248877,0.130206,0.248877,189.127
750,105.5,80,0.248794,0.130472,0.248794,194.081
750,105.5,80,0.248711,0.130805,0.248711,195.418
750,105.5,80,0.248619,0.131073,0.248619,193.476
750,105.5,80,0.248535,0.131413,0.248535,195.337
750,105.5,80,0.248365,0.131707,0.248365,188.702
750,105.5,80,0.248272,0.132043,0.248272,194.622
750,105.5,80,0.248187,0.132321,0.248187,194.009
750,105.5,80,0.248088,0.132647,0.248088,194.059
750,105.5,80,0.24802,0.132925,0.24802,195.144
750,105.5,80,0.247825,0.133283,0.247825,189.16
750,105.5,80,0.247738,0.13364,0.247738,195.086
750,105.5,80,0.24756,0.133936,0.24756,187.843
750,105.5,80,0.247476,0.134254,0.247476,194.531
750,105.5,80,0.247392,0.13462,0.247392,195.205
750,105.5,80,0.24731,0.134912,0.24731,194.188
750,105.5,80,0.247132,0.135261,0.247132,189.521
750,105.5,80,0.247045,0.135579,0.247045,194.206
750,105.5,80,0.24696,0.135865,0.24696,193.668
750,105.5,80,0.246777,0.136222,0.246777,189.326
750,105.5,80,0.246688,0.136532,0.246688,193.775
750,105.5,80,0.246597,0.136852,0.246597,193.773
750,105.5,80,0.24641,0.137137,0.24641,186.325
750,105.5,80,0.246418,0.137384,0.246418,199.998
750,105.5,80,0.246323,0.137713,0.246323,193.569
750,105.5,80,0.246228,0.13798,0.246228,192.245
750,105.5,80,0.246125,0.138294,0.246125,192.729
750,105.5,80,0.246031,0.138566,0.246031,192.296
750,105.5,80,0.245963,0.13885,0.245963,194.435
750,105.5,80,0.245743,0.139182,0.245743,185.971
750,105.5,80,0.245649,0.139538,0.245649,193.746
750,105.5,80,0.245556,0.139803,0.245556,192.002
750,105.5,80,0.245355,0.140083,0.245355,184.74
750,105.5,80,0.24526,0.140414,0.24526,193.125
750,105.5,80,0.245166,0.14079,0.245166,193.823
750,105.5,80,0.244992,0.141139,0.244992,188.841
750,105.5,80,0.244889,0.141425,0.244889,191.538
750,105.5,80,0.244795,0.141679,0.244795,191.342
750,105.5,80,0.244703,0.142007,0.244703,192.998
750,105.5,80,0.244613,0.142255,0.244613,191.346
750,105.5,80,0.244426,0.142523,0.244426,184.726
750,105.5,80,0.244336,0.142852,0.244336,192.959
750,105.5,80,0.244246,0.143189,0.244246,193.093
750,105.5,80,0.244155,0.143487,0.244155,192.26
750,105.5,80,0.243968,0.143755,0.243968,184.563
750,105.5,80,0.243877,0.143999,0.243877,190.807
750,105.5,80,0.243785,0.144335,0.243785,192.769
750,105.5,80,0.243694,0.144579,0.243694,190.725
750,105.5,80,0.243593,0.144894,0.243593,191.741
750,105.5,80,0.243498,0.145169,0.243498,191.2
750,105.5,80,0.243401,0.145427,0.243401,190.548
750,105.5,80,0.243203,0.145694,0.243203,183.352
750,105.5,80,0.243106,0.145949,0.243106,190.378
750,105.5,80,0.243009,0.146272,0.243009,191.797
750,105.5,80,0.242909,0.146628,0.242909,192.195
750,105.5,80,0.242704,0.146912,0.242704,183.506
750,105.5,80,0.242604,0.147247,0.242604,191.699
750,105.5,80,0.242502,0.147516,0.242502,190.123
750,105.5,80,0.242406,0.147855,0.242406,191.87
750,105.5,80,0.242197,0.148215,0.242197,186.058
750,105.5,80,0.242092,0.14858,0.242092,191.698
750,105.5,80,0.241887,0.148857,0.241887,182.802
750,105.5,80,0.241775,0.149188,0.241775,190.502
750,105.5,80,0.241669,0.149499,0.241669,190.421
750,105.5,80,0.241565,0.149771,0.241565,189.588
750,105.5,80,0.241342,0.150055,0.241342,181.695
750,105.5,80,0.241232,0.150388,0.241232,190.402
750,105.5,80,0.241125,0.150657,0.241125,189.056
750,105.5,80,0.241016,0.150974,0.241016,190.038
750,105.5,80,0.240788,0.151261,0.240788,181.263
750,105.5,80,0.240677,0.151593,0.240677,190.084
750,105.5,80,0.240566,0.151921,0.240566,189.923
750,105.5,80,0.240454,0.152192,0.240454,188.459
750,105.5,80,0.240219,0.152472,0.240219,180.17
750,105.5,80,0.240106,0.152792,0.240106,189.374
750,105.5,80,0.239991,0.153056,0.239991,187.809
750,105.5,80,0.239867,0.15339,0.239867,188.958
750,105.5,80,0.239634,0.15367,0.239634,179.939
750,105.5,80,0.239515,0.15401,0.239515,189.195
750,105.5,80,0.239387,0.154332,0.239387,188.191
750,105.5,80,0.239153,0.154622,0.239153,180.268
750,105.5,80,0.239034,0.15493,0.239034,188.241
750,105.5,80,0.238901,0.155304,0.238901,188.756
750,105.5,80,0.238665,0.155639,0.238665,181.945
750,105.5,80,0.238544,0.15595,0.238544,187.969
750,105.5,80,0.238416,0.156242,0.238416,186.908
750,105.5,80,0.238172,0.156527,0.238172,178.832
750,105.5,80,0.23805,0.156851,0.23805,187.931
750,105.5,80,0.237918,0.157194,0.237918,187.692
750,105.5,80,0.237797,0.157459,0.237797,186.233
750,105.5,80,0.237546,0.157802,0.237546,180.913
750,105.5,80,0.23742,0.15812,0.23742,187.25
750,105.5,80,0.237158,0.158423,0.237158,178.115
750,105.5,80,0.23703,0.15868,0.23703,185.088
750,105.5,80,0.236902,0.159,0.236902,186.851
750,105.5,80,0.236765,0.159342,0.236765,186.836
750,105.5,80,0.236478,0.159684,0.236478,178.321
750,105.5,80,0.236349,0.159948,0.236349,184.898
750,105.5,80,0.236219,0.160269,0.236219,186.413
750,105.5,80,0.235954,0.160545,0.235954,175.766
750,105.5,80,0.235825,0.160876,0.235825,186.476
750,105.5,80,0.235695,0.161125,0.235695,183.977
