pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
3.07546,3.17379,3.12173,3.0119,16.9571,0,0,-1,1,1,-1,-1,1,-1,1,-1.23409e-07,-3.39171e-08,3.39924e-08,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9585,0,0,-1,1,1,-1,-1,1,-1,1,-1.85191e-07,-5.08969e-08,5.10099e-08,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.96,0,0,-1,1,1,-1,-1,1,-1,1,-2.46938e-07,-6.78673e-08,6.80179e-08,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9614,0,0,-1,1,1,-1,-1,1,-1,1,-3.0865e-07,-8.48281e-08,8.50164e-08,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9628,0,0,-1,1,1,-1,-1,1,-1,1,-3.70393e-07,-1.01797e-07,1.02023e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9642,0,0,-1,1,1,-1,-1,1,-1,1,-4.32145e-07,-1.18769e-07,1.19032e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9657,0,0,-1,1,1,-1,-1,1,-1,1,-4.93888e-07,-1.35738e-07,1.36039e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9671,0,0,-1,1,1,-1,-1,1,-1,1,-5.556e-07,-1.52699e-07,1.53038e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9685,0,0,-1,1,1,-1,-1,1,-1,1,-6.17382e-07,-1.69678e-07,1.70055e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.97,0,0,-1,1,1,-1,-1,1,-1,1,-6.79095e-07,-1.86639e-07,1.87054e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9714,0,0,-1,1,1,-1,-1,1,-1,1,-7.40863e-07,-2.03616e-07,2.04067e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9728,0,0,-1,1,1,-1,-1,1,-1,1,-8.02658e-07,-2.20599e-07,2.21088e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9742,0,0,-1,1,1,-1,-1,1,-1,1,-8.64435e-07,-2.37577e-07,2.38105e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9757,0,0,-1,1,1,-1,-1,1,-1,1,-9.26157e-07,-2.54541e-07,2.55106e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9771,0,0,-1,1,1,-1,-1,1,-1,1,-9.87882e-07,-2.71505e-07,2.72108e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9785,0,0,-1,1,1,-1,-1,1,-1,1,-1.04966e-06,-2.88483e-07,2.89123e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.98,0,0,-1,1,1,-1,-1,1,-1,1,-1.1114e-06,-3.05452e-07,3.0613e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9814,0,0,-1,1,1,-1,-1,1,-1,1,-1.17316e-06,-3.22426e-07,3.23141e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
3.07546,3.17379,3.12173,3.0119,16.9828,0,0,-1,1,1,-1,-1,1,-1,1,-1.23499e-06,-3.39418e-07,3.40172e-07,-6.17045e-05,-1.69586e-05,1.69962e-05,
