ee_s_x,ee_s_y,ee_s_z,ee_s_qx,ee_s_qy,ee_s_qz,ee_s_qw,ee_twist_x,ee_twist_y,ee_twist_z,ee_twist_qx,ee_twist_qy,ee_twist_qz,elbow_s_x,elbow_s_y,elbow_s_z,elbow_s_qx,elbow_s_qy,elbow_s_qz,elbow_s_qw,arm_base_s_x,arm_base_s_y,arm_base_s_z,arm_base_s_qx,arm_base_s_qy,arm_base_s_qz,arm_base_s_qw,ee_f_e_x, ee_f_e_y, ee_f_e_z, ee_f_e_qx, ee_f_e_qy, ee_f_e_qz,ee_beta_x,ee_beta_y,ee_beta_z,ee_beta_qx,ee_beta_qy,ee_beta_qz,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,ee_f_c_x,ee_f_c_y,ee_f_c_z,ee_f_c_qx,ee_f_c_qy,ee_f_c_qz,elbow_f_c_x,elbow_f_c_y,elbow_f_c_z,elbow_f_c_qx,elbow_f_c_qy,elbow_f_c_qz
0.404075,-0.182535,0.754733,0.586704,0.454806,-0.486944,-0.460234,-0.00109219,-0.0051371,0.00402617,-0.025947,0.000889123,0.0237604,0.402832,0.109912,0.651643,0.186291,0.968988,-0.11997,-0.109381,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.0155727,0,0,0,0,16.6723,1.41288,6.05692,-1.53771,-1.57249,1.39704,1.46812,0,0,-10,0,0,0,0,0,9.67139,0,0,0,
0.404075,-0.182544,0.754742,0.586703,0.454809,-0.48697,-0.460205,-0.00011379,-0.00478859,0.00424761,-0.0266229,0.00123608,0.0283115,0.402825,0.109897,0.651645,0.186283,0.968988,-0.11998,-0.109388,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.452725,-0.488185,1.79258,-0.0268792,-5.90508,15.6649,-2.59013,5.88784,0.495369,-1.23139,2.57866,1.27127,0,0,-10,0,0,0,0,0,9.6711,0,0,0,
0.404079,-0.182551,0.754751,0.586701,0.454817,-0.486998,-0.46017,0.00281437,-0.0033947,0.00440962,-0.02828,-0.00120099,0.0374219,0.402819,0.109882,0.651646,0.18627,0.968988,-0.119992,-0.109396,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.493125,-0.711893,2.66973,0.114334,-7.91283,15.2639,-3.592,5.72505,1.04011,-1.08343,2.98704,1.16536,0,0,-10,0,0,0,0,0,9.67087,0,0,0,
0.404082,-0.182554,0.754755,0.586699,0.454822,-0.487013,-0.460152,0.00340709,-0.00291818,0.00421052,-0.0281259,-0.000263096,0.0396224,0.402816,0.109876,0.651646,0.186262,0.968989,-0.119998,-0.1094,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.149017,-0.273006,1.03676,0.0636075,-4.3791,16.0888,-0.745689,5.96363,-0.271303,-1.32287,2.29375,1.38144,0,0,-10,0,0,0,0,0,9.67077,0,0,0,
0.404086,-0.182557,0.754759,0.586696,0.454828,-0.487029,-0.460134,0.00352751,-0.00258265,0.00425477,-0.0272698,-0.00105618,0.0399164,0.402814,0.10987,0.651647,0.186252,0.968989,-0.120004,-0.109405,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.166219,-0.320102,1.2021,0.0115389,-7.37212,15.8961,-1.81158,6.02665,0.509411,-1.19048,2.92131,1.41746,0,0,-10,0,0,0,0,0,9.67067,0,0,0,
0.404089,-0.18256,0.754764,0.586693,0.454832,-0.487044,-0.460116,0.00327621,-0.00263763,0.00449942,-0.0275553,-0.00129796,0.0383284,0.402811,0.109864,0.651647,0.186245,0.968989,-0.120009,-0.109409,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.338326,-0.290139,1.06116,0.0293718,-4.47427,16.0342,-1.5037,6.04081,-0.00075194,-1.32135,2.28865,1.36963,0,0,-10,0,0,0,0,0,9.67057,0,0,0,
0.404096,-0.182564,0.754771,0.586688,0.454844,-0.487072,-0.460081,0.00375292,-0.00226092,0.00428311,-0.0258911,-0.00202553,0.0394181,0.402806,0.109852,0.651647,0.186229,0.96899,-0.12002,-0.109417,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.35415,-0.431148,1.7425,0.147313,-6.30556,15.6726,-6.02944,6.49942,1.78261,-1.19487,2.52322,1.2257,0,0,-10,0,0,0,0,0,9.67057,0,0,0,
0.404102,-0.182566,0.754773,0.586684,0.45485,-0.487088,-0.460064,0.00522568,-0.00105164,0.00395098,-0.0258577,-0.00157213,0.0423717,0.402804,0.109848,0.651646,0.186218,0.968991,-0.120025,-0.109422,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.54437,-0.164142,1.08845,-0.0423288,-6.4018,16.0653,-6.54257,6.91329,2.08019,-1.25278,2.53069,1.30213,0,0,-10,0,0,0,0,0,9.67072,0,0,0,
0.404108,-0.182566,0.754773,0.586675,0.45486,-0.487101,-0.46005,0.00659037,-9.18773e-05,0.00320226,-0.0236747,-0.00112631,0.0447913,0.402802,0.109845,0.651645,0.186206,0.968992,-0.120029,-0.109428,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.4103,-0.0243718,0.416729,-0.0931323,-4.35751,16.3498,-5.24799,6.93365,1.39635,-1.37862,2.12115,1.38646,0,0,-10,0,0,0,0,0,9.67108,0,0,0,
0.404115,-0.182565,0.754774,0.586673,0.454866,-0.487126,-0.460022,0.00892371,0.0010113,0.0021979,-0.0222365,-0.000741037,0.0464592,0.4028,0.109841,0.65164,0.186195,0.968993,-0.120035,-0.109438,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.25746,-0.0326452,1.58301,0.0134205,-4.35441,16.4647,-4.73631,6.83098,1.19644,-1.32861,2.15321,1.13513,0,0,-10,0,0,0,0,0,9.67194,0,0,0,
0.404125,-0.182564,0.754771,0.586665,0.454875,-0.487142,-0.460005,0.00982761,0.00155092,0.00170207,-0.0228116,-0.000567967,0.0490213,0.402799,0.10984,0.651637,0.186179,0.968995,-0.120036,-0.109444,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.28173,0.175177,0.819896,-0.133884,-5.24259,16.7288,-4.91564,7.12763,1.47285,-1.34568,2.34251,1.27749,0,0,-10,0,0,0,0,0,9.67252,0,0,0,
0.404136,-0.182563,0.754768,0.586656,0.454885,-0.48716,-0.459989,0.0109517,0.00197511,0.00082872,-0.0219038,-0.000145312,0.0519988,0.402798,0.109839,0.651634,0.186161,0.968997,-0.120037,-0.109451,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.50301,0.241707,0.721166,-0.254241,-4.59627,16.8352,-5.49371,7.27887,1.6038,-1.3973,2.18554,1.25586,0,0,-10,0,0,0,0,0,9.67319,0,0,0,
0.404159,-0.182559,0.754761,0.586639,0.454905,-0.487194,-0.459953,0.0113615,0.00210563,-0.00295173,-0.0192225,0.00178587,0.0527162,0.402798,0.10984,0.651628,0.186126,0.969003,-0.120037,-0.109463,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,1.80975,0.383011,1.29742,-0.199073,-7.63358,17.0032,-7.52137,7.74308,2.79209,-1.24778,2.78855,1.14196,0,0,-10,0,0,0,0,0,9.67439,0,0,0,
0.404171,-0.182556,0.754758,0.586632,0.454916,-0.487211,-0.459936,0.0112519,0.00251734,-0.00317775,-0.0195721,0.000988907,0.0513072,0.402798,0.109842,0.651625,0.186108,0.969005,-0.120037,-0.109469,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,2.22903,0.190916,0.70223,-0.0189103,-3.24886,16.7382,-7.80278,7.6,2.2049,-1.42157,1.78118,1.20156,0,0,-10,0,0,0,0,0,9.67502,0,0,0,
0.404195,-0.182547,0.754753,0.586619,0.454936,-0.487243,-0.459897,0.010961,0.00357595,-0.00200889,-0.0217265,-0.0030102,0.0477981,0.4028,0.109847,0.651619,0.186072,0.969011,-0.120039,-0.109479,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,2.18078,0.278174,1.51074,0.0932469,-7.26884,16.8306,-8.863,7.85322,3.17426,-1.21107,2.63764,1.09093,0,0,-10,0,0,0,0,0,9.67614,0,0,0,
0.404206,-0.182543,0.754751,0.586614,0.454945,-0.487258,-0.459879,0.010931,0.00432621,-0.00178983,-0.0214464,-0.00286879,0.0463425,0.402801,0.10985,0.651617,0.186056,0.969013,-0.12004,-0.109483,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,2.49702,0.104314,0.931265,0.13437,-2.84124,16.6015,-8.74508,7.6457,2.44316,-1.40619,1.64681,1.14624,0,0,-10,0,0,0,0,0,9.67664,0,0,0,
0.404217,-0.182538,0.75475,0.586611,0.454952,-0.487272,-0.459861,0.0105864,0.00452757,-0.00173116,-0.0237538,-0.00145886,0.043066,0.402802,0.109853,0.651614,0.186042,0.969015,-0.120042,-0.109488,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,2.71693,0.0928201,0.935526,0.100982,-3.03398,16.5485,-9.64331,7.75116,2.77844,-1.4012,1.65768,1.13816,0,0,-10,0,0,0,0,0,9.67721,0,0,0,
0.404236,-0.18253,0.754744,0.586604,0.454964,-0.4873,-0.459828,0.00915141,0.00405699,-0.00251085,-0.0223423,-0.00141118,0.0384785,0.402803,0.109858,0.651607,0.186016,0.969019,-0.120044,-0.109499,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,2.65728,0.431155,2.16187,0.0806272,-7.21373,17.1237,-10.5483,8.27509,3.7975,-1.20488,2.57645,0.879314,0,0,-10,0,0,0,0,0,9.67867,0,0,0,
