dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.639602,1.01938,-45.3052,239.572,13.7953,-5.46837,0,-187.581,-19.4517,0,-41.2999,18.592,-0.0260934,154.408,-182.498,45.0071,
0.7,0.639606,1.01938,-45.3104,239.62,13.7999,-5.46971,0,-187.617,-19.4519,0,-41.3043,18.5947,-0.0262157,154.431,-182.541,45.0167,
0.7,0.639613,1.01938,-45.3078,239.658,13.8025,-5.47034,0,-187.645,-19.4529,0,-41.3018,18.594,-0.0262855,154.451,-182.573,45.024,
0.7,0.639617,1.01938,-45.3122,239.707,13.8056,-5.47138,0,-187.683,-19.4549,0,-41.3058,18.5958,-0.0263041,154.478,-182.615,45.0336,
0.7,0.639622,1.01938,-45.3149,239.745,13.8082,-5.47214,0,-187.71,-19.4537,0,-41.3082,18.597,-0.0263133,154.494,-182.65,45.0413,
0.7,0.639626,1.01938,-45.3203,239.791,13.8115,-5.47324,0,-187.745,-19.4551,0,-41.3131,18.5993,-0.0263364,154.52,-182.689,45.0503,
0.7,0.639634,1.01938,-45.3204,239.84,13.8149,-5.47426,0,-187.783,-19.4566,0,-41.3131,18.5994,-0.0263536,154.548,-182.73,45.0599,
0.7,0.63964,1.01938,-45.3229,239.88,13.8174,-5.47505,0,-187.813,-19.4548,0,-41.3154,18.6004,-0.026346,154.568,-182.766,45.0678,
0.7,0.639646,1.01937,-45.326,239.927,13.8202,-5.47572,0,-187.849,-19.4563,0,-41.3183,18.6015,-0.0263149,154.596,-182.803,45.0766,
0.7,0.639652,1.01937,-45.3313,239.978,13.824,-5.4775,0,-187.89,-19.4581,0,-41.3232,18.6034,-0.0262662,154.627,-182.843,45.0864,
0.7,0.63966,1.01937,-45.331,240.014,13.8256,-5.47807,0,-187.919,-19.4568,0,-41.3231,18.603,-0.0262002,154.649,-182.872,45.0933,
0.7,0.63967,1.01937,-45.3298,240.06,13.8271,-5.4785,0,-187.956,-19.4586,0,-41.3222,18.6021,-0.0261165,154.679,-182.907,45.1019,
0.7,0.639689,1.01937,-45.3189,240.111,13.8272,-5.47857,0,-187.996,-19.4608,0,-41.3127,18.5968,-0.0259285,154.712,-182.945,45.1114,
0.7,0.639698,1.01936,-45.3224,240.158,13.8299,-5.47976,0,-188.037,-19.4609,0,-41.3161,18.5977,-0.0258225,154.745,-182.978,45.12,
0.7,0.639717,1.01936,-45.3128,240.205,13.83,-5.48027,0,-188.076,-19.4629,0,-41.3078,18.5926,-0.0255703,154.778,-183.013,45.1288,
0.7,0.639725,1.01935,-45.3174,240.243,13.8328,-5.48164,0,-188.11,-19.462,0,-41.3123,18.594,-0.0254541,154.807,-183.038,45.1357,
0.7,0.639733,1.01935,-45.3219,240.286,13.8353,-5.48302,0,-188.145,-19.4639,0,-41.3167,18.5953,-0.0253384,154.837,-183.069,45.1436,
0.7,0.639747,1.01935,-45.3155,240.318,13.8355,-5.48384,0,-188.173,-19.4647,0,-41.3113,18.5917,-0.0251261,154.859,-183.091,45.1493,
0.7,0.639754,1.01934,-45.3218,240.364,13.8385,-5.48543,0,-188.212,-19.4669,0,-41.3173,18.5938,-0.0250277,154.892,-183.125,45.1579,
0.7,0.639761,1.01933,-45.3285,240.39,13.8414,-5.48693,0,-188.237,-19.466,0,-41.3236,18.5961,-0.0249217,154.913,-183.14,45.1623,
0.7,0.639769,1.01933,-45.3318,240.431,13.8434,-5.48807,0,-188.273,-19.4677,0,-41.3269,18.5968,-0.0247956,154.941,-183.169,45.1698,
0.7,0.63979,1.01932,-45.3157,240.464,13.8404,-5.48766,0,-188.302,-19.4687,0,-41.3129,18.5888,-0.0244749,154.965,-183.192,45.1759,
0.7,0.639802,1.01931,-45.3165,240.51,13.8415,-5.48854,0,-188.342,-19.4709,0,-41.314,18.5883,-0.0243029,154.998,-183.225,45.1845,
0.7,0.639814,1.0193,-45.3185,240.533,13.8431,-5.48959,0,-188.367,-19.4696,0,-41.3162,18.5883,-0.0241169,155.017,-183.238,45.1883,
0.7,0.639827,1.01929,-45.3171,240.574,13.8436,-5.49029,0,-188.404,-19.4717,0,-41.3154,18.5867,-0.0239048,155.047,-183.267,45.1959,
0.7,0.639854,1.01929,-45.2994,240.617,13.8401,-5.4899,0,-188.442,-19.4739,0,-41.3001,18.5774,-0.0234601,155.078,-183.297,45.2037,
0.7,0.639868,1.01927,-45.3041,240.658,13.8425,-5.49132,0,-188.482,-19.4753,0,-41.305,18.5782,-0.0232073,155.111,-183.323,45.211,
0.7,0.639897,1.01926,-45.2831,240.7,13.8379,-5.49054,0,-188.518,-19.4775,0,-41.287,18.5671,-0.0226634,155.14,-183.352,45.2185,
0.7,0.639911,1.01924,-45.2876,240.741,13.8401,-5.49196,0,-188.556,-19.4784,0,-41.2917,18.5676,-0.02238,155.174,-183.378,45.2259,
0.7,0.639942,1.01924,-45.2608,240.775,13.8335,-5.49049,0,-188.585,-19.4799,0,-41.2686,18.5537,-0.0217335,155.198,-183.402,45.232,
0.7,0.639957,1.01923,-45.2596,240.826,13.8339,-5.49125,0,-188.628,-19.4826,0,-41.2682,18.5516,-0.0213945,155.234,-183.438,45.2413,
0.7,0.639972,1.01921,-45.2614,240.844,13.8352,-5.49248,0,-188.648,-19.4818,0,-41.2706,18.5507,-0.0210352,155.252,-183.446,45.2444,
0.7,0.640005,1.0192,-45.2374,240.888,13.8292,-5.49151,0,-188.686,-19.4844,0,-41.2504,18.5372,-0.0202422,155.284,-183.477,45.2523,
0.7,0.64002,1.01919,-45.2369,240.934,13.8296,-5.49246,0,-188.726,-19.4872,0,-41.2507,18.5352,-0.0198568,155.317,-183.509,45.2608,
