ee_s_x,ee_s_y,ee_s_z,ee_s_qx,ee_s_qy,ee_s_qz,ee_s_qw,ee_twist_x,ee_twist_y,ee_twist_z,ee_twist_qx,ee_twist_qy,ee_twist_qz,elbow_s_x,elbow_s_y,elbow_s_z,elbow_s_qx,elbow_s_qy,elbow_s_qz,elbow_s_qw,arm_base_s_x,arm_base_s_y,arm_base_s_z,arm_base_s_qx,arm_base_s_qy,arm_base_s_qz,arm_base_s_qw,ee_f_e_x, ee_f_e_y, ee_f_e_z, ee_f_e_qx, ee_f_e_qy, ee_f_e_qz,ee_beta_x,ee_beta_y,ee_beta_z,ee_beta_qx,ee_beta_qy,ee_beta_qz,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,ee_f_c_x,ee_f_c_y,ee_f_c_z,ee_f_c_qx,ee_f_c_qy,ee_f_c_qz,elbow_f_c_x,elbow_f_c_y,elbow_f_c_z,elbow_f_c_qx,elbow_f_c_qy,elbow_f_c_qz
0.565991,-0.21318,0.714544,-0.536514,-0.519452,0.425482,0.511163,-0.0019104,0.000536233,0.00217011,0.0063616,1.14013e-05,-0.00335587,0.375963,-0.502652,0.668822,0.0196552,-0.0673515,0.988184,0.136273,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.0571426,0,0,0,0,-7.79394,-2.95613,1.55326,19.2709,2.30025,-10.7752,-3.24877,5.0534,0,62.0455,0,0,0,0,0,9.35354,0,0,0,
0.565988,-0.213183,0.714568,-0.536512,-0.519467,0.425457,0.511171,-0.0015807,-0.000144437,0.00493518,0.0128455,-0.00439659,-0.00506222,0.375964,-0.502651,0.668819,0.019642,-0.0673884,0.988182,0.136268,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.196019,-1.35145,-2.56696,1.65579,1.08907,-6.19004,-2.42071,3.57645,19.1679,2.17901,-10.465,-3.0368,5.03273,0,61.7988,0,0,0,0,0,9.35439,0,0,0,
0.565986,-0.213181,0.71456,-0.536511,-0.51946,0.425463,0.511174,-0.00156561,-0.000409558,0.00615338,0.0146226,-0.00627488,-0.00572962,0.375964,-0.50265,0.668813,0.0196492,-0.0673887,0.988183,0.136264,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.0894588,0.387203,0.385169,-0.793236,0.0995844,-8.26317,-2.60408,1.00504,19.2064,2.38645,-10.6925,-3.25823,5.04466,0,61.9486,0,0,0,0,0,9.35608,0,0,0,
0.565984,-0.213181,0.714566,-0.53651,-0.519463,0.425457,0.511177,-0.00172681,-0.000268427,0.00591467,0.013118,-0.00587041,-0.00511896,0.375964,-0.502649,0.66881,0.019647,-0.0674011,0.988182,0.136261,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.0404431,-0.309027,-0.635215,0.250472,0.641448,-7.44025,-2.53415,2.02204,19.2253,2.28785,-10.5825,-3.20593,5.04402,0,61.9442,0,0,0,0,0,9.35689,0,0,0,
0.56598,-0.213181,0.714574,-0.536509,-0.519466,0.425449,0.511182,-0.00201627,0.00023411,0.00367128,0.00844357,-0.00237816,-0.00389639,0.375965,-0.502647,0.668805,0.019645,-0.0674219,0.988182,0.136253,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.0313154,-0.386751,-0.79653,0.240264,0.0217865,-7.33397,-2.49814,2.14798,19.1014,2.31005,-10.7032,-3.18071,5.03178,0,61.7997,0,0,0,0,0,9.35862,0,0,0,
0.565977,-0.21318,0.714577,-0.536507,-0.519468,0.425446,0.511184,-0.00268699,0.000794796,0.0022093,0.00645704,-0.000271883,-0.0022025,0.375965,-0.502646,0.668802,0.0196443,-0.0674317,0.988182,0.136247,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.0846897,-0.167173,-0.452373,0.113247,0.32855,-7.64436,-2.31853,1.78395,19.133,2.2978,-10.6286,-3.1948,5.03749,0,61.8718,0,0,0,0,0,9.35953,0,0,0,
0.565961,-0.213174,0.714576,-0.536502,-0.51947,0.425446,0.511188,-0.00945802,0.00450446,-0.00212656,0.00194446,0.005132,0.00957366,0.375966,-0.502644,0.668795,0.0196476,-0.0674412,0.988185,0.136221,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.366529,0.0772719,-0.50727,-0.351881,-1.95896,-7.92382,-2.36321,1.40997,18.6252,2.38354,-11.0106,-3.05777,4.96861,0,61.0255,0,0,0,0,0,9.36156,0,0,0,
0.565948,-0.213168,0.71457,-0.536497,-0.519469,0.425451,0.511189,-0.0132805,0.00556324,-0.00412803,0.00176947,0.00807439,0.00752242,0.375966,-0.502643,0.668791,0.0196518,-0.0674405,0.988188,0.136198,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.337791,0.259442,-0.0241599,-0.44341,0.889167,-8.2528,-1.51537,1.07086,18.8586,2.3224,-10.3175,-3.17023,4.98365,0,61.2077,0,0,0,0,0,9.36272,0,0,0,
0.565911,-0.21315,0.714556,-0.536483,-0.519475,0.425467,0.511185,-0.0196148,0.00936354,-0.00882695,-0.00409794,0.0136934,0.0212958,0.375967,-0.502641,0.668783,0.0196618,-0.0674328,0.988197,0.136134,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-1.00661,0.737241,0.0862684,-1.01466,-6.27519,-8.78318,-2.23474,0.291426,17.6265,2.47479,-11.7319,-2.86091,4.8392,0,59.4144,0,0,0,0,0,9.36499,0,0,0,
0.565889,-0.213139,0.714545,-0.536475,-0.519476,0.425481,0.511181,-0.0221631,0.011362,-0.0111588,-0.00951653,0.0164994,0.0304392,0.375967,-0.50264,0.668779,0.0196689,-0.067424,0.988203,0.136097,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,-0.618656,0.533036,0.376168,-0.735055,1.50958,-8.69907,-0.553653,0.560817,18.5809,2.31817,-10.009,-3.17429,4.93875,0,60.6234,0,0,0,0,0,9.36616,0,0,0,
