ee_s_x,ee_s_y,ee_s_z,ee_s_qx,ee_s_qy,ee_s_qz,ee_s_qw,ee_twist_x,ee_twist_y,ee_twist_z,ee_twist_qx,ee_twist_qy,ee_twist_qz,elbow_s_x,elbow_s_y,elbow_s_z,elbow_s_qx,elbow_s_qy,elbow_s_qz,elbow_s_qw,arm_base_s_x,arm_base_s_y,arm_base_s_z,arm_base_s_qx,arm_base_s_qy,arm_base_s_qz,arm_base_s_qw,ee_f_e_x, ee_f_e_y, ee_f_e_z, ee_f_e_qx, ee_f_e_qy, ee_f_e_qz,ee_beta_x,ee_beta_y,ee_beta_z,ee_beta_qx,ee_beta_qy,ee_beta_qz,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,ee_f_c_x,ee_f_c_y,ee_f_c_z,ee_f_c_qx,ee_f_c_qy,ee_f_c_qz,elbow_f_c_x,elbow_f_c_y,elbow_f_c_z,elbow_f_c_qx,elbow_f_c_qy,elbow_f_c_qz
0.573675,0.103442,0.731013,0.562316,0.472558,-0.491922,-0.467442,-0.00248111,0.00024694,0.00121157,-0.00559965,-0.00715458,0.00370536,0.417943,0.415751,0.670031,-0.0766373,0.993164,-0.0779222,-0.040999,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.0571426,0,0,0,0,10.4893,-2.2529,2.08347,19.8824,-2.20474,10.2607,3.29501,-6.21568,0,60.7279,0,0,0,0,0,8.99057,0,0,0,
0.573671,0.103442,0.731015,0.562319,0.472561,-0.491923,-0.467434,-0.00212727,0.000432477,0.00108016,-0.00475177,-0.00622457,0.00499823,0.417943,0.415752,0.670032,-0.0766307,0.993164,-0.077923,-0.0409981,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.0247745,-0.125798,0.376256,0.448451,-0.325408,10.3792,-2.14004,1.95533,19.8135,-2.12393,10.1443,3.22064,-6.18389,0,60.421,0,0,0,0,0,8.99053,0,0,0,
0.573669,0.103444,0.731015,0.56232,0.472563,-0.491927,-0.467427,-0.0019683,0.000347784,0.0010079,-0.00495983,-0.00574218,0.00393513,0.417943,0.415752,0.670032,-0.0766278,0.993164,-0.0779232,-0.0409978,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.0389266,-0.0293872,0.383712,0.110422,-0.614685,10.4766,-2.17903,2.03878,19.9219,-2.16869,10.0959,3.21392,-6.20415,0,60.6248,0,0,0,0,0,8.99053,0,0,0,
0.573665,0.103444,0.731018,0.562325,0.472564,-0.491925,-0.467422,-0.00184068,0.000310719,0.00101846,-0.00533857,-0.0059085,0.00330312,0.417942,0.415753,0.670032,-0.0766225,0.993165,-0.0779238,-0.0409971,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.0229349,-0.11618,0.275645,0.506799,0.415306,10.3956,-2.01869,1.97315,19.766,-2.13218,10.3422,3.22965,-6.19141,0,60.4986,0,0,0,0,0,8.99052,0,0,0,
0.573664,0.103444,0.731019,0.562329,0.472564,-0.491925,-0.467418,-0.00177578,0.000249129,0.00101289,-0.00597585,-0.00586428,0.00258314,0.417942,0.415753,0.670032,-0.0766198,0.993165,-0.0779241,-0.0409967,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.00956828,-0.0535363,0.273206,0.212599,-0.479674,10.4515,-2.22924,2.02688,19.9064,-2.15791,10.1364,3.24124,-6.20688,0,60.6501,0,0,0,0,0,8.99049,0,0,0,
0.573659,0.103443,0.731021,0.562338,0.472561,-0.491924,-0.467411,-0.00240859,-7.82614e-05,0.0011779,-0.00826612,-0.00690239,7.61842e-05,0.417942,0.415754,0.670032,-0.076613,0.993165,-0.0779241,-0.0409962,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.00756638,-0.0931072,0.586703,0.48915,0.541635,10.4403,-1.8708,1.98403,19.7607,-2.13199,10.367,3.1468,-6.18959,0,60.4767,0,0,0,0,0,8.99051,0,0,0,
0.573653,0.103443,0.731021,0.562343,0.472559,-0.491922,-0.467408,-0.00429054,-0.000866441,0.00145296,-0.010174,-0.00811105,-0.00503689,0.417942,0.415754,0.670031,-0.0766045,0.993166,-0.0779232,-0.040996,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.00956082,-0.0181885,0.316924,0.268239,-1.3421,10.5289,-2.56758,2.12514,19.8952,-2.11983,9.87677,3.22214,-6.18228,0,60.4014,0,0,0,0,0,8.99057,0,0,0,
0.573632,0.103439,0.73102,0.562359,0.472548,-0.491917,-0.467405,-0.013193,-0.00418868,0.00259366,-0.0178172,-0.011589,-0.0256555,0.417941,0.415757,0.670031,-0.0765724,0.993169,-0.0779195,-0.0409955,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.179905,0.0231427,0.830117,0.499691,2.85169,10.6344,-1.52689,2.18389,19.1863,-2.15525,10.7395,2.99186,-6.07997,0,59.3864,0,0,0,0,0,8.99082,0,0,0,
0.573617,0.103437,0.73102,0.562369,0.472542,-0.491915,-0.467402,-0.0160627,-0.00432691,0.0028364,-0.0209216,-0.0116827,-0.0242713,0.41794,0.415759,0.67003,-0.0765496,0.993171,-0.0779174,-0.0409946,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.101979,-0.000828333,0.57097,0.286158,-3.1747,10.6057,-3.48518,2.2481,19.8084,-2.05832,9.29391,3.16403,-6.11873,0,59.7567,0,0,0,0,0,8.99094,0,0,0,
0.573577,0.103432,0.73102,0.56239,0.472527,-0.491908,-0.4674,-0.0215291,-0.00417603,0.00323253,-0.0232085,-0.0122334,-0.0241692,0.417938,0.415765,0.670029,-0.0764893,0.993176,-0.0779119,-0.0409924,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.202206,0.027035,1.01703,0.591386,5.11728,10.6426,-0.712244,2.18562,18.6177,-2.17724,11.1071,2.88256,-5.96182,0,58.2016,0,0,0,0,0,8.99128,0,0,0,
0.573555,0.103431,0.731019,0.5624,0.47252,-0.491904,-0.467399,-0.0227375,-0.00262718,0.00320973,-0.0232766,-0.0129572,-0.0225075,0.417937,0.415769,0.670028,-0.0764566,0.993179,-0.0779078,-0.0409915,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.0168512,0.0607077,0.434298,0.331294,-3.9775,10.6955,-3.43303,2.36107,19.7607,-2.02264,9.02798,3.17516,-6.07505,0,59.2952,0,0,0,0,0,8.9915,0,0,0,
0.573506,0.103426,0.731015,0.562423,0.472504,-0.491892,-0.467399,-0.025349,-0.00187293,0.00297018,-0.0243914,-0.0153434,-0.0279236,0.417934,0.415777,0.670027,-0.0763848,0.993185,-0.0778976,-0.0409899,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.115488,0.173719,0.889241,0.679432,6.11152,10.8497,0.0456394,2.38611,18.397,-2.16706,11.2712,2.83402,-5.90497,0,57.607,0,0,0,0,0,8.992,0,0,0,
0.573476,0.103421,0.731014,0.56244,0.472492,-0.491883,-0.467402,-0.0280962,-0.00338172,0.00137595,-0.0229335,-0.0146194,-0.0342718,0.417932,0.415782,0.670026,-0.0763397,0.993189,-0.0778921,-0.0409887,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.157177,0.0696116,0.558323,0.439105,-3.47497,10.746,-3.66379,2.43424,19.5209,-2.00589,9.05839,3.11755,-6.03013,0,58.8062,0,0,0,0,0,8.99225,0,0,0,
0.573417,0.103413,0.73101,0.562471,0.472468,-0.491868,-0.467404,-0.0306533,-0.0038761,0.000294733,-0.0219438,-0.0138965,-0.0359935,0.417929,0.41579,0.670024,-0.0762502,0.993197,-0.0778812,-0.0409865,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.353537,0.174803,1.27274,0.78192,8.80667,10.8918,0.301477,2.42415,17.8236,-2.19553,11.7715,2.67733,-5.82085,0,56.7281,0,0,0,0,0,8.99285,0,0,0,
0.573386,0.10341,0.73101,0.562485,0.472456,-0.491865,-0.467402,-0.0313155,-0.0032542,0.00086939,-0.0238951,-0.013527,-0.0329448,0.417927,0.415795,0.670023,-0.0762041,0.993201,-0.0778775,-0.0409846,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.0282406,0.0253273,0.807102,0.3455,-4.26833,10.668,-3.56059,2.32958,19.5997,-2.00622,8.85756,3.08831,-6.0307,0,58.7577,0,0,0,0,0,8.99312,0,0,0,
0.573321,0.103405,0.73101,0.562517,0.472433,-0.491856,-0.467397,-0.0313503,-0.00134253,0.0001397,-0.0258779,-0.0104535,-0.0230913,0.417923,0.415806,0.670021,-0.0761073,0.993209,-0.0778724,-0.0409803,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,0.110541,-0.0293785,1.71581,0.794823,8.68736,10.5726,0.942411,2.04902,17.7917,-2.20685,11.7188,2.63521,-5.80007,0,56.4783,0,0,0,0,0,8.99375,0,0,0,
0.573291,0.103405,0.73101,0.562529,0.472424,-0.491856,-0.467392,-0.0312377,-0.000722842,-6.78437e-06,-0.0263664,-0.00959066,-0.0189973,0.417921,0.415812,0.67002,-0.0760622,0.993213,-0.0778697,-0.040978,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.184218,-0.000256576,0.894518,0.319835,-5.41306,10.6119,-3.29851,2.25096,19.7434,-1.98784,8.58645,3.09387,-6.03274,0,58.7324,0,0,0,0,0,8.99401,0,0,0,
0.573227,0.103406,0.731011,0.562553,0.472407,-0.491857,-0.467378,-0.0328013,-9.60116e-05,-6.12669e-05,-0.0276344,-0.0095496,-0.0174195,0.417917,0.415825,0.670019,-0.0759682,0.993221,-0.0778636,-0.0409729,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.229005,-0.0152947,1.92092,0.705214,6.93288,10.5632,1.40743,1.99348,18.0242,-2.18112,11.3017,2.61216,-5.79926,0,56.441,0,0,0,0,0,8.99444,0,0,0,
0.573191,0.103404,0.731011,0.562569,0.472395,-0.491854,-0.467374,-0.0336024,0.000201798,2.0256e-05,-0.0285475,-0.0100924,-0.0177823,0.417914,0.415832,0.670018,-0.0759148,0.993225,-0.0778605,-0.0409699,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.149841,-0.0222751,0.991636,0.400788,-3.99303,10.5841,-2.87932,2.21261,19.4968,-2.00464,8.87942,3.04504,-5.99883,0,58.3673,0,0,0,0,0,8.99467,0,0,0,
0.573123,0.103407,0.731009,0.562593,0.472379,-0.491856,-0.46736,-0.0352377,0.000742399,-0.000820466,-0.0285145,-0.00997468,-0.0173569,0.417909,0.415847,0.670016,-0.0758149,0.993234,-0.0778515,-0.0409653,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.38442,0.10332,1.9094,0.671314,7.48756,10.71,2.19038,2.1095,17.9511,-2.18782,11.408,2.56474,-5.77312,0,56.1517,0,0,0,0,0,8.99525,0,0,0,
0.573089,0.103408,0.731007,0.562604,0.47237,-0.491857,-0.467354,-0.0348459,0.00138038,-0.00137191,-0.0273024,-0.00937271,-0.0130493,0.417906,0.415855,0.670015,-0.0757646,0.993238,-0.0778453,-0.0409638,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.332896,0.124774,0.94755,0.28522,-5.64221,10.7807,-2.81073,2.39626,19.7381,-1.9747,8.49743,3.03972,-6.01169,0,58.462,0,0,0,0,0,8.99562,0,0,0,
0.573017,0.103412,0.731001,0.562623,0.472357,-0.491861,-0.46734,-0.035136,0.00246493,-0.00292798,-0.0259486,-0.00703846,-0.00544072,0.4179,0.415872,0.670012,-0.0756596,0.993247,-0.0778319,-0.0409609,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.524009,0.304042,1.80248,0.520127,7.12728,10.9716,2.62819,2.35782,17.9809,-2.18606,11.2912,2.53317,-5.75258,0,55.9271,0,0,0,0,0,8.99646,0,0,0,
0.572982,0.103415,0.730996,0.562631,0.47235,-0.491866,-0.467332,-0.0355874,0.00239531,-0.00407063,-0.0260286,-0.0053811,-0.0045067,0.417897,0.415881,0.67001,-0.0756091,0.993252,-0.0778235,-0.0409602,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.515755,0.236069,0.929402,0.160979,-5.99786,10.9084,-2.28983,2.49299,19.836,-1.97981,8.42243,3.02023,-6.01296,0,58.4527,0,0,0,0,0,8.99696,0,0,0,
0.572905,0.103416,0.730986,0.562651,0.472331,-0.491867,-0.467326,-0.0381183,0.000504096,-0.00546964,-0.0236273,-0.00237877,-0.0135119,0.417891,0.415897,0.670007,-0.0754954,0.993262,-0.0778045,-0.0409584,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.410402,0.508784,1.60039,0.25031,7.98601,11.2377,2.69354,2.64282,17.8108,-2.23076,11.4381,2.5086,-5.72403,0,55.6232,0,0,0,0,0,8.99781,0,0,0,
0.572866,0.103416,0.730981,0.562659,0.472324,-0.49187,-0.46732,-0.0395611,-0.000577699,-0.00552101,-0.0234725,-0.00256893,-0.0160336,0.417888,0.415904,0.670006,-0.0754375,0.993267,-0.0777946,-0.0409573,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.459006,0.258176,0.861163,0.0921491,-6.12858,10.9362,-2.48276,2.54781,19.7234,-1.98322,8.3261,3.02615,-5.98111,0,58.115,0,0,0,0,0,8.99815,0,0,0,
0.572786,0.103414,0.730969,0.562679,0.472305,-0.491873,-0.467313,-0.0409588,-0.00151981,-0.00588717,-0.0238286,-0.00238401,-0.0145899,0.417883,0.415919,0.670004,-0.0753178,0.993278,-0.0777718,-0.0409558,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.383314,0.623179,1.70647,0.212743,8.45161,11.4109,2.85948,2.81144,17.6558,-2.23073,11.4836,2.43165,-5.68658,0,55.2352,0,0,0,0,0,8.99888,0,0,0,
0.572743,0.103411,0.730963,0.562691,0.472293,-0.491873,-0.467311,-0.0406015,-0.0016294,-0.00660472,-0.024532,-0.00161963,-0.0140235,0.417881,0.415926,0.670003,-0.0752525,0.993284,-0.0777598,-0.0409549,-0.178981,0.0799403,0.739144,0.694609,0.287715,0.609158,-0.25232,0,0,0,0,0,0,0,-0.35283,0.30787,0.896343,0.131078,-6.69962,11.0404,-2.97637,2.68504,19.6429,-1.95211,8.11899,2.99848,-5.95199,0,57.8001,0,0,0,0,0,8.99923,0,0,0,
