dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.706537,0.737416,-56.0827,-37.5537,-1.04839,0,-55.6284,-16.8065,0,-33.433,-53.5457,16.6721,1.29647,-24.9149,27.8856,-6.9827,
0.8,0.706535,0.737414,-56.3716,-37.8219,-1.0555,0,-55.9149,-16.927,0,-33.6713,-53.8216,16.7577,1.30319,-25.0928,28.0848,-7.03256,
0.8,0.706532,0.737413,-56.4126,-37.6448,-1.05784,0,-55.9555,-16.8479,0,-33.5135,-53.8607,16.7697,1.30418,-24.9752,27.9533,-6.99964,
0.8,0.706531,0.737412,-56.244,-37.7037,-1.05559,0,-55.7882,-16.8745,0,-33.5657,-53.6998,16.7195,1.3003,-25.0143,27.997,-7.01059,
0.8,0.706529,0.737411,-56.403,-37.6564,-1.06026,0,-55.9459,-16.8535,0,-33.5236,-53.8516,16.7666,1.30402,-24.9829,27.962,-7.00181,
0.8,0.706529,0.737412,-56.1526,-37.5262,-1.05648,0,-55.6976,-16.7957,0,-33.4073,-53.6126,16.692,1.29825,-24.8966,27.8652,-6.97759,
0.8,0.706535,0.737413,-55.1751,-37.3518,-1.04017,0,-54.728,-16.718,0,-33.2518,-52.6795,16.401,1.27574,-24.781,27.7356,-6.94514,
0.8,0.706542,0.737416,-55.208,-37.2437,-1.04201,0,-54.7606,-16.67,0,-33.1553,-52.711,16.4104,1.27658,-24.7094,27.6551,-6.92502,
0.8,0.706552,0.737426,-54.7243,-36.2898,-1.03439,0,-54.2809,-16.2437,0,-32.3056,-52.2493,16.2662,1.26548,-24.0771,26.9463,-6.74762,
0.8,0.706578,0.737433,-52.7265,-36.6865,-0.999849,0,-52.2993,-16.4216,0,-32.6586,-50.3422,15.6714,1.21948,-24.3407,27.2405,-6.82134,
0.8,0.706592,0.737448,-54.2252,-35.4237,-1.03001,0,-53.7858,-15.8567,0,-31.534,-51.7732,16.1164,1.25424,-23.5036,26.3022,-6.58648,
