pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
0.375394,6.26872,6.23247,0.258751,-200,0,0,-3.99219,-6.66698,9.50308,6.62838,9.74397,6.87267,-9.39969,-10,0,1383.1,0,-1563.56,0,-1545.44,0,1441.42,-46.5182,18.3319,-49.9948,-0.723209,-49.9357,-2.53477,-48.3355,12.7937,698.42,491.433,965.221,-762.698,-527.523,-784.381,-618.754,1011.94,1.42441,6.95256e-310,700.003,8.48735e-315,-1086.4,1.4822e-323,-1117.28,6.84459e-310,1441.42,-46.5182,718.335,-49.9948,-1087.12,-49.9357,-1119.82,-48.3355,1454.21,-69.4293,-115.947,165.271,115.276,169.46,119.525,-163.473,-211.808,
0.375394,6.26872,6.23247,0.258751,-200,0,0,-3.99219,-6.66698,9.50308,6.62838,9.74397,6.87267,-9.39969,-10,0,1383.1,0,-1563.56,0,-1545.44,0,1441.42,-46.5182,18.3319,-49.9948,-0.723209,-49.9357,-2.53477,-48.3355,12.7937,698.42,491.433,965.221,-762.698,-527.523,-784.381,-618.754,1011.94,1.42441,6.95256e-310,700.003,8.48735e-315,-1086.4,1.4822e-323,-1117.28,6.84459e-310,1441.42,-46.5182,718.335,-49.9948,-1087.12,-49.9357,-1119.82,-48.3355,1454.21,-69.4293,-115.947,165.271,115.276,169.46,119.525,-163.473,-211.808,
0.375394,6.26872,6.23247,0.258751,-200,0,0,-3.99219,-6.66698,9.50308,6.62838,9.74397,6.87267,-9.39969,-10,0,1383.1,0,-1563.56,0,-1545.44,0,1441.42,-46.5182,18.3319,-49.9948,-0.723209,-49.9357,-2.53477,-48.3355,12.7937,698.42,491.433,965.221,-762.698,-527.523,-784.381,-618.754,1011.94,1.42441,6.95256e-310,700.003,8.48735e-315,-1086.4,1.4822e-323,-1117.28,6.84459e-310,1441.42,-46.5182,718.335,-49.9948,-1087.12,-49.9357,-1119.82,-48.3355,1454.21,-69.4293,-115.947,165.271,115.276,169.46,119.525,-163.473,-211.808,
0.375394,6.26872,6.23247,0.258751,-200,0,0,-3.99219,-6.66698,9.50308,6.62838,9.74397,6.87267,-9.39969,-10,0,1383.1,0,-1563.56,0,-1545.44,0,1441.42,-46.5182,18.3319,-49.9948,-0.723209,-49.9357,-2.53477,-48.3355,12.7937,698.42,491.433,965.221,-762.698,-527.523,-784.381,-618.754,1011.94,1.42441,6.95256e-310,700.003,8.48735e-315,-1086.4,1.4822e-323,-1117.28,6.84459e-310,1441.42,-46.5182,718.335,-49.9948,-1087.12,-49.9357,-1119.82,-48.3355,1454.21,-69.4293,-115.947,165.271,115.276,169.46,119.525,-163.473,-211.808,
0.375406,6.26871,6.23247,0.258727,-200,0,0,-3.992,-6.66678,9.50302,6.62832,9.7441,6.8728,-9.39976,-10,0,1383.09,0,-1563.56,0,-1545.44,0,1441.43,-46.5179,18.3325,-49.9948,-0.723805,-49.9357,-2.53477,-48.3358,12.7925,698.413,491.404,965.221,-762.676,-527.532,-784.377,-618.755,1011.93,1.42444,6.95256e-310,699.977,8.48735e-315,-1086.39,1.4822e-323,-1117.3,6.84459e-310,1441.43,-46.5179,718.309,-49.9948,-1087.11,-49.9357,-1119.83,-48.3358,1454.23,-69.4261,-115.944,165.27,115.275,169.463,119.527,-163.474,-211.81,
0.375394,6.26871,6.23247,0.258727,-200,0,0,-3.99214,-6.66693,9.50307,6.62837,9.74415,6.87285,-9.39976,-10,0,1383.1,0,-1563.56,0,-1545.44,0,1441.43,-46.5182,18.3319,-49.9948,-0.723805,-49.9357,-2.53477,-48.3358,12.7925,698.42,491.417,965.217,-762.68,-527.535,-784.381,-618.758,1011.93,1.42444,6.95256e-310,699.997,8.48735e-315,-1086.39,1.4822e-323,-1117.31,6.84459e-310,1441.43,-46.5182,718.329,-49.9948,-1087.12,-49.9357,-1119.84,-48.3358,1454.23,-69.4285,-115.947,165.271,115.276,169.464,119.528,-163.474,-211.81,
0.375382,6.26873,6.23249,0.258727,-200,0,0,-3.99232,-6.66713,9.5033,6.6286,9.74402,6.87272,-9.39976,-10,0,1383.11,0,-1563.57,0,-1545.45,0,1441.43,-46.5184,18.3314,-49.9948,-0.722613,-49.9358,-2.53356,-48.3358,12.7925,698.413,491.44,965.217,-762.708,-527.541,-784.375,-618.782,1011.93,1.42443,6.95256e-310,700.023,8.48735e-315,-1086.43,1.4822e-323,-1117.29,6.84459e-310,1441.43,-46.5184,718.355,-49.9948,-1087.15,-49.9358,-1119.82,-48.3358,1454.23,-69.4317,-115.95,165.275,115.28,169.461,119.526,-163.474,-211.81,
0.375154,6.26894,6.2328,0.258548,-200,0,0,-3.99518,-6.67022,9.50638,6.63167,9.74404,6.87269,-9.40029,-10,0,1383.22,0,-1563.67,0,-1545.61,0,1441.52,-46.5226,18.3208,-49.9949,-0.712433,-49.9366,-2.51801,-48.3381,12.7838,698.372,491.685,965.162,-762.939,-527.725,-784.317,-619.137,1011.91,1.42456,6.95256e-310,700.434,8.48735e-315,-1086.85,1.4822e-323,-1117.31,6.84459e-310,1441.52,-46.5226,718.755,-49.9949,-1087.56,-49.9366,-1119.82,-48.3381,1454.31,-69.4813,-116.004,165.328,115.333,169.462,119.525,-163.483,-211.821,
0.374639,6.26961,6.2334,0.25796,-200,0,0,-4.00229,-6.67788,9.51754,6.64281,9.74521,6.87377,-9.40205,-10,0,1383.48,0,-1564.01,0,-1545.91,0,1441.82,-46.532,18.2968,-49.9954,-0.678867,-49.9381,-2.48808,-48.3456,12.7555,698.171,492.264,965.098,-763.806,-528.307,-784.227,-619.956,1011.83,1.42495,6.95256e-310,701.454,8.48735e-315,-1088.39,1.4822e-323,-1117.49,6.84459e-310,1441.82,-46.532,719.75,-49.9954,-1089.07,-49.9381,-1119.98,-48.3456,1454.57,-69.605,-116.137,165.522,115.527,169.482,119.544,-163.514,-211.859,
0.374579,6.27001,6.23345,0.257457,-200,0,0,-4.00393,-6.67958,9.52562,6.65087,9.74735,6.8759,-9.40355,-10,0,1383.51,0,-1564.21,0,-1545.93,0,1442.07,-46.5331,18.294,-49.9957,-0.658508,-49.9382,-2.4857,-48.352,12.7311,697.928,492.294,965.163,-764.382,-528.716,-784.224,-620.206,1011.74,1.42533,6.95256e-310,701.681,8.48735e-315,-1089.5,1.4822e-323,-1117.78,6.84459e-310,1442.07,-46.5331,719.975,-49.9957,-1090.15,-49.9382,-1120.26,-48.352,1454.8,-69.6335,-116.167,165.663,115.667,169.519,119.581,-163.54,-211.892,
