p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,-0.0720985,-7.20985e-05,-0.0720985,1945.92
750,105.5,80,-0.0720951,-0.00016935,-0.0720951,-53.8839
750,105.5,80,-0.0720938,-0.000263197,-0.0720938,-54.0189
750,105.5,80,-0.072091,-0.000348384,-0.072091,-53.9165
750,105.5,80,-0.0720898,-0.000445498,-0.0720898,-54.0452
750,105.5,80,-0.0720886,-0.000527597,-0.0720886,-54.0318
750,105.5,80,-0.0720875,-0.000631897,-0.0720875,-54.0747
750,105.5,80,-0.0720843,-0.000733827,-0.0720843,-53.9566
750,105.5,80,-0.0720816,-0.000821515,-0.0720816,-53.9729
750,105.5,80,-0.0720782,-0.000916398,-0.0720782,-53.9483
750,105.5,80,-0.0720707,-0.00100103,-0.0720707,-53.6453
750,105.5,80,-0.072066,-0.00109828,-0.072066,-53.8881
750,105.5,80,-0.072061,-0.00120345,-0.072061,-53.9019
750,105.5,80,-0.0720504,-0.00130782,-0.0720504,-53.5899
750,105.5,80,-0.0720447,-0.00141445,-0.0720447,-53.8743
750,105.5,80,-0.0720351,-0.00149697,-0.0720351,-53.5131
750,105.5,80,-0.0720294,-0.00159675,-0.0720294,-53.8586
750,105.5,80,-0.0720237,-0.0016815,-0.0720237,-53.813
750,105.5,80,-0.0720178,-0.00178194,-0.0720178,-53.8629
750,105.5,80,-0.0720063,-0.00188461,-0.0720063,-53.5579
750,105.5,80,-0.0719996,-0.00197131,-0.0719996,-53.7565
750,105.5,80,-0.0719922,-0.00206728,-0.0719922,-53.7718
750,105.5,80,-0.0719744,-0.0021656,-0.0719744,-53.1661
750,105.5,80,-0.0719647,-0.00224636,-0.0719647,-53.5221
750,105.5,80,-0.0719544,-0.00235251,-0.0719544,-53.6533
750,105.5,80,-0.0719342,-0.00243583,-0.0719342,-52.8139
750,105.5,80,-0.0719245,-0.00257154,-0.0719245,-53.8009
750,105.5,80,-0.0719044,-0.00267766,-0.0719044,-53.1249
750,105.5,80,-0.0718948,-0.00278131,-0.0718948,-53.6779
750,105.5,80,-0.071874,-0.00286547,-0.071874,-52.7912
750,105.5,80,-0.0718632,-0.00296646,-0.0718632,-53.5923
750,105.5,80,-0.0718516,-0.00304675,-0.0718516,-53.3799
750,105.5,80,-0.0718377,-0.00314626,-0.0718377,-53.4101
750,105.5,80,-0.0718107,-0.00324247,-0.0718107,-52.5881
750,105.5,80,-0.0717959,-0.00332784,-0.0717959,-53.203
750,105.5,80,-0.0717819,-0.00340655,-0.0717819,-53.1745
750,105.5,80,-0.0717673,-0.00350535,-0.0717673,-53.3475
750,105.5,80,-0.0717368,-0.00360194,-0.0717368,-52.3652
750,105.5,80,-0.0717194,-0.00368776,-0.0717194,-53.0156
750,105.5,80,-0.0717028,-0.00376847,-0.0717028,-52.9991
750,105.5,80,-0.071686,-0.00386415,-0.071686,-53.1649
750,105.5,80,-0.0716497,-0.00396897,-0.0716497,-52.1678
750,105.5,80,-0.0716305,-0.00407802,-0.0716305,-53.145
750,105.5,80,-0.071591,-0.00417825,-0.071591,-51.8793
750,105.5,80,-0.0715687,-0.00426602,-0.0715687,-52.6732
750,105.5,80,-0.0715476,-0.00436167,-0.0715476,-52.8572
750,105.5,80,-0.0715016,-0.00446408,-0.0715016,-51.5288
750,105.5,80,-0.0714787,-0.00454894,-0.0714787,-52.5424
750,105.5,80,-0.0714551,-0.00464939,-0.0714551,-52.7417
750,105.5,80,-0.0714062,-0.00472981,-0.0714062,-50.5765
750,105.5,80,-0.0713829,-0.0048241,-0.0713829,-52.6383
750,105.5,80,-0.0713597,-0.004906,-0.0713597,-52.4165
750,105.5,80,-0.0713373,-0.00500492,-0.0713373,-52.7401
750,105.5,80,-0.0712921,-0.00510826,-0.0712921,-51.5118
750,105.5,80,-0.0712712,-0.00521144,-0.0712712,-52.8477
750,105.5,80,-0.0712324,-0.00529477,-0.0712324,-51.3323
