ee_s_x,ee_s_y,ee_s_z,ee_s_qx,ee_s_qy,ee_s_qz,ee_s_qw,ee_twist_x,ee_twist_y,ee_twist_z,ee_twist_qx,ee_twist_qy,ee_twist_qz,elbow_s_x,elbow_s_y,elbow_s_z,elbow_s_qx,elbow_s_qy,elbow_s_qz,elbow_s_qw,arm_base_s_x,arm_base_s_y,arm_base_s_z,arm_base_s_qx,arm_base_s_qy,arm_base_s_qz,arm_base_s_qw,ee_f_e_x, ee_f_e_y, ee_f_e_z, ee_f_e_qx, ee_f_e_qy, ee_f_e_qz,ee_beta_x,ee_beta_y,ee_beta_z,ee_beta_qx,ee_beta_qy,ee_beta_qz,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,ee_f_c_x,ee_f_c_y,ee_f_c_z,ee_f_c_qx,ee_f_c_qy,ee_f_c_qz,elbow_f_c_x,elbow_f_c_y,elbow_f_c_z,elbow_f_c_qx,elbow_f_c_qy,elbow_f_c_qz
0.43664,-0.860457,0.675083,-0.500062,-0.491165,0.503499,0.505157,-0.0151515,-0.0103909,0.00391791,-0.00530093,-0.00503398,-0.025562,0.0613564,-0.698405,0.697085,-0.493505,0.868098,0.0213052,-0.0490403,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.0248428,0,0,0,0,6.45307,-1.30628,-8.59722,2.16358,0.242591,0.487099,-0.760415,0,0,-10,0,0,0,0,0,0.291545,0,0,0,
0.436609,-0.860479,0.675092,-0.500079,-0.491152,0.503486,0.505166,-0.0160857,-0.0110862,0.00405184,-0.00709738,-0.00435557,-0.0271405,0.0613333,-0.698407,0.697089,-0.493483,0.86811,0.0213013,-0.0490416,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.13099,-0.50894,0.387051,0.461118,0.553924,5.97353,0.59677,-7.99302,-0.741104,0.186466,0.704703,-0.70857,0,0,-10,0,0,0,0,0,0.291061,0,0,0,
0.436592,-0.86049,0.675096,-0.50009,-0.491144,0.50348,0.50517,-0.0160137,-0.0109844,0.0039997,-0.00787541,-0.00398126,-0.0268307,0.0613206,-0.698409,0.697092,-0.493472,0.868117,0.0212992,-0.0490425,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.637662,-0.277129,0.516444,0.207054,0.325944,6.19361,-0.260126,-8.25753,0.560391,0.192447,0.598827,-0.792906,0,0,-10,0,0,0,0,0,0.290794,0,0,0,
0.436576,-0.860501,0.6751,-0.5001,-0.491136,0.503474,0.505173,-0.0163589,-0.0112249,0.00410782,-0.00827704,-0.00426295,-0.0274082,0.0613085,-0.69841,0.697095,-0.49346,0.868123,0.0212971,-0.0490432,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.677756,-0.315282,0.515623,0.331167,0.238425,6.19481,-0.171369,-8.203,0.42369,0.202265,0.641203,-0.796144,0,0,-10,0,0,0,0,0,0.29054,0,0,0,
0.436559,-0.860513,0.675104,-0.50011,-0.491128,0.503467,0.505177,-0.016956,-0.011636,0.00425604,-0.00889514,-0.00441435,-0.0284064,0.0612962,-0.698411,0.697097,-0.493449,0.86813,0.0212952,-0.049044,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,0.608929,-0.266283,0.406263,0.240681,0.400714,6.22192,-0.328594,-8.26593,0.661088,0.20783,0.568932,-0.780796,0,0,-10,0,0,0,0,0,0.290281,0,0,0,
0.436527,-0.860535,0.675113,-0.50013,-0.491113,0.503455,0.505184,-0.016001,-0.0109035,0.00409989,-0.00828541,-0.00488614,-0.0267708,0.0612717,-0.698414,0.697102,-0.493426,0.868143,0.0212911,-0.0490457,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.58304,-0.639336,1.08596,0.645924,0.878915,5.95713,1.28573,-7.85938,-1.90792,0.153242,0.761664,-0.831351,0,0,-10,0,0,0,0,0,0.289768,0,0,0,
0.436512,-0.860545,0.675117,-0.50014,-0.491106,0.503449,0.505187,-0.0139723,-0.00945934,0.00364767,-0.00754445,-0.00485987,-0.02344,0.0612606,-0.698415,0.697104,-0.493416,0.868148,0.0212893,-0.0490458,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.46072,-0.23227,0.331428,0.278547,0.376654,6.40215,0.971195,-8.6633,-1.74578,0.168804,0.865277,-0.722454,0,0,-10,0,0,0,0,0,0.289559,0,0,0,
0.4365,-0.860553,0.67512,-0.500148,-0.491101,0.503444,0.505189,-0.0113892,-0.00755818,0.00306377,-0.00639684,-0.00467856,-0.018985,0.0612519,-0.698416,0.697106,-0.493409,0.868153,0.0212879,-0.0490454,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.69739,-0.201078,0.309029,0.286158,0.146112,6.48335,1.35979,-8.83054,-2.48201,0.15327,1.01338,-0.706443,0,0,-10,0,0,0,0,0,0.289404,0,0,0,
0.436488,-0.86056,0.675124,-0.500158,-0.491095,0.503439,0.50519,-0.00508396,-0.00270563,0.00153994,-0.00530527,-0.00319797,-0.0073547,0.0612416,-0.698417,0.697108,-0.493403,0.868156,0.0212862,-0.0490442,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.79813,-0.284988,0.635506,0.499084,0.14622,6.48396,1.53744,-8.68808,-2.76056,0.156949,1.05051,-0.780734,0,0,-10,0,0,0,0,0,0.289237,0,0,0,
0.436485,-0.86056,0.675125,-0.50016,-0.491094,0.503439,0.505189,-0.00285573,-0.000470761,0.000984522,-0.00518622,-0.00220783,-0.00180155,0.0612385,-0.698417,0.697108,-0.493404,0.868155,0.0212858,-0.0490434,-0.178981,-0.0799403,0.739144,0.694608,-0.287717,0.609157,0.252322,0,0,0,0,0,0,0,1.3004,-0.0783899,0.283495,0.127778,-0.32525,6.55473,0.768174,-8.94833,-1.51254,0.153871,1.01437,-0.727708,0,0,-10,0,0,0,0,0,0.289194,0,0,0,
