dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.687451,1.02569,1003.93,-1774.45,-341.266,73.0304,0,1304.13,-267.806,0,926.994,-384.353,-5.31223,-1232.26,1272.39,-326.24,
0.7,0.687451,1.02569,0,225.542,-0,0,0,-165.758,34.0453,0,0,0,0,156.619,-161.734,41.4675,
0.7,0.687452,1.02569,0,225.577,-0,0,0,-165.782,34.0526,0,0,0,0,156.639,-161.763,41.4742,
0.7,0.687452,1.02569,0,225.632,-0,0,0,-165.821,34.0631,0,0,0,0,156.674,-161.806,41.4847,
0.7,0.687452,1.02569,0,225.657,-0,0,0,-165.837,34.0698,0,0,0,0,156.687,-161.828,41.4898,
0.7,0.687452,1.02568,0,225.691,-0,0,0,-165.86,34.0768,0,0,0,0,156.707,-161.857,41.4965,
0.7,0.687453,1.02568,0,225.728,-0,0,0,-165.885,34.0842,0,0,0,0,156.728,-161.887,41.5037,
0.7,0.687453,1.02568,0,225.759,-0,0,0,-165.906,34.0911,0,0,0,0,156.746,-161.913,41.5097,
0.7,0.687454,1.02568,0,225.794,-0,0,0,-165.931,34.0985,0,0,0,0,156.767,-161.942,41.5166,
0.7,0.687455,1.02568,0,225.836,-0,0,0,-165.96,34.1066,0,0,0,0,156.794,-161.974,41.5245,
0.7,0.687456,1.02568,0,225.86,-0,0,0,-165.976,34.1117,0,0,0,0,156.808,-161.994,41.5291,
0.7,0.687458,1.02568,0,225.887,-0,0,0,-165.995,34.1173,0,0,0,0,156.825,-162.014,41.5342,
0.7,0.68746,1.02568,0,225.915,-0,0,0,-166.015,34.1231,0,0,0,0,156.844,-162.035,41.5394,
0.7,0.687464,1.02568,0,225.935,-0,0,0,-166.03,34.1277,0,0,0,0,156.858,-162.051,41.5432,
0.7,0.687467,1.02568,0,225.964,-0,0,0,-166.051,34.1332,0,0,0,0,156.877,-162.071,41.5486,
0.7,0.68747,1.02568,0,225.98,-0,0,0,-166.063,34.1382,0,0,0,0,156.889,-162.082,41.5515,
0.7,0.687473,1.02568,0,226.037,-0,0,0,-166.105,34.1481,0,0,0,0,156.929,-162.123,41.5618,
0.7,0.687476,1.02568,0,226.079,-0,0,0,-166.135,34.1557,0,0,0,0,156.959,-162.152,41.5695,
0.7,0.68748,1.02568,0,226.107,-0,0,0,-166.156,34.1613,0,0,0,0,156.979,-162.172,41.5746,
0.7,0.687484,1.02568,0,226.149,-0,0,0,-166.187,34.167,0,0,0,0,157.008,-162.201,41.5822,
0.7,0.687488,1.02568,0,226.207,-0,0,0,-166.23,34.1778,0,0,0,0,157.049,-162.243,41.593,
0.7,0.687492,1.02568,0,226.26,-0,0,0,-166.268,34.1872,0,0,0,0,157.086,-162.28,41.6026,
0.7,0.687496,1.02568,0,226.322,-0,0,0,-166.313,34.198,0,0,0,0,157.129,-162.325,41.614,
0.7,0.6875,1.02568,0,226.358,-0,0,0,-166.338,34.2053,0,0,0,0,157.154,-162.351,41.6206,
0.7,0.687509,1.02568,0,226.367,-0,0,0,-166.345,34.2083,0,0,0,0,157.16,-162.358,41.6224,
0.7,0.687515,1.02568,0,226.381,-0,0,0,-166.355,34.2119,0,0,0,0,157.17,-162.368,41.6249,
0.7,0.68752,1.02568,0,226.406,-0,0,0,-166.373,34.2172,0,0,0,0,157.188,-162.385,41.6295,
0.7,0.687527,1.02568,0,226.416,-0,0,0,-166.38,34.2203,0,0,0,0,157.194,-162.392,41.6312,
0.7,0.687534,1.02568,0,226.488,-0,0,0,-166.433,34.2337,0,0,0,0,157.245,-162.443,41.6444,
0.7,0.687541,1.02568,0,226.541,-0,0,0,-166.471,34.2429,0,0,0,0,157.282,-162.481,41.6541,
0.7,0.687548,1.02568,0,226.588,-0,0,0,-166.505,34.251,0,0,0,0,157.315,-162.514,41.6628,
0.7,0.687556,1.02568,0,226.628,-0,0,0,-166.534,34.258,0,0,0,0,157.343,-162.543,41.6702,
0.7,0.687564,1.02568,0,226.657,-0,0,0,-166.555,34.2634,0,0,0,0,157.364,-162.563,41.6754,
0.7,0.687572,1.02568,0,226.684,-0,0,0,-166.575,34.2691,0,0,0,0,157.383,-162.583,41.6805,
0.7,0.687579,1.02568,0,226.732,-0,0,0,-166.609,34.2776,0,0,0,0,157.417,-162.617,41.6892,
0.7,0.687586,1.02568,0,226.763,-0,0,0,-166.631,34.2836,0,0,0,0,157.438,-162.639,41.6949,
0.7,0.687593,1.02568,0,226.803,-0,0,0,-166.659,34.2909,0,0,0,0,157.466,-162.667,41.7021,
