p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,0.300687,0.000300687,0.300687,-1774.45
750,105.5,80,0.300686,0.000676175,0.300686,225.542
750,105.5,80,0.300686,0.00097709,0.300686,225.577
750,105.5,80,0.300686,0.00130117,0.300686,225.632
750,105.5,80,0.300685,0.00162401,0.300685,225.657
750,105.5,80,0.300685,0.00192488,0.300685,225.691
750,105.5,80,0.300685,0.00223354,0.300685,225.728
750,105.5,80,0.300684,0.00253429,0.300684,225.759
750,105.5,80,0.300684,0.00283516,0.300684,225.794
750,105.5,80,0.300684,0.00314449,0.300684,225.836
750,105.5,80,0.300684,0.00344799,0.300684,225.86
750,105.5,80,0.300684,0.00374871,0.300684,225.887
750,105.5,80,0.300683,0.00408387,0.300683,225.915
750,105.5,80,0.300683,0.00440631,0.300683,225.935
750,105.5,80,0.300682,0.00471247,0.300682,225.964
750,105.5,80,0.300681,0.0051566,0.300681,225.98
750,105.5,80,0.30068,0.00546967,0.30068,226.037
750,105.5,80,0.300679,0.0057895,0.300679,226.079
750,105.5,80,0.300679,0.00609043,0.300679,226.107
750,105.5,80,0.300678,0.00639218,0.300678,226.149
750,105.5,80,0.300678,0.00671887,0.300678,226.207
750,105.5,80,0.300678,0.00702851,0.300678,226.26
750,105.5,80,0.300679,0.00734733,0.300679,226.322
750,105.5,80,0.300679,0.00764936,0.300679,226.358
750,105.5,80,0.30068,0.00800472,0.30068,226.367
750,105.5,80,0.30068,0.00830548,0.30068,226.381
750,105.5,80,0.300679,0.0086184,0.300679,226.406
750,105.5,80,0.300679,0.00892042,0.300679,226.416
750,105.5,80,0.300679,0.00938225,0.300679,226.488
750,105.5,80,0.300679,0.00968301,0.300679,226.541
750,105.5,80,0.300679,0.0100014,0.300679,226.588
750,105.5,80,0.30068,0.0103024,0.30068,226.628
750,105.5,80,0.30068,0.0106031,0.30068,226.657
750,105.5,80,0.30068,0.0109039,0.30068,226.684
750,105.5,80,0.300681,0.0112046,0.300681,226.732
750,105.5,80,0.300681,0.0115057,0.300681,226.763
750,105.5,80,0.300682,0.0118173,0.300682,226.803
750,105.5,80,0.300682,0.0121183,0.300682,226.838
750,105.5,80,0.300683,0.0124191,0.300683,226.885
