pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
1.34481,1.15846,0.720456,0.946023,-300,300,-300,3.78471,0.705842,2.67645,2.41465,-10,-8.09743,-3.56612,-4.23409,6.42238e-07,9.65511e-07,5.23581e-13,0.000321119,0.000482755,0.000723588,
1.34481,1.15846,0.720456,0.946023,156.619,-161.734,41.4675,1.22927,10,1.73583,0.983558,8.03331,-1.12859,2.08733,1.67631,1.04324e-06,1.56836e-06,8.16485e-13,0.000321119,0.000482755,0.000723588,
1.34481,1.15846,0.720456,0.946023,156.639,-161.763,41.4742,1.22923,10,1.7358,0.983546,8.03338,-1.1286,2.08735,1.67628,1.36461e-06,2.05148e-06,5.2438e-13,0.000321119,0.000482755,0.000723588,
1.34481,1.15847,0.720456,0.946023,156.674,-161.806,41.4847,1.229,10,1.7358,0.983748,8.03372,-1.12864,2.08736,1.67622,1.66835e-06,2.54426e-06,3.89272e-13,0.000281822,0.000457204,0.000578881,
1.3448,1.15844,0.720456,0.946011,156.687,-161.828,41.4898,1.22906,10,1.73571,0.98344,8.03353,-1.12852,2.08729,1.67608,2.03806e-06,3.1603e-06,7.44232e-13,0.00034434,0.000573767,0.00080349,
1.34482,1.15844,0.720456,0.946023,156.707,-161.857,41.4965,1.22942,10,1.73565,0.983179,8.03317,-1.12848,2.08745,1.67618,2.8367e-06,3.53684e-06,3.59263e-12,0.000798141,0.000376308,0.00189425,
1.34513,1.15838,0.720671,0.946203,156.728,-161.887,41.5037,1.23566,10,1.73392,0.977732,8.02468,-1.12724,2.08893,1.67569,7.69433e-06,3.9615e-06,3.8511e-11,0.00473207,0.000413668,0.00604532,
1.34542,1.15836,0.720815,0.946442,156.746,-161.913,41.5097,1.24137,10,1.73252,0.973399,8.0175,-1.12766,2.09102,1.67735,1.38532e-05,2.11875e-06,8.89342e-12,0.00615766,-0.00184238,0.00298154,
1.34517,1.15856,0.720611,0.946382,156.767,-161.942,41.5166,1.23447,10,1.73425,0.980508,8.02764,-1.13065,2.09052,1.67935,1.93976e-05,-1.25879e-06,5.34885e-12,0.00554092,-0.00337544,-0.00231133,
1.34447,1.15892,0.720264,0.945783,156.794,-161.974,41.5245,1.21604,10,1.73851,0.996449,8.05212,-1.13003,2.08506,1.67398,2.46746e-05,-4.5285e-06,2.93607e-11,0.00512945,-0.00317828,-0.00526703,
1.34368,1.1589,0.719988,0.94522,156.808,-161.994,41.5291,1.20174,10,1.74104,1.00603,8.06907,-1.12997,2.07989,1.66989,3.074e-05,-6.05845e-06,1.92021e-11,0.00600913,-0.00151578,-0.00434144,
1.34242,1.15862,0.719641,0.944812,156.825,-162.014,41.5342,1.18473,10,1.74242,1.01554,8.08765,-1.13763,2.0757,1.67276,3.7136e-05,-6.77435e-06,2.10822e-12,0.00639519,-0.000715801,-0.0014518,
1.34075,1.15828,0.719161,0.944285,156.844,-162.035,41.5394,1.16171,10,1.74442,1.02879,8.11308,-1.14834,2.07023,1.67708,4.4514e-05,-7.55641e-06,4.12803e-12,0.00661897,-0.000701616,0.00182273,
1.3387,1.15799,0.71849,0.943458,156.858,-162.051,41.5432,1.13049,10,1.74843,1.04861,8.14908,-1.15897,2.06204,1.67938,5.24251e-05,-8.80228e-06,1.22214e-11,0.00737736,-0.00116183,0.00326005,
1.33655,1.15753,0.717747,0.942571,156.877,-162.071,41.5486,1.09973,10,1.75256,1.06711,8.184,-1.16966,2.05347,1.68234,6.11443e-05,-1.0984e-05,4.5851e-12,0.00856322,-0.00214265,0.00210295,
1.33455,1.15699,0.71698,0.94172,156.889,-162.082,41.5515,1.07243,10,1.75664,1.08295,8.21484,-1.17936,2.04552,1.68596,7.4813e-05,-1.61308e-05,8.12865e-13,0.00925379,-0.00348445,-0.000610389,
1.3313,1.15607,0.715866,0.940198,156.929,-162.123,41.5618,1.02755,10,1.76294,1.10791,8.26442,-1.19221,2.0309,1.68722,8.43911e-05,-2.1875e-05,4.22883e-11,0.0091991,-0.00551694,-0.00624563,
1.32863,1.15541,0.714907,0.938964,156.959,-162.152,41.5695,0.98874,10,1.76886,1.13105,8.30839,-1.20379,2.01887,1.68885,9.37576e-05,-2.9175e-05,8.95834e-11,0.00880573,-0.00686291,-0.00889818,
1.32559,1.1546,0.713804,0.937598,156.979,-162.172,41.5746,0.945198,10,1.77552,1.15671,8.35752,-1.2179,2.00545,1.69185,0.000102301,-3.74814e-05,1.25399e-10,0.00853619,-0.00829951,-0.011189,
1.32299,1.1537,0.712882,0.936375,157.008,-162.201,41.5822,0.910448,10,1.78069,1.17514,8.39535,-1.22855,1.99353,1.69355,0.000111055,-4.70151e-05,1.64023e-10,0.00872296,-0.00949983,-0.0127619,
1.32017,1.15267,0.711707,0.935105,157.049,-162.243,41.593,0.873755,10,1.78717,1.19519,8.43621,-1.24188,1.98154,1.69918,0.000120469,-5.95261e-05,3.00928e-10,0.00866401,-0.0115147,-0.0159659,
1.31685,1.1515,0.710581,0.933679,157.086,-162.28,41.6026,0.829295,10,1.79334,1.21886,8.48441,-1.2584,1.96707,1.7036,0.000129159,-7.37324e-05,4.63949e-10,0.0084391,-0.013795,-0.0209161,
1.31394,1.15038,0.70925,0.932421,157.129,-162.325,41.614,0.791812,10,1.80073,1.23983,8.52677,-1.27421,1.95532,1.71255,0.000138615,-8.94483e-05,7.24608e-10,0.0089172,-0.0148216,-0.0253872,
1.31065,1.14918,0.707896,0.930707,157.154,-162.351,41.6206,0.746119,10,1.80964,1.26545,8.57788,-1.28633,1.93852,1.71365,0.000147653,-0.000106258,1.09647e-09,0.00899786,-0.0167353,-0.0329666,
1.30759,1.14772,0.70647,0.929089,157.16,-162.358,41.6224,0.708715,10,1.8179,1.28367,8.61851,-1.29726,1.92342,1.71767,0.000158892,-0.000126965,1.93616e-09,0.00950996,-0.0175207,-0.0372319,
1.30405,1.14647,0.704996,0.927591,157.17,-162.368,41.6249,0.659473,10,1.82713,1.31267,8.6744,-1.31807,1.90822,1.7269,0.000169222,-0.000144723,1.48202e-09,0.0103267,-0.0177524,-0.0384885,
1.30049,1.14516,0.703726,0.926069,157.188,-162.385,41.6295,0.609786,10,1.83512,1.34038,8.72905,-1.33817,1.89197,1.73296,0.000180887,-0.000163054,1.63531e-09,0.0112087,-0.0176142,-0.0388585,
1.29717,1.14374,0.702276,0.924355,157.194,-162.392,41.6312,0.565048,10,1.84474,1.36461,8.77864,-1.35198,1.87477,1.73625,0.000193233,-0.000180434,1.54394e-09,0.0122917,-0.017303,-0.03912,
1.29351,1.14225,0.700921,0.922618,157.245,-162.443,41.6444,0.514006,10,1.85383,1.39224,8.83431,-1.36998,1.85615,1.73956,0.000213134,-0.000207242,3.69921e-09,0.0129567,-0.0174533,-0.0395992,
1.28871,1.14025,0.69886,0.920269,157.282,-162.481,41.6541,0.447036,10,1.8682,1.43008,8.90922,-1.39385,1.83158,1.74654,0.000226925,-0.000224505,1.56355e-09,0.0137876,-0.017259,-0.0395346,
1.2853,1.13859,0.69735,0.918711,157.315,-162.514,41.6628,0.403682,10,1.87746,1.45224,8.95635,-1.41311,1.8156,1.75594,0.000242254,-0.00024219,1.69346e-09,0.0144753,-0.0167,-0.0388627,
1.28152,1.13704,0.696092,0.917081,157.343,-162.543,41.6702,0.349715,10,1.88619,1.48164,9.01473,-1.43596,1.79677,1.76128,0.000257717,-0.000257968,1.50272e-09,0.0154495,-0.015764,-0.0387317,
1.27801,1.13554,0.694773,0.915523,157.364,-162.563,41.6754,0.29979,10,1.89548,1.50933,9.06947,-1.4574,1.77914,1.76773,0.00027419,-0.000272649,1.4857e-09,0.0164666,-0.0146763,-0.0385331,
1.27445,1.13403,0.693455,0.913905,157.383,-162.583,41.6805,0.248032,10,1.90526,1.53837,9.12632,-1.4788,1.7605,1.77299,0.000291584,-0.000286244,1.50944e-09,0.0173893,-0.0135912,-0.0388425,
1.27083,1.13241,0.692185,0.912359,157.417,-162.617,41.6892,0.19676,10,1.91413,1.56596,9.18163,-1.50257,1.74234,1.78018,0.000309919,-0.000298555,1.46352e-09,0.0183314,-0.0123081,-0.0382497,
1.26721,1.13074,0.690783,0.910753,157.438,-162.639,41.6949,0.145693,10,1.92417,1.59379,9.2373,-1.52609,1.72382,1.7882,0.000329026,-0.000309837,1.44994e-09,0.0190864,-0.0112703,-0.0380372,
1.26337,1.12911,0.689524,0.909183,157.466,-162.667,41.7021,0.088041,10,1.93369,1.62628,9.30007,-1.5542,1.70427,1.79614,0.00034972,-0.000320069,1.43834e-09,0.0199685,-0.00987298,-0.036598,
1.25964,1.12746,0.688494,0.907422,157.49,-162.692,41.7085,0.0308975,10,1.94245,1.65665,9.36053,-1.57541,1.68168,1.79436,0.000370567,-0.000328836,1.31689e-09,0.0208211,-0.00875595,-0.0362451,
1.25541,1.12558,0.687235,0.905888,157.524,-162.726,41.7173,-0.0317365,10,1.95126,1.6908,9.42754,-1.61118,1.66161,1.80689,0.000392141,-0.000336439,1.25651e-09,0.0215693,-0.00760144,-0.0354414,
1.2516,1.12382,0.686133,0.904366,157.55,-162.753,41.7243,-0.0886164,10,1.95943,1.721,9.48775,-1.64055,1.64161,1.81414,0.00041483,-0.000343603,1.29662e-09,0.022094,-0.00697639,-0.0350647,
1.24781,1.12206,0.685078,0.902844,157.577,-162.779,41.7311,-0.14593,10,1.96745,1.75137,9.54825,-1.66997,1.62122,1.82052,0.000437198,-0.000350285,1.21714e-09,0.0223319,-0.00667098,-0.0348331,
1.24406,1.12026,0.68406,0.901501,157.598,-162.8,41.7366,-0.201415,10,1.97432,1.78015,9.60632,-1.70331,1.60291,1.83159,0.000459904,-0.00035652,1.18481e-09,0.0226926,-0.00623128,-0.0344008,
1.24028,1.11843,0.683101,0.899872,157.631,-162.832,41.745,-0.259489,10,1.98204,1.8098,9.66663,-1.73048,1.58047,1.83352,0.000483059,-0.000362443,1.22951e-09,0.0229621,-0.00587415,-0.0347744,
1.23657,1.11659,0.682082,0.898505,157.643,-162.843,41.7478,-0.315243,10,1.98915,1.83865,9.72495,-1.76396,1.56156,1.84413,0.000506073,-0.000368255,1.2154e-09,0.0230014,-0.00580878,-0.0348446,
1.23253,1.11478,0.681243,0.897151,157.651,-162.849,41.7496,-0.380656,10,1.99551,1.87411,9.79371,-1.80382,1.54085,1.85426,0.000529819,-0.000374459,1.38033e-09,0.0227621,-0.00594672,-0.0356145,
1.22925,1.11293,0.680452,0.895653,157.671,-162.868,41.7545,-0.428002,10,2.00093,1.89444,9.84028,-1.82554,1.52017,1.85401,0.000553402,-0.00038055,1.44669e-09,0.0227571,-0.00587765,-0.036704,
1.22535,1.11107,0.679721,0.894299,157.675,-162.868,41.7548,-0.49079,10,2.00616,1.92674,9.90498,-1.86323,1.4991,1.86163,0.000576856,-0.000386719,1.5403e-09,0.0225954,-0.00594284,-0.0378118,
1.22179,1.10897,0.679014,0.892969,157.694,-162.885,41.7595,-0.539771,10,2.00885,1.9454,9.95131,-1.89377,1.47997,1.86842,0.000599902,-0.000392905,1.6142e-09,0.0223397,-0.00599639,-0.0389467,
1.21786,1.10693,0.678271,0.891554,157.725,-162.914,41.7671,-0.600563,9.98657,2.01069,1.97222,10,-1.92869,1.4562,1.8733,0.000624827,-0.000400027,2.17925e-09,0.0219211,-0.00626351,-0.0410582,
1.21391,1.10475,0.677588,0.890176,157.751,-162.937,41.7734,-0.656089,9.92896,2.0019,1.9864,10,-1.95571,1.42667,1.87096,0.000646708,-0.000406467,1.86685e-09,0.0217112,-0.00639025,-0.0428742,
1.21067,1.10286,0.676953,0.888978,157.789,-162.969,41.7821,-0.699475,9.88465,1.9955,1.99625,10,-1.97666,1.40262,1.86934,0.000679078,-0.000416376,4.63679e-09,0.0213545,-0.00653713,-0.0449227,
1.20471,1.09971,0.676126,0.887036,157.819,-162.996,41.7892,-0.786442,9.79308,1.97982,2.02044,10,-2.02077,1.35811,1.86529,0.000701503,-0.000424738,2.82081e-09,0.0202833,-0.00756297,-0.0480429,
1.20084,1.09752,0.675539,0.885766,157.847,-163.021,41.7959,-0.839857,9.73806,1.96983,2.03336,10,-2.05002,1.33054,1.86514,0.000722937,-0.00043391,3.1509e-09,0.0195911,-0.00838332,-0.0513091,
1.19736,1.09554,0.675143,0.884735,157.869,-163.039,41.8009,-0.887615,9.6897,1.95916,2.04414,10,-2.07898,1.3071,1.86673,0.000741891,-0.000443094,2.92766e-09,0.0189483,-0.00918208,-0.0540962,
1.19383,1.09356,0.674688,0.883513,157.899,-163.065,41.8081,-0.93767,9.63782,1.94942,2.05659,10,-2.10376,1.28043,1.86261,0.000759986,-0.000453717,3.33773e-09,0.0179312,-0.0105263,-0.0572526,
1.19069,1.09152,0.674352,0.882458,157.92,-163.082,41.8127,-0.975757,9.60273,1.93969,2.06034,10,-2.12657,1.25974,1.86249,0.000777401,-0.00046482,3.57968e-09,0.0174032,-0.0110961,-0.0597925,
1.18657,1.08956,0.673981,0.881284,157.952,-163.109,41.8201,-1.04176,9.52983,1.92579,2.08283,10,-2.16237,1.22855,1.85955,0.000794072,-0.000476717,3.85621e-09,0.0166527,-0.0118831,-0.062033,
1.18317,1.08723,0.673645,0.880277,157.971,-163.121,41.8237,-1.07974,9.49672,1.91391,2.08369,10,-2.19141,1.2095,1.86574,0.000810612,-0.000490469,4.60389e-09,0.0156418,-0.0130054,-0.0641722,
1.17973,1.08512,0.673382,0.879319,158.002,-163.147,41.8309,-1.12384,9.45407,1.90099,2.09031,10,-2.2222,1.18853,1.86973,0.00082713,-0.000505099,5.23781e-09,0.0151542,-0.0134218,-0.0664,
1.17601,1.08297,0.673154,0.878264,158.036,-163.173,41.8383,-1.17486,9.40271,1.88647,2.10055,10,-2.25476,1.16412,1.87071,0.000843351,-0.000520623,5.77088e-09,0.0145642,-0.0139398,-0.0682157,
1.17215,1.08037,0.67295,0.877281,158.058,-163.188,41.8427,-1.21855,9.3645,1.86983,2.10114,10,-2.29203,1.14447,1.88064,0.000858476,-0.000535738,5.49955e-09,0.0140843,-0.0140736,-0.0690576,
1.16863,1.07797,0.672842,0.876346,158.113,-163.228,41.8543,-1.25836,9.33035,1.8538,2.10069,10,-2.3246,1.12593,1.88736,0.000878463,-0.000555667,1.00211e-08,0.0140375,-0.0139971,-0.0703128,
1.16332,1.07478,0.672723,0.875184,158.126,-163.233,41.8562,-1.3277,9.26245,1.82786,2.11073,10,-2.38157,1.09781,1.90082,0.000892736,-0.000569225,5.12895e-09,0.0140087,-0.0133073,-0.0703015,
1.15946,1.07234,0.672699,0.874321,158.157,-163.257,41.8631,-1.3754,9.21785,1.80779,2.11423,10,-2.42237,1.07839,1.91091,0.000907802,-0.000582314,5.49473e-09,0.0143177,-0.0124382,-0.0704469,
1.15555,1.06974,0.672711,0.873518,158.195,-163.288,41.8715,-1.42029,9.17815,1.78606,2.11376,10,-2.46597,1.06146,1.92556,0.000923697,-0.000594811,5.77485e-09,0.0146224,-0.011497,-0.0699143,
1.15203,1.06742,0.672746,0.872883,158.224,-163.31,41.8778,-1.46116,9.14135,1.76535,2.11379,10,-2.50836,1.04758,1.94194,0.000938959,-0.000605132,4.83672e-09,0.015253,-0.0103147,-0.0695091,
1.14853,1.06509,0.672866,0.872152,158.25,-163.328,41.8831,-1.50173,9.10561,1.74389,2.1123,10,-2.54678,1.03228,1.95333,0.000955214,-0.000614744,5.12176e-09,0.0156463,-0.00925176,-0.0688918,
1.14506,1.06275,0.672986,0.871505,158.294,-163.364,41.8931,-1.54117,9.07103,1.72163,2.11002,10,-2.58786,1.01896,1.96865,0.000971597,-0.000622489,4.56404e-09,0.0163712,-0.00774,-0.0675161,
1.14163,1.06039,0.673154,0.870846,158.311,-163.373,41.8961,-1.57896,9.03898,1.69861,2.10566,10,-2.6275,1.00614,1.98317,0.000990244,-0.000629288,5.23615e-09,0.0172302,-0.00628176,-0.066865,
