dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.568603,0.983694,1941.47,-1857.7,-302.245,104.694,0,1502.63,-198.183,0,1853.07,-576.503,-44.952,-1037.71,1534.1,-357.529,
0.7,0.568601,0.98369,-58.6478,142.091,9.1319,-3.16437,0,-114.931,15.1586,0,-55.9771,17.4155,1.35779,79.3663,-117.343,27.3467,
0.7,0.568601,0.98369,-58.599,142.35,9.12521,-3.16268,0,-115.141,15.1863,0,-55.9305,17.4012,1.35661,79.5112,-117.557,27.3967,
0.7,0.5686,0.983687,-58.5677,142.105,9.12128,-3.16202,0,-114.941,15.1603,0,-55.9004,17.3921,1.35584,79.3694,-117.359,27.3498,
0.7,0.568601,0.983685,-58.4998,142.254,9.11183,-3.1594,0,-115.061,15.1765,0,-55.8356,17.3721,1.35424,79.4499,-117.483,27.3786,
0.7,0.568602,0.983683,-58.5153,142.296,9.11534,-3.1612,0,-115.094,15.1813,0,-55.8502,17.3768,1.35457,79.4705,-117.52,27.3868,
0.7,0.568606,0.983681,-58.3433,142.307,9.09071,-3.15272,0,-115.103,15.183,0,-55.6859,17.3258,1.35055,79.474,-117.532,27.3891,
0.7,0.568609,0.983679,-58.3698,142.288,9.0961,-3.15518,0,-115.086,15.1814,0,-55.7112,17.3337,1.35116,79.4598,-117.518,27.3855,
0.7,0.568613,0.983677,-58.3316,142.388,9.09159,-3.15412,0,-115.167,15.1924,0,-55.6747,17.3223,1.35029,79.5135,-117.603,27.405,
0.7,0.568618,0.983674,-58.2385,142.31,9.07844,-3.15011,0,-115.102,15.1846,0,-55.5858,17.2946,1.34815,79.4659,-117.54,27.39,
0.7,0.568625,0.983673,-58.2622,142.479,9.08356,-3.15253,0,-115.238,15.2029,0,-55.6084,17.3015,1.34872,79.559,-117.681,27.4226,
0.7,0.568632,0.983672,-58.1115,142.491,9.0616,-3.14559,0,-115.248,15.2041,0,-55.4646,17.2566,1.34526,79.5649,-117.692,27.4251,
0.7,0.568648,0.983671,-57.3928,142.531,8.95289,-3.1089,0,-115.28,15.2084,0,-54.7788,17.0428,1.32869,79.5865,-117.725,27.4328,
0.7,0.568656,0.98367,-57.991,142.556,9.04787,-3.14244,0,-115.3,15.211,0,-55.3498,17.2203,1.34258,79.5998,-117.746,27.4375,
0.7,0.568664,0.983669,-58.1267,142.6,9.07071,-3.15108,0,-115.335,15.2157,0,-55.4794,17.2603,1.34576,79.6244,-117.782,27.446,
0.7,0.568672,0.983668,-58.1221,142.589,9.07165,-3.15198,0,-115.327,15.2143,0,-55.475,17.2587,1.3457,79.6186,-117.773,27.4438,
