pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
6.15409,1.23061,2.27746,3.13051,300,300,-300,1.27172,6.22605,6.00502,10,0.275742,5.39885,0.13322,4.76716,-1.245e-07,9.94452e-08,1.26149e-13,-6.22502e-05,4.97226e-05,-0.000355174,
6.15409,1.23061,2.27746,3.13051,23.3891,-99.9275,28.7045,-0.820005,-5.04243,8.68243,8.4354,-8.44963,-10,2.03831,-1.3396,-1.97684e-07,1.57901e-07,1.74355e-13,-6.22502e-05,4.97226e-05,-0.000355174,
6.15409,1.23061,2.27746,3.13051,23.5807,-100.156,28.7533,-0.829694,-5.04601,8.67639,8.43299,-8.4498,-10,2.032,-1.34774,-2.60008e-07,2.07683e-07,1.26447e-13,-6.22502e-05,4.97226e-05,-0.000355174,
6.15408,1.23059,2.27747,3.13051,23.469,-99.9665,28.7056,-0.824963,-5.04424,8.6794,8.43438,-8.44987,-10,2.03496,-1.34384,-3.1355e-07,2.87484e-07,2.4475e-13,-5.07023e-05,7.5569e-05,-0.000468484,
6.15409,1.23058,2.27747,3.13052,23.6144,-100.111,28.7328,-0.83282,-5.04707,8.6745,8.43248,-8.45012,-10,2.02988,-1.35043,-3.55141e-07,3.44502e-07,1.36583e-13,-3.98142e-05,5.45825e-05,-0.000353785,
6.15408,1.23059,2.27745,3.13052,23.6202,-100.144,28.7414,-0.832601,-5.04693,8.67462,8.4325,-8.45006,-10,2.02992,-1.35042,1.39347e-07,-3.50373e-07,7.87079e-12,0.000385103,-0.000541164,0.0021849,
6.15377,1.23094,2.277,3.13054,23.7881,-100.206,28.7397,-0.840798,-5.04951,8.66852,8.42836,-8.44826,-10,2.0226,-1.36098,6.32283e-06,-9.49717e-06,1.45731e-09,0.00521489,-0.00771434,0.0321958,
6.15359,1.23169,2.27663,3.13059,23.7486,-100.184,28.7366,-0.835038,-5.0467,8.66982,8.42623,-8.44543,-10,2.0236,-1.36004,1.33295e-05,-2.32325e-05,3.61113e-09,0.00681964,-0.0133696,0.0584903,
6.15403,1.23173,2.27706,3.1306,23.8389,-100.28,28.7553,-0.841499,-5.04913,8.66562,8.42523,-8.4467,-10,2.02081,-1.36213,2.45926e-05,-4.31407e-05,7.64391e-09,0.00863239,-0.0152598,0.0670113,
6.15477,1.22946,2.27885,3.13062,23.8801,-100.246,28.7381,-0.855084,-5.05627,8.66282,8.43378,-8.45733,-10,2.01902,-1.36101,3.64885e-05,-6.05499e-05,5.88465e-09,0.0106262,-0.0155524,0.0685209,
