dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.7,0.664273,0.970296,-26.7993,202.751,8.58107,-1.16834,0,-152.202,33.1646,0,-24.0408,11.7417,-0.179718,137.224,-148.572,37.5614,
0.7,0.664283,0.970289,-26.7717,202.738,8.57342,-1.16783,0,-152.193,33.1668,0,-24.0157,11.7303,-0.179679,137.214,-148.565,37.5593,
0.7,0.664289,0.970285,-26.7575,202.805,8.56946,-1.16753,0,-152.243,33.1797,0,-24.0028,11.7244,-0.179647,137.258,-148.614,37.5716,
0.7,0.664298,0.970281,-26.7274,202.858,8.56081,-1.16686,0,-152.284,33.1902,0,-23.9755,11.7117,-0.179571,137.293,-148.654,37.5815,
0.7,0.664303,0.970274,-26.7539,202.906,8.56983,-1.16837,0,-152.321,33.2019,0,-23.9992,11.7237,-0.179814,137.325,-148.691,37.5907,
0.7,0.664308,0.97027,-26.7477,202.932,8.56835,-1.16844,0,-152.34,33.2079,0,-23.9934,11.7212,-0.179829,137.342,-148.71,37.5955,
0.7,0.664322,0.970264,-26.7168,202.976,8.55963,-1.16795,0,-152.374,33.2194,0,-23.9655,11.7081,-0.179723,137.371,-148.743,37.6037,
0.7,0.664339,0.970261,-26.6445,203.054,8.53754,-1.16566,0,-152.433,33.2344,0,-23.9005,11.6768,-0.179312,137.423,-148.801,37.6182,
0.7,0.66435,0.970256,-26.6348,203.143,8.53497,-1.16564,0,-152.501,33.254,0,-23.8918,11.6727,-0.17927,137.485,-148.866,37.6347,
0.7,0.664361,0.970254,-26.6044,203.196,8.52574,-1.1647,0,-152.54,33.2651,0,-23.8644,11.6594,-0.179088,137.521,-148.903,37.6443,
0.7,0.664386,0.970252,-26.4696,203.253,8.48377,-1.15953,0,-152.583,33.2772,0,-23.7436,11.6006,-0.178212,137.56,-148.945,37.6549,
0.7,0.6644,0.970248,-26.4615,203.394,8.4818,-1.15947,0,-152.69,33.3051,0,-23.7364,11.597,-0.178159,137.657,-149.047,37.6809,
0.7,0.664417,0.970246,-26.4267,203.442,8.47136,-1.15824,0,-152.726,33.3158,0,-23.7052,11.5817,-0.177905,137.691,-149.081,37.6898,
0.7,0.664448,0.970241,-26.3374,203.499,8.44399,-1.15479,0,-152.77,33.3313,0,-23.6253,11.5422,-0.177226,137.731,-149.121,37.7001,
0.7,0.664466,0.970238,-26.3092,203.602,8.43555,-1.15369,0,-152.848,33.3514,0,-23.6002,11.5296,-0.176975,137.803,-149.195,37.7191,
0.7,0.664502,0.970235,-26.1427,203.647,8.3833,-1.14631,0,-152.882,33.3624,0,-23.4513,11.456,-0.175698,137.834,-149.227,37.7274,
0.7,0.66452,0.970227,-26.1812,203.8,8.39617,-1.14788,0,-152.998,33.3945,0,-23.486,11.4725,-0.175871,137.941,-149.336,37.7554,
0.7,0.66454,0.970223,-26.1566,203.792,8.38879,-1.14666,0,-152.993,33.3973,0,-23.4642,11.4612,-0.175613,137.937,-149.329,37.7539,
0.7,0.664578,0.970218,-26.0465,203.846,8.35449,-1.14162,0,-153.034,33.4101,0,-23.3659,11.4122,-0.174686,137.975,-149.367,37.7636,
0.7,0.664597,0.970206,-26.1075,203.917,8.37457,-1.14424,0,-153.091,33.4309,0,-23.4208,11.4385,-0.174998,138.027,-149.416,37.7766,
0.7,0.66464,0.970199,-25.9824,203.924,8.33554,-1.13868,0,-153.097,33.4362,0,-23.3091,11.3827,-0.173958,138.033,-149.42,37.7777,
0.7,0.664662,0.970187,-26.037,204.017,8.35361,-1.14101,0,-153.17,33.4603,0,-23.3584,11.4061,-0.174205,138.1,-149.485,37.7947,
0.7,0.664686,0.97018,-26.0256,204.01,8.3505,-1.14047,0,-153.165,33.4634,0,-23.3484,11.4006,-0.174011,138.096,-149.478,37.7931,
0.7,0.664736,0.970168,-25.9248,204.037,8.31909,-1.13598,0,-153.188,33.4766,0,-23.2586,11.3553,-0.173089,138.118,-149.495,37.798,
0.7,0.664786,0.970162,-25.7614,204.159,8.26748,-1.12863,0,-153.279,33.5009,0,-23.1127,11.2826,-0.17174,138.202,-149.583,37.8204,
0.7,0.66481,0.970151,-25.8232,204.291,8.28763,-1.13123,0,-153.378,33.5317,0,-23.1684,11.3092,-0.17204,138.293,-149.678,37.8447,
0.7,0.66486,0.970146,-25.6743,204.29,8.24051,-1.12451,0,-153.376,33.536,0,-23.0354,11.2431,-0.17084,138.293,-149.676,37.8444,
0.7,0.664883,0.970137,-25.7439,204.415,8.26311,-1.12734,0,-153.468,33.565,0,-23.0981,11.2732,-0.171213,138.379,-149.767,37.8675,
0.7,0.664929,0.970132,-25.6226,204.397,8.22451,-1.12163,0,-153.453,33.5665,0,-22.9896,11.2195,-0.170281,138.368,-149.753,37.8642,
0.7,0.664951,0.970123,-25.6976,204.5,8.24882,-1.12465,0,-153.529,33.5912,0,-23.0571,11.2521,-0.170723,138.439,-149.828,37.8832,
0.7,0.664991,0.970119,-25.6051,204.485,8.21946,-1.12008,0,-153.517,33.5925,0,-22.9744,11.2112,-0.17002,138.43,-149.816,37.8804,
0.7,0.665011,0.970113,-25.6765,204.577,8.2424,-1.12298,0,-153.583,33.6157,0,-23.0386,11.2424,-0.17046,138.493,-149.882,37.8972,
0.7,0.665029,0.970112,-25.7075,204.56,8.25233,-1.12414,0,-153.568,33.6168,0,-23.0665,11.2559,-0.17064,138.482,-149.869,37.894,
0.7,0.665063,0.970109,-25.6626,204.567,8.23767,-1.12218,0,-153.567,33.6253,0,-23.0264,11.2362,-0.170341,138.487,-149.874,37.8953,
0.7,0.665081,0.970108,-25.6661,204.625,8.23865,-1.12206,0,-153.606,33.6384,0,-23.0296,11.2377,-0.170341,138.525,-149.917,37.906,
0.7,0.665099,0.970105,-25.6856,204.634,8.24474,-1.12263,0,-153.609,33.6439,0,-23.0472,11.2461,-0.170439,138.53,-149.925,37.9079,
0.7,0.665136,0.970102,-25.5698,204.632,8.20696,-1.11708,0,-153.606,33.648,0,-22.9437,11.1951,-0.16958,138.528,-149.925,37.9077,
0.7,0.665156,0.97009,-25.6526,204.715,8.23326,-1.12047,0,-153.668,33.6715,0,-23.0182,11.231,-0.170051,138.583,-149.987,37.9231,
0.7,0.665176,0.970084,-25.6698,204.677,8.23848,-1.12107,0,-153.639,33.6702,0,-23.0339,11.2381,-0.170077,138.556,-149.959,37.9161,
0.7,0.665196,0.970078,-25.6856,204.688,8.24445,-1.1215,0,-153.647,33.6765,0,-23.0484,11.2444,-0.170041,138.563,-149.968,37.9182,
0.7,0.665248,0.970067,-25.5772,204.688,8.20949,-1.11617,0,-153.643,33.686,0,-22.9519,11.1956,-0.169024,138.564,-149.967,37.9181,
0.7,0.665276,0.970061,-25.5302,204.799,8.19451,-1.11383,0,-153.724,33.7097,0,-22.9102,11.1743,-0.168536,138.64,-150.048,37.9387,
