p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,0.270296,0.000270296,0.270296,202.751
750,105.5,80,0.270289,0.000622946,0.270289,202.738
750,105.5,80,0.270285,0.000912579,0.270285,202.805
750,105.5,80,0.270281,0.00127477,0.270281,202.858
750,105.5,80,0.270274,0.00169892,0.270274,202.906
750,105.5,80,0.27027,0.00203143,0.27027,202.932
750,105.5,80,0.270264,0.00250417,0.270264,202.976
750,105.5,80,0.270261,0.00289461,0.270261,203.054
750,105.5,80,0.270256,0.00330997,0.270256,203.143
750,105.5,80,0.270254,0.00364519,0.270254,203.196
750,105.5,80,0.270252,0.00397209,0.270252,203.253
750,105.5,80,0.270248,0.00437312,0.270248,203.394
750,105.5,80,0.270246,0.00474411,0.270246,203.442
750,105.5,80,0.270241,0.00518899,0.270241,203.499
750,105.5,80,0.270238,0.0055288,0.270238,203.602
750,105.5,80,0.270235,0.00584359,0.270235,203.647
750,105.5,80,0.270227,0.00626864,0.270227,203.8
750,105.5,80,0.270223,0.00657372,0.270223,203.792
750,105.5,80,0.270218,0.00695715,0.270218,203.846
750,105.5,80,0.270206,0.00734815,0.270206,203.917
750,105.5,80,0.270199,0.00773888,0.270199,203.924
750,105.5,80,0.270187,0.00816601,0.270187,204.017
750,105.5,80,0.27018,0.00850731,0.27018,204.01
750,105.5,80,0.270168,0.00897563,0.270168,204.037
750,105.5,80,0.270162,0.00935791,0.270162,204.159
750,105.5,80,0.270151,0.00978702,0.270151,204.291
750,105.5,80,0.270146,0.0101751,0.270146,204.29
750,105.5,80,0.270137,0.0106052,0.270137,204.415
750,105.5,80,0.270132,0.0109873,0.270132,204.397
750,105.5,80,0.270123,0.0114058,0.270123,204.5
750,105.5,80,0.270119,0.0117912,0.270119,204.485
750,105.5,80,0.270113,0.0122178,0.270113,204.577
750,105.5,80,0.270112,0.0125725,0.270112,204.56
750,105.5,80,0.270109,0.0130075,0.270109,204.567
750,105.5,80,0.270108,0.0133101,0.270108,204.625
750,105.5,80,0.270105,0.0136211,0.270105,204.634
750,105.5,80,0.270102,0.0139443,0.270102,204.632
750,105.5,80,0.27009,0.0143476,0.27009,204.715
750,105.5,80,0.270084,0.0146597,0.270084,204.677
750,105.5,80,0.270078,0.0149883,0.270078,204.688
750,105.5,80,0.270067,0.0154477,0.270067,204.688
750,105.5,80,0.270061,0.0157549,0.270061,204.799
750,105.5,80,0.270056,0.0160864,0.270056,204.861
