p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,-0.0357273,-3.57273e-05,-0.0357273,-26.7993
750,105.5,80,-0.0357168,-8.23276e-05,-0.0357168,-26.7717
750,105.5,80,-0.035711,-0.000120595,-0.035711,-26.7575
750,105.5,80,-0.0357017,-0.000168437,-0.0357017,-26.7274
750,105.5,80,-0.0356972,-0.000224458,-0.0356972,-26.7539
750,105.5,80,-0.0356916,-0.000268368,-0.0356916,-26.7477
750,105.5,80,-0.0356777,-0.000330775,-0.0356777,-26.7168
750,105.5,80,-0.0356607,-0.000382293,-0.0356607,-26.6445
750,105.5,80,-0.0356498,-0.000437085,-0.0356498,-26.6348
750,105.5,80,-0.0356394,-0.000481292,-0.0356394,-26.6044
750,105.5,80,-0.0356143,-0.00052437,-0.0356143,-26.4696
750,105.5,80,-0.0355999,-0.000577198,-0.0355999,-26.4615
750,105.5,80,-0.0355835,-0.000626047,-0.0355835,-26.4267
750,105.5,80,-0.0355515,-0.000684573,-0.0355515,-26.3374
750,105.5,80,-0.0355339,-0.000729255,-0.0355339,-26.3092
750,105.5,80,-0.0354985,-0.000770607,-0.0354985,-26.1427
750,105.5,80,-0.0354798,-0.000826413,-0.0354798,-26.1812
750,105.5,80,-0.0354599,-0.000866447,-0.0354599,-26.1566
750,105.5,80,-0.0354221,-0.00091671,-0.0354221,-26.0465
750,105.5,80,-0.0354026,-0.00096794,-0.0354026,-26.1075
750,105.5,80,-0.0353604,-0.00101907,-0.0353604,-25.9824
750,105.5,80,-0.0353376,-0.00107494,-0.0353376,-26.037
750,105.5,80,-0.0353142,-0.00111955,-0.0353142,-26.0256
750,105.5,80,-0.0352644,-0.00118068,-0.0352644,-25.9248
750,105.5,80,-0.0352142,-0.0012305,-0.0352142,-25.7614
750,105.5,80,-0.0351896,-0.0012864,-0.0351896,-25.8232
750,105.5,80,-0.0351401,-0.00133688,-0.0351401,-25.6743
750,105.5,80,-0.0351169,-0.00139279,-0.0351169,-25.7439
750,105.5,80,-0.0350713,-0.0014424,-0.0350713,-25.6226
750,105.5,80,-0.0350495,-0.0014967,-0.0350495,-25.6976
750,105.5,80,-0.0350088,-0.00154666,-0.0350088,-25.6051
750,105.5,80,-0.0349888,-0.00160191,-0.0349888,-25.6765
750,105.5,80,-0.0349708,-0.00164784,-0.0349708,-25.7075
750,105.5,80,-0.0349369,-0.0017041,-0.0349369,-25.6626
750,105.5,80,-0.0349185,-0.00174321,-0.0349185,-25.6661
750,105.5,80,-0.0349009,-0.0017834,-0.0349009,-25.6856
750,105.5,80,-0.0348644,-0.00182513,-0.0348644,-25.5698
750,105.5,80,-0.0348442,-0.00187715,-0.0348442,-25.6526
750,105.5,80,-0.034824,-0.00191739,-0.034824,-25.6698
750,105.5,80,-0.0348041,-0.00195974,-0.0348041,-25.6856
750,105.5,80,-0.0347524,-0.00201885,-0.0347524,-25.5772
750,105.5,80,-0.0347242,-0.00205835,-0.0347242,-25.5302
750,105.5,80,-0.0346617,-0.00210089,-0.0346617,-25.2512
750,105.5,80,-0.0346294,-0.00215653,-0.0346294,-25.3151
750,105.5,80,-0.0345951,-0.00219881,-0.0345951,-25.2735
750,105.5,80,-0.0345241,-0.00224339,-0.0345241,-24.9893
750,105.5,80,-0.0344876,-0.00229602,-0.0344876,-25.0516
750,105.5,80,-0.0344493,-0.00233491,-0.0344493,-24.9985
750,105.5,80,-0.0343754,-0.00237745,-0.0343754,-24.7154
750,105.5,80,-0.0343389,-0.00243044,-0.0343389,-24.8173
750,105.5,80,-0.0343032,-0.00246959,-0.0343032,-24.8049
750,105.5,80,-0.0342669,-0.00250837,-0.0342669,-24.7835
750,105.5,80,-0.0341927,-0.00254857,-0.0341927,-24.4878
750,105.5,80,-0.0341557,-0.00260307,-0.0341557,-24.6029
750,105.5,80,-0.0341191,-0.00264435,-0.0341191,-24.6266
750,105.5,80,-0.0340415,-0.00269399,-0.0340415,-24.4777
750,105.5,80,-0.0340012,-0.00273963,-0.0340012,-24.519
750,105.5,80,-0.0339616,-0.00277805,-0.0339616,-24.5165
750,105.5,80,-0.0338798,-0.00282286,-0.0338798,-24.2572
750,105.5,80,-0.0338383,-0.00287492,-0.0338383,-24.3708
750,105.5,80,-0.0337973,-0.00291697,-0.0337973,-24.3822
750,105.5,80,-0.0337108,-0.00296349,-0.0337108,-24.1594
750,105.5,80,-0.0336659,-0.0030085,-0.0336659,-24.1778
750,105.5,80,-0.0336216,-0.0030449,-0.0336216,-24.1279
750,105.5,80,-0.0335769,-0.00308324,-0.0335769,-24.0926
750,105.5,80,-0.03353,-0.00311698,-0.03353,-24.0057
750,105.5,80,-0.0334401,-0.00315393,-0.0334401,-23.6084
750,105.5,80,-0.0333939,-0.00319837,-0.0333939,-23.7235
750,105.5,80,-0.0333457,-0.00324362,-0.0333457,-23.7628
750,105.5,80,-0.0332973,-0.00327752,-0.0332973,-23.7061
750,105.5,80,-0.0332503,-0.0033125,-0.0332503,-23.679
750,105.5,80,-0.0332034,-0.00334571,-0.0332034,-23.6502
750,105.5,80,-0.0331549,-0.00337997,-0.0331549,-23.6178
750,105.5,80,-0.033107,-0.0034131,-0.033107,-23.5823
750,105.5,80,-0.0330607,-0.00344619,-0.0330607,-23.5701
