pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
1.7926,4.56884,5.33418,6.23804,113.183,-136.831,37.3816,1.8289,1.79918,-2.23643,1.42569,-2.42216,2.026,-0.259023,2.40849,-7.43786e-07,1.11861e-06,6.21787e-12,-0.000371893,0.000559305,-0.00249357,
1.7926,4.56884,5.33418,6.23804,113.198,-136.835,37.3796,1.83035,1.80098,-2.23662,1.42584,-2.422,2.02627,-0.25853,2.40883,-1.229e-06,1.84834e-06,1.05846e-11,-0.000371893,0.000559305,-0.00249357,
1.7926,4.56884,5.33418,6.23804,113.255,-136.89,37.392,1.83236,1.80332,-2.23764,1.42653,-2.42279,2.02729,-0.258188,2.41004,-1.62751e-06,2.44768e-06,7.13988e-12,-0.000371893,0.000559305,-0.00249357,
1.79258,4.56885,5.33419,6.23804,113.318,-136.942,37.4019,1.83502,1.80645,-2.23865,1.42724,-2.42339,2.0284,-0.257653,2.41131,-2.03102e-06,3.10933e-06,8.18778e-12,-0.000301111,0.000493747,-0.00213531,
1.79255,4.56887,5.33419,6.23804,113.326,-136.967,37.4109,1.83399,1.80501,-2.23886,1.42741,-2.42402,2.02853,-0.258157,2.4115,-2.41438e-06,3.8081e-06,9.58001e-12,-0.000244281,0.000445266,-0.00197227,
1.79262,4.56885,5.33419,6.23806,113.348,-136.989,37.4156,1.83472,1.80581,-2.23938,1.42753,-2.42432,2.02893,-0.257869,2.41213,-2.78541e-07,1.51609e-06,3.2301e-11,0.00173608,-0.00186303,0.00461966,
1.79276,4.56882,5.3342,6.23821,113.405,-137.035,37.424,1.83707,1.80854,-2.24063,1.42776,-2.42481,2.02991,-0.256612,2.41399,1.2504e-05,-1.45549e-05,2.0889e-09,0.00730751,-0.00918786,0.026129,
1.79244,4.56894,5.3342,6.23811,113.523,-137.124,37.4389,1.84357,1.81664,-2.2416,1.43022,-2.42566,2.03207,-0.255673,2.41587,2.75344e-05,-3.40871e-05,3.50422e-09,0.0104036,-0.0135204,0.0409741,
1.79192,4.56917,5.3342,6.23775,113.593,-137.193,37.4555,1.84648,1.82024,-2.24123,1.4329,-2.42676,2.03341,-0.257214,2.41553,4.44067e-05,-5.59628e-05,5.1916e-09,0.0109773,-0.0142337,0.0468784,
1.79116,4.56939,5.33411,6.23725,113.656,-137.244,37.4652,1.85223,1.82812,-2.2401,1.43685,-2.42733,2.0348,-0.258357,2.41452,5.99423e-05,-7.66356e-05,5.23079e-09,0.0125242,-0.0166668,0.0583035,
1.79044,4.56976,5.33401,6.23667,113.816,-137.344,37.4767,1.86507,1.84479,-2.23952,1.44277,-2.42787,2.038,-0.257723,2.4153,7.73978e-05,-0.000100436,6.76519e-09,0.0144301,-0.0196769,0.0679946,
1.78954,4.57011,5.33392,6.23597,113.921,-137.45,37.5027,1.87129,1.85305,-2.23848,1.44809,-2.42955,2.04018,-0.260145,2.41421,0.000102342,-0.000134303,1.23754e-08,0.0168082,-0.0228238,0.0749618,
1.78836,4.57053,5.3338,6.23515,113.985,-137.5,37.5118,1.87829,1.86277,-2.23586,1.45389,-2.43012,2.04171,-0.262627,2.41169,0.00012823,-0.000168542,1.15018e-08,0.0188564,-0.0249415,0.0781129,
1.78696,4.57096,5.33376,6.23415,114.106,-137.579,37.5228,1.8877,1.87515,-2.23418,1.4597,-2.43079,2.04415,-0.265729,2.40908,0.000160263,-0.000210384,1.67681e-08,0.0194567,-0.0254179,0.0786521,
1.78528,4.57161,5.33376,6.23273,114.202,-137.666,37.5422,1.89344,1.88254,-2.23117,1.4662,-2.43222,2.04616,-0.272268,2.40403,0.000184936,-0.000242895,9.86775e-09,0.0196206,-0.0258565,0.0789863,
1.78389,4.57217,5.33376,6.2317,114.383,-137.771,37.5517,1.90694,1.8998,-2.22965,1.47308,-2.43275,2.04967,-0.274342,2.40247,0.000208117,-0.000273428,8.34861e-09,0.0198983,-0.0262121,0.0784288,
