p,i,d,error,error_sum,prev_error,control_singal
750,105.5,80,0.283961,0.000283961,0.283961,-1787
750,105.5,80,0.28396,0.000660575,0.28396,213.013
750,105.5,80,0.28396,0.000962343,0.28396,213.051
750,105.5,80,0.28396,0.00125786,0.28396,213.081
750,105.5,80,0.283959,0.00155396,0.283959,213.105
750,105.5,80,0.283959,0.00183815,0.283959,213.148
750,105.5,80,0.283959,0.00215235,0.283959,213.174
750,105.5,80,0.283959,0.0024545,0.283959,213.211
750,105.5,80,0.283958,0.00276128,0.283958,213.229
750,105.5,80,0.283958,0.00304845,0.283958,213.265
750,105.5,80,0.283957,0.00333532,0.283957,213.29
750,105.5,80,0.283957,0.00370164,0.283957,213.316
750,105.5,80,0.283956,0.0040103,0.283956,213.352
750,105.5,80,0.283955,0.00433685,0.283955,213.372
750,105.5,80,0.283955,0.0046379,0.283955,213.397
750,105.5,80,0.283954,0.00492205,0.283954,213.393
750,105.5,80,0.283953,0.00521088,0.283953,213.442
750,105.5,80,0.283952,0.00549503,0.283952,213.46
750,105.5,80,0.283951,0.00579096,0.283951,213.5
750,105.5,80,0.28395,0.00607699,0.28395,213.534
750,105.5,80,0.283949,0.00636101,0.283949,213.564
750,105.5,80,0.283948,0.00664607,0.283948,213.593
750,105.5,80,0.283947,0.00695962,0.283947,213.64
750,105.5,80,0.283946,0.00725122,0.283946,213.635
750,105.5,80,0.283945,0.00756148,0.283945,213.685
750,105.5,80,0.283944,0.00784562,0.283944,213.666
750,105.5,80,0.28394,0.00823786,0.28394,213.615
750,105.5,80,0.283938,0.00855775,0.283938,213.68
750,105.5,80,0.283935,0.0089066,0.283935,213.701
750,105.5,80,0.283932,0.00919073,0.283932,213.691
750,105.5,80,0.283929,0.00947642,0.283929,213.701
750,105.5,80,0.283925,0.00976057,0.283925,213.698
750,105.5,80,0.283922,0.0100519,0.283922,213.712
750,105.5,80,0.283918,0.0103395,0.283918,213.746
750,105.5,80,0.283914,0.0106237,0.283914,213.743
750,105.5,80,0.28391,0.0109077,0.28391,213.747
750,105.5,80,0.283906,0.0112206,0.283906,213.846
750,105.5,80,0.283903,0.0115045,0.283903,213.905
750,105.5,80,0.2839,0.0117959,0.2839,213.934
750,105.5,80,0.283898,0.0120801,0.283898,213.988
750,105.5,80,0.283894,0.0123872,0.283894,213.973
750,105.5,80,0.28389,0.0126714,0.28389,213.962
750,105.5,80,0.283882,0.0129783,0.283882,213.665
750,105.5,80,0.283878,0.0132622,0.283878,213.977
750,105.5,80,0.283874,0.0135467,0.283874,214.005
750,105.5,80,0.283869,0.0138309,0.283869,214.004
750,105.5,80,0.283864,0.0142021,0.283864,214.042
750,105.5,80,0.283858,0.0145031,0.283858,214.018
750,105.5,80,0.283852,0.0148518,0.283852,214.082
750,105.5,80,0.283846,0.0151358,0.283846,213.999
750,105.5,80,0.28384,0.0154341,0.28384,213.997
750,105.5,80,0.283832,0.0157304,0.283832,213.949
750,105.5,80,0.283825,0.0160442,0.283825,214.043
750,105.5,80,0.283817,0.016334,0.283817,213.992
750,105.5,80,0.283809,0.0166504,0.283809,213.985
750,105.5,80,0.283791,0.0169405,0.283791,213.265
750,105.5,80,0.283781,0.0173133,0.283781,214.067
750,105.5,80,0.283771,0.0176664,0.283771,214.009
750,105.5,80,0.283759,0.0179629,0.283759,213.829
750,105.5,80,0.283748,0.0182469,0.283748,213.852
750,105.5,80,0.283737,0.0185386,0.283737,213.854
750,105.5,80,0.283724,0.0188227,0.283724,213.81
750,105.5,80,0.283711,0.0191289,0.283711,213.814
750,105.5,80,0.283699,0.0194295,0.283699,213.903
750,105.5,80,0.283686,0.0197295,0.283686,213.877
750,105.5,80,0.283673,0.0200134,0.283673,213.846
750,105.5,80,0.283645,0.0204338,0.283645,213.39
750,105.5,80,0.283631,0.0207404,0.283631,213.864
750,105.5,80,0.283618,0.0210891,0.283618,214.039
750,105.5,80,0.283603,0.021389,0.283603,213.831
750,105.5,80,0.283589,0.0217011,0.283589,213.995
750,105.5,80,0.283575,0.0220088,0.283575,213.962
750,105.5,80,0.283545,0.0223206,0.283545,212.835
750,105.5,80,0.283531,0.0226881,0.283531,214.195
750,105.5,80,0.283517,0.023014,0.283517,214.086
750,105.5,80,0.283501,0.0233582,0.283501,214.02
750,105.5,80,0.283486,0.0236632,0.283486,214.006
750,105.5,80,0.283471,0.0239615,0.283471,213.991
750,105.5,80,0.283456,0.0242781,0.283456,214.101
750,105.5,80,0.283441,0.0245732,0.283441,213.971
750,105.5,80,0.283413,0.0248833,0.283413,213.164
750,105.5,80,0.283399,0.0251674,0.283399,214.12
750,105.5,80,0.283386,0.0254545,0.283386,214.122
750,105.5,80,0.28337,0.0257381,0.28337,214.013
750,105.5,80,0.283356,0.0261154,0.283356,214.43
750,105.5,80,0.283342,0.0264606,0.283342,214.398
750,105.5,80,0.283328,0.0267494,0.283328,214.174
750,105.5,80,0.283315,0.027033,0.283315,214.302
750,105.5,80,0.283301,0.0273261,0.283301,214.325
750,105.5,80,0.283289,0.0276171,0.283289,214.404
750,105.5,80,0.283274,0.0279245,0.283274,214.304
750,105.5,80,0.28326,0.0282329,0.28326,214.411
750,105.5,80,0.283231,0.0285544,0.283231,213.402
750,105.5,80,0.283215,0.0289134,0.283215,214.455
750,105.5,80,0.283201,0.0292302,0.283201,214.484
750,105.5,80,0.283188,0.0295685,0.283188,214.634
750,105.5,80,0.283175,0.0298905,0.283175,214.569
750,105.5,80,0.283161,0.0301961,0.283161,214.529
750,105.5,80,0.283145,0.0305125,0.283145,214.445
750,105.5,80,0.283116,0.0309197,0.283116,213.99
750,105.5,80,0.283101,0.0312823,0.283101,214.695
750,105.5,80,0.283087,0.0315721,0.283087,214.546
750,105.5,80,0.283074,0.0319058,0.283074,214.756
750,105.5,80,0.283062,0.0322012,0.283062,214.794
750,105.5,80,0.283042,0.0325269,0.283042,214.303
750,105.5,80,0.283035,0.0328776,0.283035,215.288
750,105.5,80,0.283027,0.0331889,0.283027,215.247
750,105.5,80,0.283022,0.0335217,0.283022,215.476
750,105.5,80,0.283018,0.0338265,0.283018,215.527
750,105.5,80,0.283016,0.0341098,0.283016,215.69
750,105.5,80,0.283014,0.0343959,0.283014,215.734
750,105.5,80,0.283013,0.0346795,0.283013,215.794
750,105.5,80,0.283012,0.0349716,0.283012,215.931
750,105.5,80,0.283014,0.035276,0.283014,216.059
750,105.5,80,0.283019,0.0356106,0.283019,216.372
750,105.5,80,0.283023,0.0359061,0.283023,216.363
750,105.5,80,0.283025,0.0362666,0.283025,216.244
750,105.5,80,0.283028,0.0366283,0.283028,216.305
750,105.5,80,0.28303,0.0369558,0.28303,216.308
750,105.5,80,0.283032,0.0372618,0.283032,216.373
750,105.5,80,0.283034,0.0375974,0.283034,216.357
750,105.5,80,0.283036,0.0379696,0.283036,216.435
750,105.5,80,0.283036,0.0383192,0.283036,216.321
750,105.5,80,0.283037,0.0386118,0.283037,216.406
750,105.5,80,0.283039,0.0389054,0.283039,216.518
750,105.5,80,0.283042,0.0391889,0.283042,216.65
750,105.5,80,0.283045,0.0394869,0.283045,216.716
750,105.5,80,0.283048,0.0397897,0.283048,216.676
750,105.5,80,0.283049,0.0401224,0.283049,216.605
750,105.5,80,0.283049,0.040423,0.283049,216.565
750,105.5,80,0.283049,0.0407102,0.283049,216.549
750,105.5,80,0.283049,0.0410684,0.283049,216.647
750,105.5,80,0.28305,0.0414513,0.28305,216.702
750,105.5,80,0.283051,0.0418094,0.283051,216.743
750,105.5,80,0.28305,0.042126,0.28305,216.724
750,105.5,80,0.283049,0.0425081,0.283049,216.682
750,105.5,80,0.283046,0.0428718,0.283046,216.653
750,105.5,80,0.283043,0.0431866,0.283043,216.578
