pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
5.97641,1.51257,1.26449,2.58135,300,300,-300,-2.09783,3.11261,5.35886,10,-7.1642,-4.03499,-3.19659,-1.85244,7.45647e-08,2.46687e-07,1.62786e-15,3.72823e-05,0.000123343,4.03467e-05,
5.97641,1.51257,1.26449,2.58135,118.153,-139.662,40.5095,0.739718,-3.373,4.84647,4.13186,10,9.81675,-6.36633,-5.43293,1.24012e-07,4.10277e-07,2.8635e-15,3.72823e-05,0.000123343,4.03467e-05,
5.97641,1.51257,1.26449,2.58135,117.473,-139.603,40.5574,0.755688,-3.38115,4.84735,4.14776,10,9.82543,-6.40184,-5.44159,1.63632e-07,5.41355e-07,1.83843e-15,3.72823e-05,0.000123343,4.03467e-05,
5.97646,1.51257,1.26452,2.58138,117.496,-139.628,40.5631,0.755576,-3.38128,4.84733,4.14785,10,9.82548,-6.40204,-5.44171,1.70367e-07,6.69393e-07,4.18522e-14,6.47168e-06,0.000123029,-0.000196575,
5.97645,1.51257,1.26452,2.58138,117.537,-139.652,40.5663,0.755081,-3.38096,4.84737,4.1474,10,9.8252,-6.40093,-5.44151,1.78535e-07,7.97826e-07,4.8879e-14,7.83257e-06,0.00012317,-0.000212025,
5.97644,1.51257,1.26454,2.58138,117.568,-139.684,40.5744,0.755121,-3.38087,4.84738,4.14739,10,9.82514,-6.401,-5.44162,6.85075e-07,4.42278e-07,8.548e-13,0.000506119,-0.000355253,-0.000923786,
5.97633,1.51271,1.26483,2.58109,117.541,-139.7,40.582,0.756921,-3.3802,4.84679,4.14763,10,9.82476,-6.40426,-5.44262,7.93897e-06,-6.99166e-06,8.22008e-11,0.0065557,-0.00671842,-0.00819381,
5.97619,1.51314,1.26532,2.58055,117.683,-139.743,40.5822,0.75571,-3.37683,4.84535,4.14372,10,9.82138,-6.40009,-5.44188,2.02646e-05,-1.81733e-05,1.702e-10,0.0115838,-0.0105087,-0.012261,
5.97627,1.51345,1.26522,2.58056,117.752,-139.767,40.5824,0.754678,-3.37657,4.84532,4.1432,10,9.82051,-6.39756,-5.44123,3.36848e-05,-3.04574e-05,2.28457e-10,0.0124218,-0.0113702,-0.0139904,
5.97649,1.51278,1.26423,2.58201,118.003,-139.82,40.5761,0.747825,-3.37845,4.84777,4.14164,10,9.82155,-6.38353,-5.43788,4.56968e-05,-4.14173e-05,2.72651e-10,0.0118776,-0.0108374,-0.0163277,
5.9767,1.51098,1.26295,2.58434,117.97,-139.832,40.5837,0.745886,-3.38559,4.85206,4.14717,10,9.82888,-6.38238,-5.43803,5.69536e-05,-5.12345e-05,2.57076e-10,0.0111426,-0.00971751,-0.015871,
5.97693,1.50952,1.26128,2.58647,117.755,-139.822,40.602,0.747537,-3.39489,4.85714,4.15727,10,9.83823,-6.38858,-5.43937,6.98431e-05,-6.27152e-05,2.26655e-10,0.00999145,-0.00889941,-0.0116704,
5.97736,1.50763,1.25815,2.59026,119.384,-140.045,40.5162,0.706023,-3.38798,4.86415,4.1318,10,9.82969,-6.29948,-5.41821,7.96061e-05,-7.27542e-05,5.33204e-11,0.00898151,-0.00923537,-0.00671775,
5.97783,1.50543,1.25501,2.59335,118.151,-139.904,40.5918,0.726682,-3.41348,4.87392,4.16732,10,9.85529,-6.35043,-5.42925,9.12005e-05,-8.53574e-05,7.15219e-11,0.010082,-0.0109592,-0.00735392,
5.97827,1.50245,1.25198,2.59727,118.348,-139.942,40.586,0.71539,-3.42362,4.88291,4.17232,10,9.86565,-6.3319,-5.42511,0.000105272,-0.000101092,1.51779e-10,0.0132725,-0.0148409,-0.0116204,
5.97879,1.49993,1.24878,2.60061,118.559,-139.965,40.5729,0.70273,-3.43263,4.89188,4.1764,10,9.87476,-6.31073,-5.41978,0.000122051,-0.000119202,2.18388e-10,0.0167676,-0.018098,-0.0147679,
5.97935,1.4974,1.24541,2.6043,118.488,-139.985,40.5881,0.69724,-3.44646,4.90163,4.18846,10,9.88823,-6.30522,-5.41829,0.000142399,-0.000139959,4.14384e-10,0.020004,-0.0204063,-0.0200129,
5.98001,1.49478,1.24135,2.60846,118.511,-139.997,40.5907,0.688045,-3.46095,4.91307,4.20008,10,9.90201,-6.29209,-5.415,0.000164396,-0.000161484,6.69492e-10,0.0219819,-0.02151,-0.0258571,
5.98075,1.49184,1.23669,2.61323,118.505,-140.02,40.5999,0.678714,-3.47815,4.92634,4.21467,10,9.91825,-6.27957,-5.41205,0.000189091,-0.000184665,8.86363e-10,0.0236957,-0.0222435,-0.0285676,
5.98161,1.48836,1.23259,2.61805,118.625,-140.054,40.6007,0.666208,-3.49375,4.93867,4.22557,10,9.93344,-6.26336,-5.40917,0.000214374,-0.0002092,6.89727e-10,0.0250991,-0.0243556,-0.0260725,
5.98273,1.48426,1.22828,2.62354,118.802,-140.094,40.5971,0.651027,-3.51111,4.95205,4.23689,10,9.95027,-6.24494,-5.4066,0.000240977,-0.000236002,6.05352e-10,0.026596,-0.0267951,-0.0245979,
5.98375,1.4807,1.22383,2.62874,118.802,-140.111,40.6038,0.640501,-3.53002,4.96563,4.2523,10,9.96811,-6.23472,-5.40563,0.000269146,-0.000264552,6.05036e-10,0.0280594,-0.0284387,-0.0245024,
