pivot_1,pivot_2,pivot_3,pivot_4,pf_x,pf_y,pf_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,f_drive_ref_1,f_drive_ref_2,f_drive_ref_3,f_drive_ref_4,f_drive_ref_5,f_drive_ref_6,f_drive_ref_7,f_drive_ref_8,f_krnl_1,f_krnl_2,f_krnl_3,f_krnl_4,f_krnl_5,f_krnl_6,f_krnl_7,f_krnl_8,f_null_1,f_null_2,f_null_3,f_null_4,f_null_5,f_null_6,f_null_7,f_null_8,f_null_scale_factor,f_null_scaled_1,f_null_scaled_2,f_null_scaled_3,f_null_scaled_4,f_null_scaled_5,f_null_scaled_6,f_null_scaled_7,f_null_scaled_8,f_drv_1,f_drv_2,f_drv_3,f_drv_4,f_drv_5,f_drv_6,f_drv_7,f_drv_8,f_wheel_1,f_wheel_2,f_wheel_3,f_wheel_4,f_wheel_5,f_wheel_6,f_wheel_7,f_wheel_8
4.35788,4.47744,4.92216,4.96021,0,200,0,10,8.16424,10,10,-10,-10,-10,-10,0,-3065.8,0,-3197.31,0,3225,0,3183.15,-46.8909,-17.3563,-48.6263,-11.6397,-48.9039,10.4119,-48.4725,12.2646,1674.2,-707.236,-1117.16,-1787.91,-1107.93,1662.94,1884.48,892.381,1.78829,6.9531e-310,-1264.74,8.48735e-315,-3197.31,1.4822e-323,2973.82,6.20975e-310,1595.84,-46.8909,-1282.1,-48.6263,-3208.95,-48.9039,2984.23,-48.4725,1608.1,188.878,141.987,438.371,389.744,-360.61,-409.514,-183.261,-231.733,
4.35788,4.47744,4.92216,4.96021,0,200,0,10,8.16424,10,10,-10,-10,-10,-10,0,-3065.8,0,-3197.31,0,3225,0,3183.15,-46.8909,-17.3563,-48.6263,-11.6397,-48.9039,10.4119,-48.4725,12.2646,1674.2,-707.236,-1117.16,-1787.91,-1107.93,1662.94,1884.48,892.381,1.78829,6.9531e-310,-1264.74,8.48735e-315,-3197.31,1.4822e-323,2973.82,6.20975e-310,1595.84,-46.8909,-1282.1,-48.6263,-3208.95,-48.9039,2984.23,-48.4725,1608.1,188.878,141.987,438.371,389.744,-360.61,-409.514,-183.261,-231.733,
4.35788,4.47744,4.92216,4.96021,0,200,0,10,8.16424,10,10,-10,-10,-10,-10,0,-3065.8,0,-3197.31,0,3225,0,3183.15,-46.8909,-17.3563,-48.6263,-11.6397,-48.9039,10.4119,-48.4725,12.2646,1674.2,-707.236,-1117.16,-1787.91,-1107.93,1662.94,1884.48,892.381,1.78829,6.9531e-310,-1264.74,8.48735e-315,-3197.31,1.4822e-323,2973.82,6.20975e-310,1595.84,-46.8909,-1282.1,-48.6263,-3208.95,-48.9039,2984.23,-48.4725,1608.1,188.878,141.987,438.371,389.744,-360.61,-409.514,-183.261,-231.733,
4.35788,4.47744,4.92216,4.96021,0,200,0,10,8.16424,10,10,-10,-10,-10,-10,0,-3065.8,0,-3197.31,0,3225,0,3183.15,-46.8909,-17.3563,-48.6263,-11.6397,-48.9039,10.4119,-48.4725,12.2646,1674.2,-707.236,-1117.16,-1787.91,-1107.93,1662.94,1884.48,892.381,1.78829,6.9531e-310,-1264.74,8.48735e-315,-3197.31,1.4822e-323,2973.82,6.20975e-310,1595.84,-46.8909,-1282.1,-48.6263,-3208.95,-48.9039,2984.23,-48.4725,1608.1,188.878,141.987,438.371,389.744,-360.61,-409.514,-183.261,-231.733,
4.3579,4.47741,4.92216,4.96021,0,200,0,10,8.16478,10,10,-10,-10,-10,-10,0,-3065.81,0,-3197.28,0,3225,0,3183.15,-46.8911,-17.3558,-48.626,-11.6409,-48.9039,10.4119,-48.4725,12.2646,1674.23,-707.288,-1117.17,-1787.93,-1107.91,1662.94,1884.48,892.391,1.78826,6.9531e-310,-1264.82,8.48735e-315,-3197.28,1.4822e-323,2973.78,6.20975e-310,1595.83,-46.8911,-1282.17,-48.626,-3208.92,-48.9039,2984.19,-48.4725,1608.09,188.887,141.996,438.367,389.741,-360.605,-409.509,-183.26,-231.732,
4.35788,4.47743,4.92215,4.96021,0,200,0,10,8.16428,10,10,-10,-10,-10,-10,0,-3065.8,0,-3197.29,0,3225.02,0,3183.15,-46.8909,-17.3563,-48.6262,-11.6403,-48.904,10.4113,-48.4725,12.2646,1674.21,-707.246,-1117.17,-1787.92,-1107.92,1662.93,1884.48,892.37,1.78827,6.9531e-310,-1264.75,8.48735e-315,-3197.29,1.4822e-323,2973.77,6.20975e-310,1595.8,-46.8909,-1282.1,-48.6262,-3208.93,-48.904,2984.18,-48.4725,1608.07,188.878,141.987,438.369,389.743,-360.604,-409.508,-183.256,-231.729,
4.35788,4.47743,4.92214,4.96021,0,200,0,10,8.16425,10,10,-10,-10,-10,-10,0,-3065.8,0,-3197.29,0,3225.03,0,3183.15,-46.8909,-17.3563,-48.6262,-11.6403,-48.9042,10.4107,-48.4725,12.2646,1674.2,-707.245,-1117.19,-1787.92,-1107.92,1662.92,1884.47,892.358,1.78827,6.9531e-310,-1264.75,8.48735e-315,-3197.29,1.4822e-323,2973.75,6.20975e-310,1595.78,-46.8909,-1282.1,-48.6262,-3208.93,-48.9042,2984.16,-48.4725,1608.04,188.878,141.987,438.369,389.743,-360.601,-409.505,-183.253,-231.726,
4.35815,4.47758,4.92195,4.96004,0,200,0,10,8.17338,10,10,-10,-10,-10,-10,0,-3066.09,0,-3197.46,0,3225.24,0,3183.33,-46.8955,-17.3439,-48.628,-11.6328,-48.9062,10.4013,-48.4745,12.2565,1674.41,-707.886,-1117.71,-1787.86,-1108.33,1662.93,1884.47,892.817,1.78843,6.9531e-310,-1266.01,8.48735e-315,-3197.46,1.4822e-323,2974.04,6.20975e-310,1596.74,-46.8955,-1283.35,-48.628,-3209.1,-48.9062,2984.44,-48.4745,1609,189.041,142.146,438.391,389.763,-360.636,-409.542,-183.375,-231.85,
4.35878,4.47829,4.92151,4.9594,0,200,0,10,8.19542,10,10,-10,-10,-10,-10,0,-3066.79,0,-3198.24,0,3225.71,0,3184.04,-46.9065,-17.3142,-48.6362,-11.5984,-48.9106,10.3802,-48.4824,12.2251,1674.59,-709.321,-1119.05,-1787.62,-1109.92,1662.97,1884.76,894.605,1.7891,6.9531e-310,-1269.05,8.48735e-315,-3198.24,1.4822e-323,2975.23,6.20975e-310,1600.54,-46.9065,-1286.36,-48.6362,-3209.84,-48.9106,2985.61,-48.4824,1612.77,189.436,142.529,438.491,389.855,-360.784,-409.695,-183.858,-232.34,
4.35867,4.47859,4.9215,4.95893,0,200,0,10,8.19339,10,10,-10,-10,-10,-10,0,-3066.67,0,-3198.57,0,3225.73,0,3184.56,-46.9046,-17.3192,-48.6397,-11.5838,-48.9108,10.3796,-48.4881,12.2025,1674,-709.143,-1119.23,-1787.76,-1110.57,1662.82,1885.42,895.812,1.78915,6.9531e-310,-1268.76,8.48735e-315,-3198.57,1.4822e-323,2975.04,6.20975e-310,1602.74,-46.9046,-1286.08,-48.6397,-3210.16,-48.9108,2985.42,-48.4881,1614.94,189.398,142.494,438.533,389.894,-360.76,-409.67,-184.136,-232.624,
