dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.77627,0.795135,-14.2395,-2.9194,-0.140793,0.621674,-14.2252,-0.966443,0.197661,-2.74769,-13.5178,4.46487,0.281488,-2.11865,1.99226,-0.525942,
0.8,0.77627,0.795135,-14.2407,-2.91964,-0.140804,0.621726,-14.2264,-0.966524,0.197677,-2.74792,-13.5189,4.46525,0.281512,-2.11882,1.99243,-0.525986,
0.8,0.77627,0.795135,-14.2419,-2.91989,-0.140816,0.621779,-14.2276,-0.966606,0.197694,-2.74815,-13.5201,4.46562,0.281535,-2.119,1.99259,-0.52603,
0.8,0.77627,0.795135,-14.2431,-2.92013,-0.140828,0.621831,-14.2288,-0.966687,0.197711,-2.74838,-13.5212,4.466,0.281559,-2.11918,1.99276,-0.526075,
0.8,0.77627,0.795135,-14.2443,-2.92038,-0.14084,0.621883,-14.23,-0.966768,0.197727,-2.74861,-13.5223,4.46637,0.281583,-2.11936,1.99293,-0.526119,
0.8,0.77627,0.795135,-14.2455,-2.92062,-0.140852,0.621936,-14.2312,-0.96685,0.197744,-2.74884,-13.5235,4.46675,0.281606,-2.11954,1.9931,-0.526163,
0.8,0.77627,0.795135,-14.2467,-2.92087,-0.140864,0.621988,-14.2324,-0.966931,0.19776,-2.74908,-13.5246,4.46713,0.28163,-2.11972,1.99327,-0.526207,
0.8,0.77627,0.795135,-14.2479,-2.92112,-0.140876,0.622041,-14.2336,-0.967012,0.197777,-2.74931,-13.5257,4.4675,0.281654,-2.11989,1.99343,-0.526252,
0.8,0.77627,0.795135,-14.2491,-2.92136,-0.140887,0.622093,-14.2348,-0.967094,0.197794,-2.74954,-13.5269,4.46788,0.281678,-2.12007,1.9936,-0.526296,
0.8,0.77627,0.795135,-14.2503,-2.92161,-0.140899,0.622145,-14.236,-0.967175,0.19781,-2.74977,-13.528,4.46825,0.281701,-2.12025,1.99377,-0.52634,
