dist_sp,kl_bl_base_dist,kr_bl_base_dist,kl_bl_base_f_mag,kr_bl_base_f_mag,kl_bl_base_f_dir_x,kl_bl_base_f_dir_y,kl_bl_base_f_dir_z,kr_bl_base_f_dir_x,kr_bl_base_f_dir_y,kr_bl_base_f_dir_z,kl_bl_base_f_at_base_x,kl_bl_base_f_at_base_y,kl_bl_base_f_at_base_mz,kr_bl_base_f_at_base_x,kr_bl_base_f_at_base_y,kr_bl_base_f_at_base_mz
0.8,0.811152,0.814992,6.69183,8.99572,-0.135774,-0.297451,6.68384,3.23429,-0.491301,8.37979,6.33669,-2.14159,-0.123252,6.47715,-6.19853,1.62721,
0.8,0.811152,0.814992,6.6924,8.99648,-0.135785,-0.297476,6.6844,3.23457,-0.491342,8.3805,6.33722,-2.14177,-0.123263,6.4777,-6.19906,1.62734,
0.8,0.811152,0.814992,6.69296,8.99724,-0.135797,-0.297502,6.68497,3.23484,-0.491383,8.38121,6.33776,-2.14195,-0.123273,6.47825,-6.19958,1.62748,
0.8,0.811152,0.814992,6.69352,8.99799,-0.135808,-0.297527,6.68553,3.23511,-0.491425,8.38191,6.33829,-2.14213,-0.123283,6.47879,-6.2001,1.62762,
0.8,0.811152,0.814992,6.69409,8.99875,-0.13582,-0.297552,6.68609,3.23538,-0.491466,8.38262,6.33882,-2.14231,-0.123294,6.47934,-6.20062,1.62775,
0.8,0.811152,0.814992,6.69465,8.99951,-0.135831,-0.297577,6.68665,3.23565,-0.491507,8.38332,6.33936,-2.14249,-0.123304,6.47988,-6.20114,1.62789,
0.8,0.811152,0.814992,6.69521,9.00027,-0.135842,-0.297602,6.68722,3.23593,-0.491549,8.38403,6.33989,-2.14267,-0.123315,6.48043,-6.20167,1.62803,
0.8,0.811152,0.814992,6.69578,9.00102,-0.135854,-0.297627,6.68778,3.2362,-0.49159,8.38473,6.34043,-2.14286,-0.123325,6.48097,-6.20219,1.62816,
0.8,0.811152,0.814992,6.69634,9.00178,-0.135865,-0.297652,6.68834,3.23647,-0.491632,8.38544,6.34096,-2.14304,-0.123335,6.48152,-6.20271,1.6283,
0.8,0.811152,0.814992,6.69691,9.00254,-0.135877,-0.297677,6.68891,3.23674,-0.491673,8.38615,6.34149,-2.14322,-0.123346,6.48206,-6.20323,1.62844,
0.8,0.811152,0.814992,6.69747,9.00329,-0.135888,-0.297702,6.68947,3.23702,-0.491714,8.38685,6.34203,-2.1434,-0.123356,6.48261,-6.20375,1.62858,
