pivot_1,pivot_2,pivot_3,pivot_4,platform_force_x,platform_force_y,platform_force_z,tau_c_1,tau_c_2,tau_c_3,tau_c_4,tau_c_5,tau_c_6,tau_c_7,tau_c_8,x_platform_x,x_platform_y,x_platform_qz,xd_platform_x,xd_platform_y,xd_platform_qz
4.84353,4.70495,4.605,4.72305,91.1039,-87.6625,20.611,-0.188496,0.821356,-0.802626,0.233304,-1.12777,-0.0211496,-0.681557,0.418362,1.76189e-08,-1.00498e-06,3.04921e-14,8.80944e-06,-0.000502488,-0.00017462,
4.84353,4.70495,4.605,4.72305,90.5278,-87.2922,20.5463,-0.185743,0.819232,-0.799221,0.231451,-1.12317,-0.0216358,-0.678021,0.417087,2.83891e-08,-1.61931e-06,4.55765e-14,8.80944e-06,-0.000502488,-0.00017462,
4.84356,4.70496,4.605,4.72304,90.7149,-87.4956,20.5967,-0.186057,0.82125,-0.801012,0.232011,-1.12571,-0.021662,-0.679629,0.418033,4.96331e-08,-2.23044e-06,2.54e-13,1.5844e-05,-0.000455792,-0.000375877,
4.84357,4.70498,4.605,4.72304,90.7033,-87.373,20.553,-0.185515,0.820101,-0.800513,0.230657,-1.12461,-0.0221093,-0.678427,0.417803,2.32826e-08,-2.80761e-06,2.49906e-13,-2.09129e-05,-0.000458065,-0.000396747,
4.84359,4.70498,4.60497,4.72303,90.8777,-87.5706,20.6028,-0.185743,0.822082,-0.802237,0.231153,-1.12709,-0.0221987,-0.67991,0.418748,1.46492e-07,-5.15876e-06,1.57273e-13,9.1695e-05,-0.00174978,-0.000295141,
4.84363,4.70496,4.60493,4.72302,90.8214,-87.5277,20.5937,-0.184963,0.822013,-0.802047,0.230386,-1.12669,-0.0225653,-0.679255,0.418748,4.15465e-07,-1.08422e-05,3.66257e-15,0.000248881,-0.00525889,5.59983e-05,
4.8436,4.70496,4.60496,4.72305,90.7042,-87.5352,20.6102,-0.184214,0.822708,-0.801944,0.230392,-1.12678,-0.0226596,-0.679064,0.418951,9.33655e-07,-1.94542e-05,2.68962e-14,0.000438271,-0.00728383,-0.000138707,
4.84353,4.70503,4.60506,4.72309,90.9583,-87.6066,20.6049,-0.185182,0.822804,-0.803129,0.230302,-1.12814,-0.0226953,-0.679792,0.419478,1.42883e-06,-2.84635e-05,4.10357e-13,0.000436792,-0.00794702,-0.000565059,
4.84341,4.70513,4.6052,4.72314,90.9921,-87.5737,20.5886,-0.185363,0.822455,-0.803144,0.230034,-1.12812,-0.0227022,-0.679602,0.419635,2.06937e-06,-4.15291e-05,2.96475e-12,0.000426728,-0.00870433,-0.0011471,
4.8433,4.70529,4.60539,4.72319,91.1155,-87.6782,20.6113,-0.186256,0.823332,-0.803982,0.230897,-1.12958,-0.0223408,-0.68083,0.420227,2.5959e-06,-5.29574e-05,1.42478e-12,0.000471186,-0.0102269,-0.00106817,
4.84317,4.70543,4.60559,4.72321,91.1884,-87.7315,20.6218,-0.186882,0.823801,-0.804459,0.231452,-1.13039,-0.0219952,-0.681642,0.420576,3.28988e-06,-6.65448e-05,1.60981e-12,0.000584498,-0.0114439,-0.00106862,
4.84308,4.70561,4.60578,4.72326,91.311,-87.7721,20.6216,-0.18773,0.823939,-0.80495,0.231839,-1.13118,-0.0217448,-0.682356,0.420937,4.07548e-06,-8.00965e-05,1.22623e-12,0.000722055,-0.0124557,-0.00101779,
4.84296,4.70579,4.60601,4.72331,91.2964,-87.7899,20.63,-0.188121,0.824291,-0.804943,0.232455,-1.1315,-0.0213517,-0.682896,0.421156,4.9995e-06,-9.54459e-05,7.83282e-13,0.000789536,-0.0131153,-0.00075622,
4.84283,4.706,4.60627,4.72335,91.1576,-87.6871,20.6101,-0.188091,0.823656,-0.80391,0.232578,-1.13037,-0.0209949,-0.682491,0.420904,6.04279e-06,-0.000111348,3.92999e-13,0.000867372,-0.0132209,-0.000521192,
4.84266,4.70625,4.60656,4.7234,91.3583,-87.8569,20.6473,-0.189644,0.824999,-0.805203,0.234087,-1.13262,-0.0203214,-0.684583,0.421744,7.22079e-06,-0.000127966,4.11283e-13,0.000891665,-0.0125784,-0.00048543,
4.84245,4.70656,4.60687,4.72346,91.3604,-87.8527,20.6458,-0.190676,0.824871,-0.804864,0.235048,-1.13278,-0.0197149,-0.685237,0.421943,8.31445e-06,-0.000141521,1.63813e-14,0.000964945,-0.0119603,-0.000112927,
4.84229,4.70685,4.60718,4.7235,91.451,-87.8845,20.6465,-0.191897,0.824941,-0.805044,0.235941,-1.13338,-0.0190853,-0.686286,0.422208,9.46208e-06,-0.000154352,4.67775e-13,0.00102087,-0.0114131,0.000608395,
4.84215,4.70715,4.60746,4.72353,91.3502,-87.8767,20.6562,-0.192328,0.825207,-0.804427,0.236908,-1.13326,-0.0185051,-0.686836,0.422314,1.06577e-05,-0.00016641,1.42414e-12,0.00107957,-0.0108879,0.00107756,
4.84196,4.70748,4.60778,4.72355,91.2865,-87.8009,20.637,-0.193026,0.824526,-0.803522,0.237444,-1.13247,-0.0178986,-0.687026,0.422154,1.20188e-05,-0.000178937,1.66537e-12,0.00108201,-0.00995864,0.00102589,
4.84177,4.7078,4.60811,4.72358,91.383,-87.905,20.6632,-0.194532,0.825345,-0.803992,0.239069,-1.1338,-0.0170431,-0.688787,0.422667,1.31375e-05,-0.000187729,9.90892e-13,0.00110255,-0.00866493,0.000981052,
4.84158,4.70817,4.6084,4.72361,91.4203,-87.9442,20.6731,-0.195765,0.8256,-0.803852,0.240262,-1.13446,-0.0164195,-0.689883,0.423062,1.46114e-05,-0.000198416,1.50616e-12,0.00108202,-0.0078456,0.000900941,
